"plh0206i05","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","Full Time","253","0.110558724310561","0.0971211029310909","0.123996345690031","1"
"1 Strongly disagree","2005","16-34 y.","Part Time","177","0.122851431332337","0.10679173746026","0.138911125204415","1"
"1 Strongly disagree","2005","16-34 y.","Not Working","204","0.132668529490265","0.116119488338492","0.149217570642039","1"
"1 Strongly disagree","2005","35-65 y.","Full Time","1070","0.178327150468817","0.168543123719624","0.18811117721801","1"
"1 Strongly disagree","2005","35-65 y.","Part Time","625","0.211238316064774","0.196663342480562","0.225813289648987","1"
"1 Strongly disagree","2005","35-65 y.","Not Working","576","0.213740078221144","0.198245536300496","0.229234620141792","1"
"1 Strongly disagree","2005","66 and older","Full Time","12","","","","1"
"1 Strongly disagree","2005","66 and older","Part Time","41","0.218735458508843","0.159643576942232","0.277827340075453","1"
"1 Strongly disagree","2005","66 and older","Not Working","983","0.294977868403278","0.279955356678834","0.310000380127722","1"
"2 on scale 1-7 ","2005","35-65 y.","Not Working","542","0.192456636928633","0.177556095056416","0.207357178800849","2"
"2 on scale 1-7 ","2005","16-34 y.","Full Time","383","0.194844214650644","0.177871513380884","0.211816915920403","2"
"2 on scale 1-7 ","2005","16-34 y.","Not Working","255","0.148195257893029","0.13086186800109","0.165528647784968","2"
"2 on scale 1-7 ","2005","35-65 y.","Full Time","1368","0.216547668420102","0.206019750928378","0.227075585911827","2"
"2 on scale 1-7 ","2005","35-65 y.","Part Time","710","0.212472749437518","0.197866694180418","0.227078804694617","2"
"2 on scale 1-7 ","2005","66 and older","Full Time","8","","","","2"
"2 on scale 1-7 ","2005","66 and older","Part Time","40","0.235317850789332","0.174680938400929","0.295954763177735","2"
"2 on scale 1-7 ","2005","66 and older","Not Working","686","0.181713869432886","0.169011255663244","0.194416483202529","2"
"2 on scale 1-7 ","2005","16-34 y.","Part Time","365","0.219728270077167","0.199471207157886","0.239985332996449","2"
"3 on scale 1-7 ","2005","16-34 y.","Part Time","275","0.158834816274884","0.140952487739419","0.176717144810349","3"
