"plh0206i05","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","(0) in school","","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1a) inadequately completed","9","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1b) general elementary school","86","0.225751122211041","0.183549157778519","0.267953086643563"
"1 Strongly disagree","2005","1-pers.-HH","(1c) basic vocational qualification","209","0.230738817499064","0.202855429968471","0.258622205029656"
"1 Strongly disagree","2005","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2a) intermediate vocational","146","0.228357421873019","0.195987064855562","0.260727778890476"
"1 Strongly disagree","2005","1-pers.-HH","(2c_gen) general maturity certificate","21","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","48","0.244743891961837","0.188937528711443","0.300550255212231"
"1 Strongly disagree","2005","1-pers.-HH","(3a) lower tertiary education","70","0.325032224012586","0.264630848267563","0.385433599757609"
"1 Strongly disagree","2005","1-pers.-HH","(3b) higher tertiary education","75","0.239203869224385","0.19317721896615","0.28523051948262"
"1 Strongly disagree","2005","(Married) couple without C. ","(0) in school","","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1a) inadequately completed","24","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1b) general elementary school","154","0.252046389918876","0.217304772146615","0.286788007691137"
"1 Strongly disagree","2005","(Married) couple without C. ","(1c) basic vocational qualification","562","0.233982618409052","0.21739048023879","0.250574756579313"
"1 Strongly disagree","2005","(Married) couple without C. ","(2b) intermediate general qualification","16","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2a) intermediate vocational","297","0.21443510949736","0.193110326495909","0.23575989249881"
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","16","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","87","0.169994512514005","0.136178931544885","0.203810093483125"
"1 Strongly disagree","2005","(Married) couple without C. ","(3a) lower tertiary education","148","0.19372417031458","0.164278003437285","0.223170337191875"
"1 Strongly disagree","2005","(Married) couple without C. ","(3b) higher tertiary education","203","0.191988163390332","0.16712504130404","0.216851285476623"
"1 Strongly disagree","2005","Single parent ","(0) in school","14","","",""
"1 Strongly disagree","2005","Single parent ","(1a) inadequately completed","5","","",""
"1 Strongly disagree","2005","Single parent ","(1b) general elementary school","32","0.175940802907542","0.114387421767207","0.237494184047877"
"1 Strongly disagree","2005","Single parent ","(1c) basic vocational qualification","40","0.204841627846041","0.153351020232524","0.256332235459558"
"1 Strongly disagree","2005","Single parent ","(2b) intermediate general qualification","10","","",""
"1 Strongly disagree","2005","Single parent ","(2a) intermediate vocational","54","0.213889008957109","0.164237367150532","0.263540650763685"
"1 Strongly disagree","2005","Single parent ","(2c_gen) general maturity certificate","13","","",""
"1 Strongly disagree","2005","Single parent ","(2c_voc) vocational maturity certificate","13","","",""
"1 Strongly disagree","2005","Single parent ","(3a) lower tertiary education","11","","",""
"1 Strongly disagree","2005","Single parent ","(3b) higher tertiary education","21","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(0) in school","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1a) inadequately completed","10","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1b) general elementary school","30","0.152006050826952","0.104015506514249","0.199996595139654"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","117","0.127041510271307","0.10406516524989","0.150017855292724"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","7","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2a) intermediate vocational","200","0.150150948005786","0.130138863942073","0.1701630320695"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","11","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","67","0.182668450458282","0.14648233706285","0.218854563853713"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3a) lower tertiary education","50","0.164159400783797","0.121672869503572","0.206645932064022"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3b) higher tertiary education","94","0.145882598890736","0.116027296180667","0.175737901600804"
"1 Strongly disagree","2005","Couple + C. GT 16 ","(0) in school","27","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1a) inadequately completed","11","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1b) general elementary school","43","0.130703397141237","0.0907186644942489","0.170688129788224"
