"plh0206i05","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","in school","","","",""
"1 Strongly disagree","2005","1-pers.-HH","inadequately","4","","",""
"1 Strongly disagree","2005","1-pers.-HH","general elemantary","94","0.225106230144581","0.18549220293484","0.264720257354322"
"1 Strongly disagree","2005","1-pers.-HH","middle vocational","347","0.225330049140677","0.204442904794005","0.24621719348735"
"1 Strongly disagree","2005","1-pers.-HH","vocational + Abi","40","0.269624736189464","0.204249337182362","0.335000135196567"
"1 Strongly disagree","2005","1-pers.-HH","higher vocational","44","0.224066913134058","0.165692697710244","0.282441128557873"
"1 Strongly disagree","2005","1-pers.-HH","higher education","145","0.27633687646906","0.239332396638874","0.313341356299245"
"1 Strongly disagree","2005","(Married) couple without C. ","in school","","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","inadequately","20","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","general elemantary","169","0.241116143713373","0.209245132328492","0.272987155098254"
"1 Strongly disagree","2005","(Married) couple without C. ","middle vocational","783","0.224529952889069","0.210989277320052","0.238070628458086"
"1 Strongly disagree","2005","(Married) couple without C. ","vocational + Abi","55","0.142136775968868","0.105606177421988","0.178667374515747"
"1 Strongly disagree","2005","(Married) couple without C. ","higher vocational","130","0.248380145491135","0.212658003395637","0.284102287586633"
"1 Strongly disagree","2005","(Married) couple without C. ","higher education","351","0.192721768821489","0.173724335358852","0.211719202284127"
"1 Strongly disagree","2005","Single parent ","in school","14","","",""
"1 Strongly disagree","2005","Single parent ","inadequately","5","","",""
"1 Strongly disagree","2005","Single parent ","general elemantary","41","0.171332019379313","0.119877440662748","0.222786598095878"
"1 Strongly disagree","2005","Single parent ","middle vocational","100","0.191112993898656","0.157576306151709","0.224649681645602"
"1 Strongly disagree","2005","Single parent ","vocational + Abi","11","","",""
"1 Strongly disagree","2005","Single parent ","higher vocational","12","","",""
"1 Strongly disagree","2005","Single parent ","higher education","32","0.276087987444292","0.195425105503615","0.356750869384969"
"1 Strongly disagree","2005","Couple + C. LE 16 ","in school","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","inadequately","9","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","general elemantary","37","0.132115435663622","0.0919479608271698","0.172282910500075"
"1 Strongly disagree","2005","Couple + C. LE 16 ","middle vocational","279","0.138555965717293","0.122757327225559","0.154354604209027"
"1 Strongly disagree","2005","Couple + C. LE 16 ","vocational + Abi","48","0.182344450666918","0.139567739437198","0.225121161896638"
"1 Strongly disagree","2005","Couple + C. LE 16 ","higher vocational","69","0.157387278499075","0.122051323905893","0.192723233092256"
"1 Strongly disagree","2005","Couple + C. LE 16 ","higher education","144","0.152608530532714","0.128129045644833","0.177088015420595"
"1 Strongly disagree","2005","Couple + C. GT 16 ","in school","27","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","inadequately","11","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","general elemantary","54","0.123049611304472","0.092001048736213","0.154098173872731"
"1 Strongly disagree","2005","Couple + C. GT 16 ","middle vocational","286","0.159560718599579","0.142491127261415","0.176630309937743"
"1 Strongly disagree","2005","Couple + C. GT 16 ","vocational + Abi","18","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","higher vocational","40","0.267030512501985","0.207051634053994","0.327009390949976"
"1 Strongly disagree","2005","Couple + C. GT 16 ","higher education","102","0.146440912885247","0.118833492704932","0.174048333065563"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","in school","32","0.15997211459517","0.114801414181944","0.205142815008397"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","inadequately","4","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","general elemantary","45","0.177021672641299","0.129129934737273","0.224913410545324"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","middle vocational","103","0.179590983924574","0.150284557746632","0.208897410102517"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","vocational + Abi","21","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","higher vocational","20","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","higher education","64","0.235924231653716","0.18671806167294","0.285130401634493"
"2 on scale 1-7 ","2005","1-pers.-HH","in school","1","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","inadequately","6","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","general elemantary","80","0.182990986909476","0.146316636768351","0.219665337050601"
"2 on scale 1-7 ","2005","1-pers.-HH","middle vocational","298","0.198372089019998","0.178436096791527","0.218308081248469"
"2 on scale 1-7 ","2005","1-pers.-HH","vocational + Abi","44","0.211333108822642","0.151189146911317","0.271477070733967"
"2 on scale 1-7 ","2005","1-pers.-HH","higher vocational","41","0.21281968631984","0.155518572096378","0.270120800543303"
"2 on scale 1-7 ","2005","1-pers.-HH","higher education","147","0.240982394879773","0.205592013475267","0.276372776284279"
"2 on scale 1-7 ","2005","(Married) couple without C. ","in school","","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","inadequately","5","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","general elemantary","112","0.144362181547221","0.11817632720271","0.170548035891732"
"2 on scale 1-7 ","2005","(Married) couple without C. ","middle vocational","741","0.197351375949797","0.184436105992689","0.210266645906904"
"2 on scale 1-7 ","2005","(Married) couple without C. ","vocational + Abi","87","0.256663305680075","0.210968250037535","0.302358361322614"
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher vocational","145","0.235641926233423","0.20055424700929","0.270729605457556"
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher education","439","0.244181512646351","0.223490436929786","0.264872588362916"
"2 on scale 1-7 ","2005","Single parent ","in school","16","","",""
"2 on scale 1-7 ","2005","Single parent ","inadequately","2","","",""
"2 on scale 1-7 ","2005","Single parent ","general elemantary","24","","",""
"2 on scale 1-7 ","2005","Single parent ","middle vocational","95","0.180656782114036","0.14784036248387","0.213473201744202"
"2 on scale 1-7 ","2005","Single parent ","vocational + Abi","8","","",""
"2 on scale 1-7 ","2005","Single parent ","higher vocational","10","","",""
"2 on scale 1-7 ","2005","Single parent ","higher education","41","0.369292485453838","0.282214910586677","0.456370060320999"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","in school","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","inadequately","2","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","general elemantary","45","0.1664308618635","0.122247931935335","0.210613791791664"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","middle vocational","357","0.191307575088716","0.17332088367418","0.209294266503252"
