"plh0206i05","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","lower secondary degree","105","0.0973410526373945","0.0784419122268141","0.116240193047975"
"1 Strongly disagree","2005","16-34 y.","secondary school degree","192","0.112038558242344","0.0966268464607575","0.12745027002393"
"1 Strongly disagree","2005","16-34 y.","college entrance qualification","191","0.135554542847183","0.118643454300294","0.152465631394072"
"1 Strongly disagree","2005","16-34 y.","Other degree","","","",""
"1 Strongly disagree","2005","16-34 y.","no degree/no degree yet","83","0.142479816539679","0.116417805982613","0.168541827096744"
"1 Strongly disagree","2005","35-65 y.","lower secondary degree","661","0.179022351017126","0.166692823441767","0.191351878592486"
"1 Strongly disagree","2005","35-65 y.","secondary school degree","759","0.197632713842818","0.185068748619256","0.210196679066381"
"1 Strongly disagree","2005","35-65 y.","college entrance qualification","608","0.200128566803897","0.185908405693679","0.214348727914114"
"1 Strongly disagree","2005","35-65 y.","Other degree","200","0.236354633026494","0.206710584882441","0.265998681170548"
"1 Strongly disagree","2005","35-65 y.","no degree/no degree yet","35","0.23971588914188","0.168999440725296","0.310432337558463"
"1 Strongly disagree","2005","66 and older","lower secondary degree","624","0.271571768060655","0.253814536242335","0.289328999878974"
"1 Strongly disagree","2005","66 and older","secondary school degree","156","0.321431689516932","0.282077534590697","0.360785844443167"
"1 Strongly disagree","2005","66 and older","college entrance qualification","173","0.331676327486907","0.292957287262831","0.370395367710984"
"1 Strongly disagree","2005","66 and older","Other degree","56","0.30272468912397","0.234654786143965","0.370794592103976"
"1 Strongly disagree","2005","66 and older","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","16-34 y.","lower secondary degree","143","0.140251179453334","0.118111504409744","0.162390854496923"
"2 on scale 1-7 ","2005","16-34 y.","secondary school degree","298","0.201264141267559","0.181673219859054","0.220855062676063"
"2 on scale 1-7 ","2005","16-34 y.","college entrance qualification","373","0.227355685386289","0.206650055673281","0.248061315099298"
"2 on scale 1-7 ","2005","16-34 y.","Other degree","","","",""
"2 on scale 1-7 ","2005","16-34 y.","no degree/no degree yet","109","0.162397560555305","0.134898504601136","0.189896616509473"
"2 on scale 1-7 ","2005","35-65 y.","lower secondary degree","722","0.191982506856488","0.179315664897015","0.204649348815961"
"2 on scale 1-7 ","2005","35-65 y.","secondary school degree","884","0.219622306886128","0.20656055741478","0.232684056357476"
"2 on scale 1-7 ","2005","35-65 y.","college entrance qualification","853","0.246574928131603","0.231255788572478","0.261894067690728"
"2 on scale 1-7 ","2005","35-65 y.","Other degree","128","0.166477310276097","0.140484943426849","0.192469677125345"
"2 on scale 1-7 ","2005","35-65 y.","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","66 and older","lower secondary degree","446","0.182020114648303","0.166614799979654","0.197425429316952"
"2 on scale 1-7 ","2005","66 and older","secondary school degree","104","0.16820921908113","0.13668956757885","0.19972887058341"
"2 on scale 1-7 ","2005","66 and older","college entrance qualification","145","0.237790389097474","0.202779085434876","0.272801692760072"
"2 on scale 1-7 ","2005","66 and older","Other degree","","","",""
"2 on scale 1-7 ","2005","66 and older","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2005","16-34 y.","lower secondary degree","145","0.143418829791256","0.121071814008735","0.165765845573776"
"3 on scale 1-7 ","2005","16-34 y.","secondary school degree","285","0.17673856264153","0.158100334869852","0.195376790413209"
"3 on scale 1-7 ","2005","16-34 y.","college entrance qualification","316","0.188418411586287","0.169099907720421","0.207736915452153"
"3 on scale 1-7 ","2005","16-34 y.","Other degree","","","",""
"3 on scale 1-7 ","2005","16-34 y.","no degree/no degree yet","118","0.148723200879701","0.122193409925992","0.175252991833411"
"3 on scale 1-7 ","2005","35-65 y.","lower secondary degree","623","0.159234657468341","0.147467180934825","0.171002134001858"
"3 on scale 1-7 ","2005","35-65 y.","secondary school degree","675","0.169666882216434","0.157824599596429","0.181509164836439"
"3 on scale 1-7 ","2005","35-65 y.","college entrance qualification","594","0.204522153817267","0.190186282157985","0.218858025476549"
"3 on scale 1-7 ","2005","35-65 y.","Other degree","126","0.154665208815022","0.129435032977075","0.179895384652969"
"3 on scale 1-7 ","2005","35-65 y.","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2005","66 and older","lower secondary degree","404","0.156625061239657","0.142114622552576","0.171135499926738"
"3 on scale 1-7 ","2005","66 and older","secondary school degree","85","0.155641074928688","0.125093613970181","0.186188535887195"
"3 on scale 1-7 ","2005","66 and older","college entrance qualification","88","0.165675479731438","0.135100192522242","0.196250766940634"
"3 on scale 1-7 ","2005","66 and older","Other degree","","","",""
"3 on scale 1-7 ","2005","66 and older","no degree/no degree yet","","","",""
"4 on scale 1-7","2005","16-34 y.","lower secondary degree","221","0.257105924170466","0.229241397116733","0.2849704512242"
"4 on scale 1-7","2005","16-34 y.","secondary school degree","347","0.199832070383874","0.180293479764173","0.219370661003575"
"4 on scale 1-7","2005","16-34 y.","college entrance qualification","333","0.221398320844006","0.200887145071244","0.241909496616768"
"4 on scale 1-7","2005","16-34 y.","Other degree","32","0.256394221343074","0.18809374080607","0.324694701880077"
"4 on scale 1-7","2005","16-34 y.","no degree/no degree yet","162","0.213120840419301","0.18258737842393","0.243654302414672"
"4 on scale 1-7","2005","35-65 y.","lower secondary degree","744","0.205114734907521","0.19212866326198","0.218100806553063"
"4 on scale 1-7","2005","35-65 y.","secondary school degree","735","0.195536949826138","0.183023467903347","0.20805043174893"
"4 on scale 1-7","2005","35-65 y.","college entrance qualification","518","0.181436824741309","0.167739722392973","0.195133927089644"
"4 on scale 1-7","2005","35-65 y.","Other degree","145","0.191822691359733","0.164349259959689","0.219296122759778"
"4 on scale 1-7","2005","35-65 y.","no degree/no degree yet","","","",""
"4 on scale 1-7","2005","66 and older","lower secondary degree","403","0.168187570655939","0.153254496516869","0.18312064479501"
"4 on scale 1-7","2005","66 and older","secondary school degree","92","0.161755525956058","0.130726769468611","0.192784282443506"
"4 on scale 1-7","2005","66 and older","college entrance qualification","89","0.153494291867849","0.123850416174487","0.183138167561211"
"4 on scale 1-7","2005","66 and older","Other degree","31","0.175591022952968","0.1192205631559","0.231961482750037"
"4 on scale 1-7","2005","66 and older","no degree/no degree yet","","","",""
"5 on scale 1-7","2005","16-34 y.","lower secondary degree","129","0.156062285193654","0.132923723178142","0.179200847209165"
"5 on scale 1-7","2005","16-34 y.","secondary school degree","223","0.133559309436648","0.116937566122102","0.150181052751195"
"5 on scale 1-7","2005","16-34 y.","college entrance qualification","199","0.11654348662192","0.100691550308615","0.132395422935225"
"5 on scale 1-7","2005","16-34 y.","Other degree","","","",""
"5 on scale 1-7","2005","16-34 y.","no degree/no degree yet","87","0.11478332781531","0.0910163880440092","0.13855026758661"
"5 on scale 1-7","2005","35-65 y.","lower secondary degree","443","0.111745466744088","0.101613102012992","0.121877831475185"
"5 on scale 1-7","2005","35-65 y.","secondary school degree","438","0.105628272273433","0.0959307715443995","0.115325773002466"
"5 on scale 1-7","2005","35-65 y.","college entrance qualification","284","0.0943234969401018","0.0839353908112878","0.104711603068916"
"5 on scale 1-7","2005","35-65 y.","Other degree","91","0.125462178428205","0.102349232695392","0.148575124161018"
"5 on scale 1-7","2005","35-65 y.","no degree/no degree yet","","","",""
"5 on scale 1-7","2005","66 and older","lower secondary degree","229","0.0940052280462009","0.082353819808342","0.10565663628406"
"5 on scale 1-7","2005","66 and older","secondary school degree","59","0.107897181169414","0.0817537874337576","0.134040574905071"
"5 on scale 1-7","2005","66 and older","college entrance qualification","46","0.0711590434475265","0.0500163821544633","0.0923017047405897"
"5 on scale 1-7","2005","66 and older","Other degree","","","",""
"5 on scale 1-7","2005","66 and older","no degree/no degree yet","","","",""
"6 on scale 1-7","2005","16-34 y.","lower secondary degree","110","0.10003681326449","0.0809063942074065","0.119167232321573"
"6 on scale 1-7","2005","16-34 y.","secondary school degree","145","0.0912753507289042","0.0772031189886198","0.105347582469189"
"6 on scale 1-7","2005","16-34 y.","college entrance qualification","108","0.0757158811615759","0.062646893047942","0.0887848692752098"
"6 on scale 1-7","2005","16-34 y.","Other degree","","","",""
"6 on scale 1-7","2005","16-34 y.","no degree/no degree yet","75","0.125233293912693","0.100555002299867","0.149911585525519"
"6 on scale 1-7","2005","35-65 y.","lower secondary degree","280","0.0863839105835825","0.0773489670801534","0.0954188540870117"
"6 on scale 1-7","2005","35-65 y.","secondary school degree","228","0.0741537015753275","0.0658867276763439","0.082420675474311"
"6 on scale 1-7","2005","35-65 y.","college entrance qualification","121","0.042608551130956","0.0354300621785329","0.0497870400833791"
"6 on scale 1-7","2005","35-65 y.","Other degree","39","0.0533797449333385","0.0376947012337691","0.0690647886329079"
"6 on scale 1-7","2005","35-65 y.","no degree/no degree yet","","","",""
"6 on scale 1-7","2005","66 and older","lower secondary degree","171","0.0728814278672457","0.062503380548607","0.0832594751858843"
"6 on scale 1-7","2005","66 and older","secondary school degree","","","",""
"6 on scale 1-7","2005","66 and older","college entrance qualification","","","",""
"6 on scale 1-7","2005","66 and older","Other degree","","","",""
"6 on scale 1-7","2005","66 and older","no degree/no degree yet","","","",""
"7 Strongly agree","2005","16-34 y.","lower secondary degree","92","0.105783915489407","0.0861745633993709","0.125393267579442"
"7 Strongly agree","2005","16-34 y.","secondary school degree","119","0.0852920072991407","0.0716441185509711","0.0989398960473104"
"7 Strongly agree","2005","16-34 y.","college entrance qualification","54","0.0350136715527385","0.0259328501555314","0.0440944929499456"
"7 Strongly agree","2005","16-34 y.","Other degree","","","",""
"7 Strongly agree","2005","16-34 y.","no degree/no degree yet","57","0.0932619598780116","0.0715798143908407","0.114944105365182"
"7 Strongly agree","2005","35-65 y.","lower secondary degree","241","0.066516372422852","0.0585024566791124","0.0745302881665915"
"7 Strongly agree","2005","35-65 y.","secondary school degree","140","0.0377591733797213","0.0317451677461748","0.0437731790132677"
"7 Strongly agree","2005","35-65 y.","college entrance qualification","63","0.030405478434867","0.0243029350142719","0.0365080218554621"
"7 Strongly agree","2005","35-65 y.","Other degree","60","0.07183823316111","0.0538205374529082","0.0898559288693118"
"7 Strongly agree","2005","35-65 y.","no degree/no degree yet","","","",""
"7 Strongly agree","2005","66 and older","lower secondary degree","133","0.0547088294819993","0.0456295563348533","0.0637881026291454"
"7 Strongly agree","2005","66 and older","secondary school degree","","","",""
"7 Strongly agree","2005","66 and older","college entrance qualification","","","",""
"7 Strongly agree","2005","66 and older","Other degree","","","",""
"7 Strongly agree","2005","66 and older","no degree/no degree yet","","","",""
"1 Strongly disagree","2006","16-34 y.","lower secondary degree","","","",""
"1 Strongly disagree","2006","16-34 y.","secondary school degree","","","",""
"1 Strongly disagree","2006","16-34 y.","college entrance qualification","","","",""
"1 Strongly disagree","2006","16-34 y.","Other degree","","","",""
"1 Strongly disagree","2006","16-34 y.","no degree/no degree yet","","","",""
"1 Strongly disagree","2006","35-65 y.","lower secondary degree","","","",""
"1 Strongly disagree","2006","35-65 y.","secondary school degree","","","",""
"1 Strongly disagree","2006","35-65 y.","college entrance qualification","","","",""
"1 Strongly disagree","2006","35-65 y.","Other degree","","","",""
"1 Strongly disagree","2006","35-65 y.","no degree/no degree yet","","","",""
"1 Strongly disagree","2006","66 and older","lower secondary degree","","","",""
"1 Strongly disagree","2006","66 and older","secondary school degree","","","",""
"1 Strongly disagree","2006","66 and older","college entrance qualification","","","",""
"1 Strongly disagree","2006","66 and older","Other degree","","","",""
"1 Strongly disagree","2006","66 and older","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","16-34 y.","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","16-34 y.","secondary school degree","","","",""
"2 on scale 1-7 ","2006","16-34 y.","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Other degree","","","",""
"2 on scale 1-7 ","2006","16-34 y.","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","35-65 y.","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","35-65 y.","secondary school degree","","","",""
"2 on scale 1-7 ","2006","35-65 y.","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Other degree","","","",""
"2 on scale 1-7 ","2006","35-65 y.","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","66 and older","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","66 and older","secondary school degree","","","",""
"2 on scale 1-7 ","2006","66 and older","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","66 and older","Other degree","","","",""
"2 on scale 1-7 ","2006","66 and older","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","16-34 y.","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","16-34 y.","secondary school degree","","","",""
"3 on scale 1-7 ","2006","16-34 y.","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Other degree","","","",""
"3 on scale 1-7 ","2006","16-34 y.","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","35-65 y.","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","35-65 y.","secondary school degree","","","",""
"3 on scale 1-7 ","2006","35-65 y.","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Other degree","","","",""
"3 on scale 1-7 ","2006","35-65 y.","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","66 and older","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","66 and older","secondary school degree","","","",""
"3 on scale 1-7 ","2006","66 and older","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","66 and older","Other degree","","","",""
"3 on scale 1-7 ","2006","66 and older","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","16-34 y.","lower secondary degree","","","",""
"4 on scale 1-7","2006","16-34 y.","secondary school degree","","","",""
"4 on scale 1-7","2006","16-34 y.","college entrance qualification","","","",""
"4 on scale 1-7","2006","16-34 y.","Other degree","","","",""
"4 on scale 1-7","2006","16-34 y.","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","35-65 y.","lower secondary degree","","","",""
"4 on scale 1-7","2006","35-65 y.","secondary school degree","","","",""
"4 on scale 1-7","2006","35-65 y.","college entrance qualification","","","",""
"4 on scale 1-7","2006","35-65 y.","Other degree","","","",""
"4 on scale 1-7","2006","35-65 y.","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","66 and older","lower secondary degree","","","",""
"4 on scale 1-7","2006","66 and older","secondary school degree","","","",""
"4 on scale 1-7","2006","66 and older","college entrance qualification","","","",""
"4 on scale 1-7","2006","66 and older","Other degree","","","",""
"4 on scale 1-7","2006","66 and older","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","16-34 y.","lower secondary degree","","","",""
"5 on scale 1-7","2006","16-34 y.","secondary school degree","","","",""
"5 on scale 1-7","2006","16-34 y.","college entrance qualification","","","",""
"5 on scale 1-7","2006","16-34 y.","Other degree","","","",""
"5 on scale 1-7","2006","16-34 y.","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","35-65 y.","lower secondary degree","","","",""
"5 on scale 1-7","2006","35-65 y.","secondary school degree","","","",""
