"plh0206i05","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","no migration background","1131","0.156002990100511","0.147425728518093","0.16458025168293","1"
"1 Strongly disagree","2005","Full Time","direct migration background","170","0.204128128531446","0.176319195357746","0.231937061705145","1"
"1 Strongly disagree","2005","Full Time","indirect migration background","34","0.096939239729825","0.0649193774454793","0.128959102014171","1"
"1 Strongly disagree","2005","Part Time","no migration background","699","0.178729159381313","0.166904874404833","0.190553444357794","1"
"1 Strongly disagree","2005","Part Time","direct migration background","116","0.211423647050678","0.177483841472889","0.245363452628468","1"
"1 Strongly disagree","2005","Part Time","indirect migration background","28","","","","1"
"1 Strongly disagree","2005","Not Working","no migration background","1466","0.242212235122543","0.231848828015182","0.252575642229905","1"
"1 Strongly disagree","2005","Not Working","direct migration background","257","0.249871932239511","0.222984776216664","0.276759088262358","1"
"1 Strongly disagree","2005","Not Working","indirect migration background","40","0.182977954605993","0.137850606956808","0.228105302255178","1"
"2 on scale 1-7 ","2005","Part Time","indirect migration background","55","0.267223748097101","0.208347321589105","0.326100174605097","2"
"2 on scale 1-7 ","2005","Full Time","no migration background","1560","0.214542948822474","0.204839411425646","0.224246486219302","2"
"2 on scale 1-7 ","2005","Full Time","indirect migration background","63","0.20231106707192","0.158836249040016","0.245785885103825","2"
"2 on scale 1-7 ","2005","Part Time","no migration background","937","0.216687376321588","0.20397231823936","0.229402434403816","2"
"2 on scale 1-7 ","2005","Part Time","direct migration background","123","0.195358596691029","0.16240307837067","0.228314115011387","2"
"2 on scale 1-7 ","2005","Not Working","no migration background","1299","0.187314586753365","0.177876634901539","0.196752538605192","2"
"2 on scale 1-7 ","2005","Not Working","direct migration background","144","0.138634392856426","0.117173505365196","0.160095280347655","2"
"2 on scale 1-7 ","2005","Not Working","indirect migration background","40","0.142895361700176","0.102049362400518","0.183741360999834","2"
"2 on scale 1-7 ","2005","Full Time","direct migration background","136","0.181789020041162","0.155180066238092","0.208397973844232","2"
"3 on scale 1-7 ","2005","Full Time","direct migration background","126","0.148263127689444","0.123745376878608","0.17278087850028","3"
"3 on scale 1-7 ","2005","Full Time","no migration background","1313","0.187204272072251","0.177983647840967","0.196424896303534","3"
"3 on scale 1-7 ","2005","Part Time","indirect migration background","37","0.202978815897351","0.149463448196792","0.256494183597911","3"
"3 on scale 1-7 ","2005","Not Working","no migration background","1089","0.157605787588175","0.14879175820857","0.16641981696778","3"
"3 on scale 1-7 ","2005","Full Time","indirect migration background","59","0.183200433066446","0.141337257738466","0.225063608394427","3"
"3 on scale 1-7 ","2005","Part Time","no migration background","680","0.162555046294179","0.151167967048342","0.173942125540016","3"
"3 on scale 1-7 ","2005","Part Time","direct migration background","92","0.157158575201056","0.126906674029694","0.187410476372418","3"
"3 on scale 1-7 ","2005","Not Working","direct migration background","168","0.154715679581185","0.132256856551986","0.177174502610385","3"
"3 on scale 1-7 ","2005","Not Working","indirect migration background","43","0.120046705945045","0.0821127206632932","0.157980691226797","3"
"4 on scale 1-7","2005","Full Time","direct migration background","157","0.213518741886887","0.185245636404404","0.241791847369369","4"
"4 on scale 1-7","2005","Full Time","indirect migration background","76","0.219290768521236","0.174512633525567","0.264068903516904","4"
"4 on scale 1-7","2005","Part Time","indirect migration background","41","0.149825383325139","0.102339448731776","0.197311317918503","4"
"4 on scale 1-7","2005","Not Working","no migration background","1174","0.178252700500849","0.168994684488032","0.187510716513666","4"
"4 on scale 1-7","2005","Not Working","direct migration background","178","0.18677400960943","0.162570281373857","0.210977737845003","4"
"4 on scale 1-7","2005","Part Time","direct migration background","99","0.173684382869805","0.142195006438513","0.205173759301098","4"
"4 on scale 1-7","2005","Part Time","no migration background","818","0.202833000605765","0.190422824521691","0.21524317668984","4"
"4 on scale 1-7","2005","Not Working","indirect migration background","59","0.187850893422372","0.142263154255717","0.233438632589028","4"
"4 on scale 1-7","2005","Full Time","no migration background","1351","0.209324564627942","0.199707977709893","0.21894115154599","4"
"5 on scale 1-7","2005","Part Time","no migration background","458","0.111575942525796","0.101859004849271","0.121292880202321","5"
"5 on scale 1-7","2005","Part Time","indirect migration background","18","","","","5"
"5 on scale 1-7","2005","Not Working","no migration background","710","0.104334951236535","0.0969402871874328","0.111729615285637","5"
"5 on scale 1-7","2005","Full Time","direct migration background","106","0.126800072161141","0.103842396311414","0.149757748010868","5"
"5 on scale 1-7","2005","Full Time","indirect migration background","42","0.131258691922083","0.0947143251205737","0.167803058723592","5"
"5 on scale 1-7","2005","Part Time","direct migration background","57","0.132032801530541","0.103894150665165","0.160171452395917","5"
"5 on scale 1-7","2005","Not Working","direct migration background","125","0.142326045507035","0.12062794462342","0.16402414639065","5"
"5 on scale 1-7","2005","Not Working","indirect migration background","49","0.156224631274145","0.113849435982139","0.198599826566151","5"
"5 on scale 1-7","2005","Full Time","no migration background","776","0.103767108660581","0.0965584902475888","0.110975727073574","5"
"6 on scale 1-7","2005","Not Working","no migration background","489","0.0771556649388253","0.0707009233490596","0.083610406528591","6"
"6 on scale 1-7","2005","Not Working","direct migration background","50","0.0487498484024072","0.0353761222515314","0.062123574553283","6"
"6 on scale 1-7","2005","Full Time","no migration background","430","0.0754623325188164","0.0692186737872276","0.0817059912504051","6"
"6 on scale 1-7","2005","Full Time","direct migration background","60","0.0693028018277153","0.0517805094229792","0.0868250942324515","6"
"6 on scale 1-7","2005","Part Time","no migration background","255","0.0697524549645163","0.0618908178200816","0.077614092108951","6"
"6 on scale 1-7","2005","Part Time","indirect migration background","21","","","","6"
"6 on scale 1-7","2005","Not Working","indirect migration background","27","","","","6"
