"plh0206i05","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","(0) in school","60","0.131210745434051","0.101792636324007","0.160628854544094"
"1 Strongly disagree","2005","no migration background","(1a) inadequately completed","19","","",""
"1 Strongly disagree","2005","no migration background","(1b) general elementary school","256","0.20836704277165","0.185604996085541","0.231129089457759"
"1 Strongly disagree","2005","no migration background","(1c) basic vocational qualification","965","0.203885083507437","0.192595303635413","0.215174863379461"
"1 Strongly disagree","2005","no migration background","(2b) intermediate general qualification","63","0.162690826474682","0.12896259012231","0.196419062827053"
"1 Strongly disagree","2005","no migration background","(2a) intermediate vocational","843","0.190776001010271","0.179315187092078","0.202236814928463"
"1 Strongly disagree","2005","no migration background","(2c_gen) general maturity certificate","75","0.13694693486353","0.109461300627582","0.164432569099478"
"1 Strongly disagree","2005","no migration background","(2c_voc) vocational maturity certificate","210","0.198069615257484","0.175397084745591","0.220742145769376"
"1 Strongly disagree","2005","no migration background","(3a) lower tertiary education","328","0.223194939955666","0.202479201094444","0.243910678816887"
"1 Strongly disagree","2005","no migration background","(3b) higher tertiary education","447","0.197166952365127","0.180549321170803","0.213784583559452"
"1 Strongly disagree","2005","direct migration background","(0) in school","6","","",""
"1 Strongly disagree","2005","direct migration background","(1a) inadequately completed","47","0.334300137012038","0.260742620383585","0.407857653640491"
"1 Strongly disagree","2005","direct migration background","(1b) general elementary school","119","0.206347620773555","0.17149799608989","0.24119724545722"
"1 Strongly disagree","2005","direct migration background","(1c) basic vocational qualification","154","0.246332958019151","0.213707117224919","0.278958798813382"
"1 Strongly disagree","2005","direct migration background","(2b) intermediate general qualification","6","","",""
"1 Strongly disagree","2005","direct migration background","(2a) intermediate vocational","39","0.254264042010024","0.184110072628239","0.324418011391809"
"1 Strongly disagree","2005","direct migration background","(2c_gen) general maturity certificate","20","","",""
"1 Strongly disagree","2005","direct migration background","(2c_voc) vocational maturity certificate","65","0.213270985913939","0.164230003025797","0.262311968802082"
"1 Strongly disagree","2005","direct migration background","(3a) lower tertiary education","16","","",""
"1 Strongly disagree","2005","direct migration background","(3b) higher tertiary education","59","0.208014166225898","0.159053052241855","0.256975280209941"
"1 Strongly disagree","2005","indirect migration background","(0) in school","8","","",""
"1 Strongly disagree","2005","indirect migration background","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","indirect migration background","(1b) general elementary school","15","","",""
"1 Strongly disagree","2005","indirect migration background","(1c) basic vocational qualification","18","","",""
"1 Strongly disagree","2005","indirect migration background","(2b) intermediate general qualification","7","","",""
"1 Strongly disagree","2005","indirect migration background","(2a) intermediate vocational","18","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_gen) general maturity certificate","14","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_voc) vocational maturity certificate","5","","",""
"1 Strongly disagree","2005","indirect migration background","(3a) lower tertiary education","3","","",""
"1 Strongly disagree","2005","indirect migration background","(3b) higher tertiary education","4","","",""
"2 on scale 1-7 ","2005","no migration background","(0) in school","81","0.153546863307184","0.122134922785806","0.184958803828563"
"2 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","11","","",""
"2 on scale 1-7 ","2005","no migration background","(1b) general elementary school","192","0.160042338161333","0.139493796544741","0.180590879777924"
"2 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","950","0.188945413531689","0.177975629277633","0.199915197785745"
"2 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","74","0.144130323726098","0.112034341122033","0.176226306330162"
"2 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","966","0.212687514430146","0.200751377811126","0.224623651049166"
"2 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","121","0.173370641307433","0.143104709745884","0.203636572868983"
"2 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","297","0.229095654719486","0.205188306660662","0.253003002778309"
"2 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","415","0.239646797826172","0.218409672138029","0.260883923514314"
"2 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","643","0.278309961360506","0.259591111340243","0.297028811380768"
"2 on scale 1-7 ","2005","direct migration background","(0) in school","11","","",""
"2 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","22","","",""
"2 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","93","0.191782722002164","0.157878637985676","0.225686806018652"
"2 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","99","0.128413436333159","0.103081336735823","0.153745535930496"
"2 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","9","","",""
"2 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","23","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","22","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","50","0.183784764140414","0.13741468946661","0.230154838814219"
"2 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","12","","",""
"2 on scale 1-7 ","2005","direct migration background","(3b) higher tertiary education","48","0.188924022146765","0.14170461952046","0.23614342477307"
"2 on scale 1-7 ","2005","indirect migration background","(0) in school","13","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1a) inadequately completed","1","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1b) general elementary school","16","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1c) basic vocational qualification","24","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2b) intermediate general qualification","13","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2a) intermediate vocational","24","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_gen) general maturity certificate","24","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_voc) vocational maturity certificate","21","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3a) lower tertiary education","3","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3b) higher tertiary education","14","","",""
"3 on scale 1-7 ","2005","no migration background","(0) in school","83","0.145283460992985","0.114579671836851","0.175987250149118"
"3 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","11","","",""
"3 on scale 1-7 ","2005","no migration background","(1b) general elementary school","195","0.159352395473464","0.138839774723609","0.17986501622332"
"3 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","822","0.154836752420377","0.144699688258627","0.164973816582127"
"3 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","82","0.161216715363491","0.127612087293368","0.194821343433615"
