"plh0206i05","year","education","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","Male","555","0.165539476016861","0.153141054886466","0.177937897147256"
"1 Strongly disagree","2005","lower secondary degree","Female","835","0.235093845275911","0.221274147544937","0.248913543006886"
"1 Strongly disagree","2005","secondary school degree","Male","393","0.151629409180687","0.13775753614396","0.165501282217414"
"1 Strongly disagree","2005","secondary school degree","Female","714","0.218966357647582","0.205148862447051","0.232783852848114"
"1 Strongly disagree","2005","college entrance qualification","Male","419","0.158491884784706","0.14474969748653","0.172234072082882"
"1 Strongly disagree","2005","college entrance qualification","Female","553","0.239127772900981","0.222306049409079","0.255949496392883"
"1 Strongly disagree","2005","Other degree","Male","121","0.200353528713653","0.166372854071401","0.234334203355904"
"1 Strongly disagree","2005","Other degree","Female","158","0.254972263843047","0.219743928764697","0.290200598921398"
"1 Strongly disagree","2005","no degree/no degree yet","Male","58","0.165423078159522","0.129803302107436","0.201042854211607"
"1 Strongly disagree","2005","no degree/no degree yet","Female","83","0.215364566726971","0.178396871905455","0.252332261548487"
"2 on scale 1-7 ","2005","lower secondary degree","Male","620","0.176786793713171","0.164060739423378","0.189512848002964"
"2 on scale 1-7 ","2005","lower secondary degree","Female","691","0.18553302849923","0.172864645284177","0.198201411714283"
"2 on scale 1-7 ","2005","secondary school degree","Male","505","0.196244743121771","0.180884025324044","0.211605460919498"
"2 on scale 1-7 ","2005","secondary school degree","Female","781","0.218430399943222","0.204625091172659","0.232235708713786"
"2 on scale 1-7 ","2005","college entrance qualification","Male","693","0.225679709812826","0.20994967183001","0.241409747795643"
"2 on scale 1-7 ","2005","college entrance qualification","Female","678","0.253974756411388","0.236808655856458","0.271140856966318"
"2 on scale 1-7 ","2005","Other degree","Male","77","0.163221125641493","0.131846538151981","0.194595713131005"
"2 on scale 1-7 ","2005","Other degree","Female","105","0.169703729011247","0.139363303699538","0.200044154322957"
"2 on scale 1-7 ","2005","no degree/no degree yet","Male","52","0.12377376857006","0.0922032015216201","0.1553443356185"
"2 on scale 1-7 ","2005","no degree/no degree yet","Female","87","0.183031786444942","0.148256787522821","0.217806785367062"
"3 on scale 1-7 ","2005","lower secondary degree","Male","574","0.150877759626639","0.138937592136209","0.162817927117069"
"3 on scale 1-7 ","2005","lower secondary degree","Female","598","0.161025319913691","0.149047015413875","0.173003624413508"
"3 on scale 1-7 ","2005","secondary school degree","Male","441","0.166336193355587","0.151933641948461","0.180738744762713"
"3 on scale 1-7 ","2005","secondary school degree","Female","604","0.172938219430064","0.160301910866116","0.185574527994012"
"3 on scale 1-7 ","2005","college entrance qualification","Male","550","0.208488018725328","0.193202066712186","0.22377397073847"
"3 on scale 1-7 ","2005","college entrance qualification","Female","448","0.177210499156363","0.162151756572708","0.192269241740019"
"3 on scale 1-7 ","2005","Other degree","Male","88","0.157713609824559","0.12677156832483","0.188655651324287"
"3 on scale 1-7 ","2005","Other degree","Female","91","0.150040857695422","0.121176412001321","0.178905303389523"
"3 on scale 1-7 ","2005","no degree/no degree yet","Male","73","0.139370736581666","0.10616953493838","0.172571938224953"
"3 on scale 1-7 ","2005","no degree/no degree yet","Female","80","0.174775750234668","0.140622828374515","0.20892867209482"
"4 on scale 1-7","2005","lower secondary degree","Male","720","0.218507861675099","0.204722805578969","0.232292917771228"
"4 on scale 1-7","2005","lower secondary degree","Female","648","0.180381424487098","0.167850715645013","0.192912133329183"
"4 on scale 1-7","2005","secondary school degree","Male","556","0.214496855477595","0.198621077736803","0.230372633218388"
"4 on scale 1-7","2005","secondary school degree","Female","618","0.174832979120917","0.162142197678456","0.187523760563378"
"4 on scale 1-7","2005","college entrance qualification","Male","517","0.20270212468497","0.18757478190451","0.21782946746543"
"4 on scale 1-7","2005","college entrance qualification","Female","423","0.177886831271297","0.162805582067363","0.19296808047523"
"4 on scale 1-7","2005","Other degree","Male","100","0.202923100145917","0.168780205159179","0.237065995132654"
"4 on scale 1-7","2005","Other degree","Female","108","0.197347582879115","0.165178469403434","0.229516696354796"
"4 on scale 1-7","2005","no degree/no degree yet","Male","97","0.202333967722234","0.163821185097342","0.240846750347126"
"4 on scale 1-7","2005","no degree/no degree yet","Female","94","0.167835499460631","0.134227103018201","0.201443895903061"
"5 on scale 1-7","2005","lower secondary degree","Male","416","0.112260200830889","0.101729229020916","0.122791172640861"
"5 on scale 1-7","2005","lower secondary degree","Female","385","0.110462120964432","0.100246547562455","0.12067769436641"
"5 on scale 1-7","2005","secondary school degree","Male","354","0.127142469431846","0.114257969010917","0.140026969852776"
"5 on scale 1-7","2005","secondary school degree","Female","366","0.102554894252943","0.0924183972335039","0.112691391272381"
"5 on scale 1-7","2005","college entrance qualification","Male","313","0.114328940496656","0.102354988563425","0.126302892429888"
"5 on scale 1-7","2005","college entrance qualification","Female","216","0.0808459706308973","0.0700956120166397","0.091596329245155"
"5 on scale 1-7","2005","Other degree","Male","69","0.146878744814976","0.116827024109136","0.176930465520817"
"5 on scale 1-7","2005","Other degree","Female","60","0.104648366482637","0.079907069070549","0.129389663894725"
"5 on scale 1-7","2005","no degree/no degree yet","Male","56","0.134992304034039","0.102233771341163","0.167750836726915"
"5 on scale 1-7","2005","no degree/no degree yet","Female","51","0.09083515792184","0.0649917614386803","0.116678554405"
"6 on scale 1-7","2005","lower secondary degree","Male","305","0.0976270579828766","0.0877257896450648","0.107528326320688"
"6 on scale 1-7","2005","lower secondary degree","Female","256","0.070021210702962","0.0617050060910554","0.0783374153148685"
