"plh0206i05","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Schleswig-Holstein","no migration background","104","0.155344072512494","0.125342685189403","0.185345459835584"
"1 Strongly disagree","2005","Schleswig-Holstein","direct migration background","13","","",""
"1 Strongly disagree","2005","Schleswig-Holstein","indirect migration background","2","","",""
"1 Strongly disagree","2005","Hamburg","no migration background","50","0.180538218057505","0.133874776611131","0.227201659503879"
"1 Strongly disagree","2005","Hamburg","direct migration background","5","","",""
"1 Strongly disagree","2005","Hamburg","indirect migration background","2","","",""
"1 Strongly disagree","2005","Lower Saxony","no migration background","332","0.219073877951277","0.198382273186798","0.239765482715757"
"1 Strongly disagree","2005","Lower Saxony","direct migration background","64","0.255814470724801","0.195040353364666","0.316588588084937"
"1 Strongly disagree","2005","Lower Saxony","indirect migration background","4","","",""
"1 Strongly disagree","2005","Bremen","no migration background","37","0.314437973335795","0.233688982811774","0.395186963859816"
"1 Strongly disagree","2005","Bremen","direct migration background","2","","",""
"1 Strongly disagree","2005","Bremen","indirect migration background","","","",""
"1 Strongly disagree","2005","North Rhine-Westphalia","no migration background","653","0.201349702919138","0.187974399980051","0.214725005858225"
"1 Strongly disagree","2005","North Rhine-Westphalia","direct migration background","157","0.251860887404795","0.218335276367508","0.285386498442082"
"1 Strongly disagree","2005","North Rhine-Westphalia","indirect migration background","33","0.166871799975182","0.119501405077258","0.214242194873107"
"1 Strongly disagree","2005","Hesse","no migration background","181","0.183974186842957","0.160865960766734","0.20708241291918"
"1 Strongly disagree","2005","Hesse","direct migration background","57","0.273117786278065","0.213698390898803","0.332537181657328"
"1 Strongly disagree","2005","Hesse","indirect migration background","10","","",""
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","no migration background","256","0.262061815234501","0.234860299861571","0.289263330607431"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","direct migration background","40","0.202413687658825","0.143716049979206","0.261111325338444"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","indirect migration background","10","","",""
"1 Strongly disagree","2005","Baden-Württemberg","no migration background","292","0.180235250581269","0.162317996693426","0.198152504469111"
"1 Strongly disagree","2005","Baden-Württemberg","direct migration background","109","0.200629676128987","0.166821222641884","0.23443812961609"
"1 Strongly disagree","2005","Baden-Württemberg","indirect migration background","23","","",""
"1 Strongly disagree","2005","Bavaria","no migration background","418","0.164506332004078","0.149784144659752","0.179228519348403"
"1 Strongly disagree","2005","Bavaria","direct migration background","68","0.199234107255136","0.156652272687509","0.241815941822764"
"1 Strongly disagree","2005","Bavaria","indirect migration background","11","","",""
"1 Strongly disagree","2005","Berlin","no migration background","135","0.201637526342495","0.171188675125364","0.232086377559625"
"1 Strongly disagree","2005","Berlin","direct migration background","11","","",""
"1 Strongly disagree","2005","Berlin","indirect migration background","5","","",""
"1 Strongly disagree","2005","Brandenburg","no migration background","163","0.174966600270938","0.149705541769929","0.200227658771947"
"1 Strongly disagree","2005","Brandenburg","direct migration background","3","","",""
"1 Strongly disagree","2005","Brandenburg","indirect migration background","","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","no migration background","98","0.214169884989571","0.177734182590107","0.250605587389034"
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"1 Strongly disagree","2005","Saxony","no migration background","287","0.211007600864463","0.190289954469994","0.231725247258932"
"1 Strongly disagree","2005","Saxony","direct migration background","5","","",""
"1 Strongly disagree","2005","Saxony","indirect migration background","1","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","no migration background","155","0.185449205766469","0.159593297217692","0.211305114315246"
"1 Strongly disagree","2005","Saxony-Anhalt","direct migration background","6","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","indirect migration background","1","","",""
"1 Strongly disagree","2005","Thuringia","no migration background","135","0.194767792220463","0.168422236252791","0.221113348188134"
"1 Strongly disagree","2005","Thuringia","direct migration background","1","","",""
"1 Strongly disagree","2005","Thuringia","indirect migration background","","","",""
