"plh0206i05","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","West Germany","479","0.121619107989437","0.11143922362449","0.131798992354384"
"1 Strongly disagree","2005","16-34 y.","East Germany","155","0.115171010305461","0.0981485756269683","0.132193444983954"
"1 Strongly disagree","2005","35-65 y.","West Germany","1738","0.195285142661218","0.187026521737393","0.203543763585044"
"1 Strongly disagree","2005","35-65 y.","East Germany","533","0.195574025725513","0.180698035947768","0.210450015503258"
"1 Strongly disagree","2005","66 and older","West Germany","795","0.291163965894903","0.274339811576283","0.307988120213522"
"1 Strongly disagree","2005","66 and older","East Germany","241","0.289468747387884","0.260854859725688","0.318082635050081"
"2 on scale 1-7 ","2005","16-34 y.","West Germany","743","0.189005481807119","0.176811468697697","0.201199494916541"
"2 on scale 1-7 ","2005","16-34 y.","East Germany","260","0.194238227392031","0.173142665415181","0.21533378936888"
"2 on scale 1-7 ","2005","35-65 y.","West Germany","1967","0.208274427335769","0.199814683131084","0.216734171540454"
"2 on scale 1-7 ","2005","35-65 y.","East Germany","653","0.216068567611245","0.200633018763076","0.231504116459415"
"2 on scale 1-7 ","2005","66 and older","West Germany","564","0.190122626624752","0.175590871455818","0.204654381793686"
"2 on scale 1-7 ","2005","66 and older","East Germany","170","0.1608844881108","0.13770240835548","0.18406656786612"
"3 on scale 1-7 ","2005","16-34 y.","West Germany","723","0.170419436655971","0.158708561671551","0.182130311640391"
"3 on scale 1-7 ","2005","16-34 y.","East Germany","220","0.148154340196602","0.12921093436755","0.167097746025654"
"3 on scale 1-7 ","2005","35-65 y.","West Germany","1578","0.172396299069038","0.164527162150274","0.180265435987802"
"3 on scale 1-7 ","2005","35-65 y.","East Germany","470","0.169545440801262","0.155472390638289","0.183618490964235"
"3 on scale 1-7 ","2005","66 and older","West Germany","443","0.157303866384405","0.143820549670156","0.170787183098653"
"3 on scale 1-7 ","2005","66 and older","East Germany","173","0.165745943211975","0.142284482292016","0.189207404131934"
"4 on scale 1-7","2005","16-34 y.","West Germany","865","0.222492828068817","0.209538624780387","0.235447031357247"
"4 on scale 1-7","2005","16-34 y.","East Germany","301","0.220686527112253","0.198572674082914","0.242800380141591"
"4 on scale 1-7","2005","35-65 y.","West Germany","1657","0.194958690376657","0.186705301598416","0.203212079154897"
"4 on scale 1-7","2005","35-65 y.","East Germany","504","0.187866637320007","0.173217037956474","0.20251623668354"
"4 on scale 1-7","2005","66 and older","West Germany","474","0.163693999758502","0.149991792786976","0.177396206730028"
"4 on scale 1-7","2005","66 and older","East Germany","152","0.171381678975171","0.147605399516643","0.195157958433698"
"5 on scale 1-7","2005","16-34 y.","West Germany","516","0.1292492966431","0.118800614706488","0.139697978579712"
"5 on scale 1-7","2005","16-34 y.","East Germany","193","0.141784025626458","0.123183193853326","0.160384857399589"
"5 on scale 1-7","2005","35-65 y.","West Germany","980","0.107334569791514","0.100885960141821","0.113783179441207"
"5 on scale 1-7","2005","35-65 y.","East Germany","299","0.109539794498934","0.0978264623178644","0.121253126680004"
"5 on scale 1-7","2005","66 and older","West Germany","252","0.0925844029718099","0.081850354015382","0.103318451928238"
"5 on scale 1-7","2005","66 and older","East Germany","101","0.0891076636327664","0.0711323909683239","0.107082936297209"
"6 on scale 1-7","2005","16-34 y.","West Germany","357","0.0942954245300182","0.08519337721055","0.103397471849486"
"6 on scale 1-7","2005","16-34 y.","East Germany","126","0.0842536812997801","0.0694420650995512","0.099065297500009"
"6 on scale 1-7","2005","35-65 y.","West Germany","530","0.0708230320044519","0.065478761939908","0.0761673020689957"
"6 on scale 1-7","2005","35-65 y.","East Germany","153","0.06869925002281","0.0592127018746263","0.0781857981709938"
"6 on scale 1-7","2005","66 and older","West Germany","152","0.0587669508080051","0.0500571805546767","0.0674767210613335"
"6 on scale 1-7","2005","66 and older","East Germany","77","0.0705867262393378","0.0544263901079039","0.0867470623707717"
"7 Strongly agree","2005","16-34 y.","West Germany","277","0.0729184243055379","0.0648204179947046","0.0810164306163712"
"7 Strongly agree","2005","16-34 y.","East Germany","96","0.0957121880674157","0.0800245566286557","0.111399819506176"
"7 Strongly agree","2005","35-65 y.","West Germany","401","0.0509278387613517","0.0463476944594488","0.0555079830632546"
"7 Strongly agree","2005","35-65 y.","East Germany","119","0.0527062840202285","0.044325960821391","0.061086607219066"
