"plh0206i05","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","(0) in school","74","0.131052128888935","0.10512965183917","0.1569746059387"
"1 Strongly disagree","2005","16-34 y.","(1a) inadequately completed","9","","",""
"1 Strongly disagree","2005","16-34 y.","(1b) general elementary school","50","0.105223556354609","0.0758082274207747","0.134638885288443"
"1 Strongly disagree","2005","16-34 y.","(1c) basic vocational qualification","71","0.0944928381155013","0.0712226905705857","0.117762985660417"
"1 Strongly disagree","2005","16-34 y.","(2b) intermediate general qualification","42","0.102049983949085","0.0738610417210519","0.130238926177118"
"1 Strongly disagree","2005","16-34 y.","(2a) intermediate vocational","149","0.119119026858378","0.100356361585984","0.137881692130771"
"1 Strongly disagree","2005","16-34 y.","(2c_gen) general maturity certificate","76","0.118436806087823","0.0937101015318068","0.14316351064384"
"1 Strongly disagree","2005","16-34 y.","(2c_voc) vocational maturity certificate","63","0.171093445644071","0.138215679959952","0.203971211328191"
"1 Strongly disagree","2005","16-34 y.","(3a) lower tertiary education","21","","",""
"1 Strongly disagree","2005","16-34 y.","(3b) higher tertiary education","39","0.0965959155590337","0.064429994454679","0.128761836663388"
"1 Strongly disagree","2005","35-65 y.","(0) in school","","","",""
"1 Strongly disagree","2005","35-65 y.","(1a) inadequately completed","35","0.240604109072839","0.169286924616653","0.311921293529025"
"1 Strongly disagree","2005","35-65 y.","(1b) general elementary school","149","0.200299366201079","0.171345699634848","0.22925303276731"
"1 Strongly disagree","2005","35-65 y.","(1c) basic vocational qualification","626","0.186215756313312","0.17308634022904","0.199345172397584"
"1 Strongly disagree","2005","35-65 y.","(2b) intermediate general qualification","23","","",""
"1 Strongly disagree","2005","35-65 y.","(2a) intermediate vocational","634","0.198939516589482","0.185195876966621","0.212683156212343"
"1 Strongly disagree","2005","35-65 y.","(2c_gen) general maturity certificate","27","","",""
"1 Strongly disagree","2005","35-65 y.","(2c_voc) vocational maturity certificate","167","0.184510899216521","0.158555689621121","0.210466108811921"
"1 Strongly disagree","2005","35-65 y.","(3a) lower tertiary education","237","0.211914679918328","0.188356794009035","0.235472565827621"
"1 Strongly disagree","2005","35-65 y.","(3b) higher tertiary education","366","0.193441075245839","0.175294077036679","0.211588073454999"
"1 Strongly disagree","2005","66 and older","(0) in school","","","",""
"1 Strongly disagree","2005","66 and older","(1a) inadequately completed","23","","",""
"1 Strongly disagree","2005","66 and older","(1b) general elementary school","191","0.263293004198763","0.230759651731808","0.295826356665719"
"1 Strongly disagree","2005","66 and older","(1c) basic vocational qualification","440","0.278092507617526","0.256930009319906","0.299255005915145"
"1 Strongly disagree","2005","66 and older","(2b) intermediate general qualification","11","","",""
"1 Strongly disagree","2005","66 and older","(2a) intermediate vocational","117","0.316697723558255","0.271336337840991","0.362059109275519"
"1 Strongly disagree","2005","66 and older","(2c_gen) general maturity certificate","6","","",""
"1 Strongly disagree","2005","66 and older","(2c_voc) vocational maturity certificate","50","0.350362717057062","0.274014855916839","0.426710578197284"
"1 Strongly disagree","2005","66 and older","(3a) lower tertiary education","89","0.315313385641512","0.262201521047334","0.368425250235691"
"1 Strongly disagree","2005","66 and older","(3b) higher tertiary education","105","0.306953740643246","0.259957317437678","0.353950163848814"
"2 on scale 1-7 ","2005","16-34 y.","(0) in school","105","0.170009295105361","0.141153666180768","0.198864924029954"
"2 on scale 1-7 ","2005","16-34 y.","(1a) inadequately completed","4","","",""
"2 on scale 1-7 ","2005","16-34 y.","(1b) general elementary school","63","0.146647591752895","0.112734949613285","0.180560233892505"
"2 on scale 1-7 ","2005","16-34 y.","(1c) basic vocational qualification","88","0.137178325967982","0.109809446444027","0.164547205491936"
"2 on scale 1-7 ","2005","16-34 y.","(2b) intermediate general qualification","77","0.174010935697362","0.138707119950866","0.209314751443858"
"2 on scale 1-7 ","2005","16-34 y.","(2a) intermediate vocational","218","0.211991641046043","0.188317723631418","0.235665558460668"
"2 on scale 1-7 ","2005","16-34 y.","(2c_gen) general maturity certificate","136","0.179476231851332","0.150110202694945","0.20884226100772"
"2 on scale 1-7 ","2005","16-34 y.","(2c_voc) vocational maturity certificate","119","0.240001904583962","0.202715851045279","0.277287958122644"
"2 on scale 1-7 ","2005","16-34 y.","(3a) lower tertiary education","41","0.189977814919198","0.135198716664255","0.244756913174141"
"2 on scale 1-7 ","2005","16-34 y.","(3b) higher tertiary education","99","0.305126009121552","0.254987867992228","0.355264150250875"
"2 on scale 1-7 ","2005","35-65 y.","(0) in school","","","",""
"2 on scale 1-7 ","2005","35-65 y.","(1a) inadequately completed","22","","",""
"2 on scale 1-7 ","2005","35-65 y.","(1b) general elementary school","110","0.15724830822948","0.130912729382571","0.183583887076389"
"2 on scale 1-7 ","2005","35-65 y.","(1c) basic vocational qualification","660","0.192191693536607","0.178902334806623","0.205481052266591"
"2 on scale 1-7 ","2005","35-65 y.","(2b) intermediate general qualification","15","","",""
"2 on scale 1-7 ","2005","35-65 y.","(2a) intermediate vocational","713","0.213908080536243","0.199790546714741","0.228025614357746"
"2 on scale 1-7 ","2005","35-65 y.","(2c_gen) general maturity certificate","27","","",""
"2 on scale 1-7 ","2005","35-65 y.","(2c_voc) vocational maturity certificate","217","0.22256928574358","0.194735780036052","0.250402791451107"
"2 on scale 1-7 ","2005","35-65 y.","(3a) lower tertiary education","327","0.244066386111807","0.219305568110398","0.268827204113216"
"2 on scale 1-7 ","2005","35-65 y.","(3b) higher tertiary education","519","0.272940154939993","0.252474238638287","0.2934060712417"
"2 on scale 1-7 ","2005","66 and older","(0) in school","","","",""
"2 on scale 1-7 ","2005","66 and older","(1a) inadequately completed","8","","",""
"2 on scale 1-7 ","2005","66 and older","(1b) general elementary school","128","0.188482288985657","0.159592389130486","0.217372188840828"
"2 on scale 1-7 ","2005","66 and older","(1c) basic vocational qualification","325","0.17968741912533","0.161553985831547","0.197820852419112"
"2 on scale 1-7 ","2005","66 and older","(2b) intermediate general qualification","4","","",""
"2 on scale 1-7 ","2005","66 and older","(2a) intermediate vocational","82","0.180921477808473","0.143383986837721","0.218458968779225"
"2 on scale 1-7 ","2005","66 and older","(2c_gen) general maturity certificate","4","","",""
"2 on scale 1-7 ","2005","66 and older","(2c_voc) vocational maturity certificate","32","0.188096785655994","0.125558599786932","0.250634971525056"
"2 on scale 1-7 ","2005","66 and older","(3a) lower tertiary education","62","0.225262015844726","0.177509546598232","0.27301448509122"
"2 on scale 1-7 ","2005","66 and older","(3b) higher tertiary education","87","0.198821117265435","0.158154014719759","0.239488219811111"
"3 on scale 1-7 ","2005","16-34 y.","(0) in school","110","0.147375827363557","0.120145707979568","0.174605946747546"
"3 on scale 1-7 ","2005","16-34 y.","(1a) inadequately completed","8","","",""
"3 on scale 1-7 ","2005","16-34 y.","(1b) general elementary school","60","0.130882105686878","0.0985495947802527","0.163214616593503"
"3 on scale 1-7 ","2005","16-34 y.","(1c) basic vocational qualification","102","0.152902210230515","0.124271811170069","0.181532609290961"
"3 on scale 1-7 ","2005","16-34 y.","(2b) intermediate general qualification","79","0.151355329832707","0.117981347528711","0.184729312136702"
"3 on scale 1-7 ","2005","16-34 y.","(2a) intermediate vocational","199","0.182923021833307","0.160530086893684","0.205315956772931"
"3 on scale 1-7 ","2005","16-34 y.","(2c_gen) general maturity certificate","118","0.181946745258709","0.152423839150067","0.21146965136735"
"3 on scale 1-7 ","2005","16-34 y.","(2c_voc) vocational maturity certificate","95","0.152041125103293","0.120693780717933","0.183388469488653"
"3 on scale 1-7 ","2005","16-34 y.","(3a) lower tertiary education","43","0.206172577553444","0.149679728606502","0.262665426500386"
"3 on scale 1-7 ","2005","16-34 y.","(3b) higher tertiary education","76","0.225373302241887","0.179877319500083","0.27086928498369"
"3 on scale 1-7 ","2005","35-65 y.","(0) in school","","","",""
"3 on scale 1-7 ","2005","35-65 y.","(1a) inadequately completed","24","","",""
"3 on scale 1-7 ","2005","35-65 y.","(1b) general elementary school","117","0.167252389452247","0.140253685037905","0.194251093866589"
"3 on scale 1-7 ","2005","35-65 y.","(1c) basic vocational qualification","562","0.155326986514803","0.143110387238652","0.167543585790955"
"3 on scale 1-7 ","2005","35-65 y.","(2b) intermediate general qualification","20","","",""
