"plh0206i05","year","education","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","no migration background","1244","0.205802913761204","0.195756573236645","0.215849254285763"
"1 Strongly disagree","2005","lower secondary degree","direct migration background","115","0.195729392414157","0.163876117937953","0.227582666890361"
"1 Strongly disagree","2005","lower secondary degree","indirect migration background","31","0.091517295842549","0.0559166610475202","0.127117930637578"
"1 Strongly disagree","2005","secondary school degree","no migration background","1028","0.189752501781651","0.179451508719639","0.200053494843664"
"1 Strongly disagree","2005","secondary school degree","direct migration background","53","0.197260793285603","0.147021075070957","0.247500511500249"
"1 Strongly disagree","2005","secondary school degree","indirect migration background","","","",""
"1 Strongly disagree","2005","college entrance qualification","no migration background","885","0.194326121695025","0.183040374106749","0.2056118692833"
"1 Strongly disagree","2005","college entrance qualification","direct migration background","63","0.255753951867726","0.203225500256972","0.308282403478481"
"1 Strongly disagree","2005","college entrance qualification","indirect migration background","","","",""
"1 Strongly disagree","2005","Other degree","no migration background","","","",""
"1 Strongly disagree","2005","Other degree","direct migration background","247","0.228649239091009","0.202528569652908","0.254769908529111"
"1 Strongly disagree","2005","Other degree","indirect migration background","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","no migration background","79","0.149579250599152","0.120603199475456","0.178555301722847"
"1 Strongly disagree","2005","no degree/no degree yet","direct migration background","53","0.281665741902742","0.221399861143916","0.341931622661567"
"1 Strongly disagree","2005","no degree/no degree yet","indirect migration background","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","no migration background","1163","0.182588471802314","0.172988387507718","0.192188556096911"
"2 on scale 1-7 ","2005","lower secondary degree","direct migration background","107","0.165530417773625","0.135692458145095","0.195368377402154"
"2 on scale 1-7 ","2005","lower secondary degree","indirect migration background","41","0.184252381344871","0.136385814143801","0.232118948545941"
"2 on scale 1-7 ","2005","secondary school degree","no migration background","1209","0.211391391368956","0.200665067756326","0.222117714981586"
"2 on scale 1-7 ","2005","secondary school degree","direct migration background","40","0.173669063735269","0.125841549754377","0.221496577716161"
"2 on scale 1-7 ","2005","secondary school degree","indirect migration background","37","0.185803779306266","0.132166811418386","0.239440747194146"
"2 on scale 1-7 ","2005","college entrance qualification","no migration background","1263","0.243108660101959","0.230873713377562","0.255343606826356"
"2 on scale 1-7 ","2005","college entrance qualification","direct migration background","50","0.162484880679498","0.118070055204048","0.206899706154949"
"2 on scale 1-7 ","2005","college entrance qualification","indirect migration background","58","0.283806280334103","0.220689285852359","0.346923274815848"
"2 on scale 1-7 ","2005","Other degree","no migration background","","","",""
"2 on scale 1-7 ","2005","Other degree","direct migration background","159","0.161685724730781","0.138786924074318","0.184584525387244"
"2 on scale 1-7 ","2005","Other degree","indirect migration background","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","no migration background","92","0.150835156959217","0.121759208448164","0.179911105470269"
"2 on scale 1-7 ","2005","no degree/no degree yet","direct migration background","33","0.151600154774179","0.103550384351032","0.199649925197326"
"2 on scale 1-7 ","2005","no degree/no degree yet","indirect migration background","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","no migration background","1040","0.15563344601336","0.1466253093084","0.16464158271832"
"3 on scale 1-7 ","2005","lower secondary degree","direct migration background","99","0.165743891708347","0.135890517506716","0.195597265909978"
"3 on scale 1-7 ","2005","lower secondary degree","indirect migration background","33","0.146212817767389","0.102589834831226","0.189835800703553"
"3 on scale 1-7 ","2005","secondary school degree","no migration background","960","0.169118972344248","0.159271107564406","0.17896683712409"
"3 on scale 1-7 ","2005","secondary school degree","direct migration background","46","0.164466197331943","0.117664682781886","0.211267711881999"
"3 on scale 1-7 ","2005","secondary school degree","indirect migration background","39","0.197642204591631","0.14272653425078","0.252557874932482"
"3 on scale 1-7 ","2005","college entrance qualification","no migration background","922","0.19901239968571","0.187624646013148","0.210400153358271"
"3 on scale 1-7 ","2005","college entrance qualification","direct migration background","43","0.136546012087087","0.0952046992216043","0.177887324952569"
"3 on scale 1-7 ","2005","college entrance qualification","indirect migration background","33","0.174047855873576","0.120967743141494","0.227127968605659"
"3 on scale 1-7 ","2005","Other degree","no migration background","","","",""
"3 on scale 1-7 ","2005","Other degree","direct migration background","154","0.150624554405226","0.128377567186504","0.172871541623949"
"3 on scale 1-7 ","2005","Other degree","indirect migration background","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","no migration background","95","0.155586898596554","0.126139252025918","0.18503454516719"
"3 on scale 1-7 ","2005","no degree/no degree yet","direct migration background","39","0.158157895681246","0.109269930114512","0.20704586124798"
"3 on scale 1-7 ","2005","no degree/no degree yet","indirect migration background","","","",""
"4 on scale 1-7","2005","lower secondary degree","no migration background","1204","0.198745988839199","0.188829628839435","0.208662348838964"
"4 on scale 1-7","2005","lower secondary degree","direct migration background","104","0.195236112640745","0.163413247602669","0.227058977678821"
"4 on scale 1-7","2005","lower secondary degree","indirect migration background","60","0.20839516222991","0.158248058304167","0.258542266155653"
"4 on scale 1-7","2005","secondary school degree","no migration background","1091","0.194051585864653","0.183662227885775","0.204440943843531"
"4 on scale 1-7","2005","secondary school degree","direct migration background","44","0.195266580228316","0.14521940745461","0.245313753002021"
"4 on scale 1-7","2005","secondary school degree","indirect migration background","39","0.157351374915559","0.107136667611245","0.207566082219873"
"4 on scale 1-7","2005","college entrance qualification","no migration background","842","0.188766435852383","0.177604990350561","0.199927881354205"
"4 on scale 1-7","2005","college entrance qualification","direct migration background","55","0.19489643483837","0.14720361769077","0.242589251985971"
