"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","direct migration background","East Germany","2.43","2","105","2","2","3","3","4","2.3","2.56","1","4","2","3"
"2003","direct migration background","West Germany","2.39","2","2507","2","2","3","3","4","2.36","2.42","1","4","2","2"
"2003","indirect migration background","East Germany","2.43","2","32","2","2","3","3","4","2.16","2.7","1","4","2","3"
"2003","indirect migration background","West Germany","2.47","2","753","2","2","3","3","4","2.42","2.52","1","4","2","2"
"2003","no migration background","East Germany","2.51","2","5216","2","2","3","3","4","2.49","2.53","1","4","2","2"
"2003","no migration background","West Germany","2.35","2","13565","2","2","3","3","4","2.34","2.36","1","4","2","2"
"2004","direct migration background","East Germany","","","","","","","","","","","","","",""
"2004","direct migration background","West Germany","","","","","","","","","","","","","",""
"2004","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2004","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2004","no migration background","East Germany","","","","","","","","","","","","","",""
"2004","no migration background","West Germany","","","","","","","","","","","","","",""
"2005","direct migration background","East Germany","","","","","","","","","","","","","",""
"2005","direct migration background","West Germany","","","","","","","","","","","","","",""
"2005","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2005","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2005","no migration background","East Germany","","","","","","","","","","","","","",""
"2005","no migration background","West Germany","","","","","","","","","","","","","",""
"2006","direct migration background","East Germany","","","","","","","","","","","","","",""
"2006","direct migration background","West Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2006","no migration background","East Germany","","","","","","","","","","","","","",""
"2006","no migration background","West Germany","","","","","","","","","","","","","",""
"2007","direct migration background","East Germany","","","","","","","","","","","","","",""
"2007","direct migration background","West Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2007","no migration background","East Germany","","","","","","","","","","","","","",""
"2007","no migration background","West Germany","","","","","","","","","","","","","",""
"2008","direct migration background","East Germany","2.56","2","80","2","2","3","4","4","2.39","2.73","1","4","2","3"
"2008","direct migration background","West Germany","2.46","2","1824","2","2","3","3","4","2.43","2.49","1","4","2","2"
"2008","indirect migration background","East Germany","2.59","3","43","2","2","3","3","3","2.4","2.78","1","4","2","3"
"2008","indirect migration background","West Germany","2.47","2","729","2","2","3","3","4","2.42","2.52","1","4","2","2"
"2008","no migration background","East Germany","2.47","2","4665","2","2","3","3","4","2.45","2.49","1","4","2","2"
"2008","no migration background","West Germany","2.37","2","12031","2","2","3","3","4","2.36","2.38","1","4","2","2"
"2009","direct migration background","East Germany","","","","","","","","","","","","","",""
"2009","direct migration background","West Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2009","no migration background","East Germany","","","","","","","","","","","","","",""
"2009","no migration background","West Germany","","","","","","","","","","","","","",""
"2010","direct migration background","East Germany","","","","","","","","","","","","","",""
"2010","direct migration background","West Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2010","no migration background","East Germany","","","","","","","","","","","","","",""
"2010","no migration background","West Germany","","","","","","","","","","","","","",""
"2011","direct migration background","East Germany","","","","","","","","","","","","","",""
"2011","direct migration background","West Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2011","no migration background","East Germany","","","","","","","","","","","","","",""
"2011","no migration background","West Germany","","","","","","","","","","","","","",""
"2012","direct migration background","East Germany","","","","","","","","","","","","","",""
"2012","direct migration background","West Germany","","","","","","","","","","","","","",""
"2012","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2012","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2012","no migration background","East Germany","","","","","","","","","","","","","",""
"2012","no migration background","West Germany","","","","","","","","","","","","","",""
"2013","direct migration background","East Germany","2.5","2","137","2","2","3","4","4","2.38","2.62","1","4","2","2"
"2013","direct migration background","West Germany","2.32","2","2510","2","2","3","3","4","2.29","2.35","1","4","2","2"
"2013","indirect migration background","East Germany","2.55","3","76","2","2","3","3","4","2.4","2.7","1","4","2","3"
"2013","indirect migration background","West Germany","2.36","2","1109","2","2","3","3","4","2.32","2.4","1","4","2","2"
"2013","no migration background","East Germany","2.4","2","5517","2","2","3","3","4","2.38","2.42","1","4","2","2"
"2013","no migration background","West Germany","2.29","2","16180","2","2","3","3","4","2.28","2.3","1","4","2","2"
"2014","direct migration background","East Germany","","","","","","","","","","","","","",""
"2014","direct migration background","West Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2014","no migration background","East Germany","","","","","","","","","","","","","",""
"2014","no migration background","West Germany","","","","","","","","","","","","","",""
"2015","direct migration background","East Germany","","","","","","","","","","","","","",""
"2015","direct migration background","West Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","West Germany","","","","","","","","","","","","","",""
