"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","Female","2.38","2","11490","2","2","3","3","4","2.37","2.39","1","4","2","2"
"2003","Male","2.39","2","10688","2","2","3","3","4","2.38","2.4","1","4","2","2"
"2004","Female","","","","","","","","","","","","","",""
"2004","Male","","","","","","","","","","","","","",""
"2005","Female","","","","","","","","","","","","","",""
"2005","Male","","","","","","","","","","","","","",""
"2006","Female","","","","","","","","","","","","","",""
"2006","Male","","","","","","","","","","","","","",""
"2007","Female","","","","","","","","","","","","","",""
"2007","Male","","","","","","","","","","","","","",""
"2008","Female","2.39","2","10144","2","2","3","3","4","2.38","2.4","1","4","2","2"
"2008","Male","2.43","2","9228","2","2","3","3","4","2.42","2.44","1","4","2","2"
"2009","Female","","","","","","","","","","","","","",""
"2009","Male","","","","","","","","","","","","","",""
"2010","Female","","","","","","","","","","","","","",""
"2010","Male","","","","","","","","","","","","","",""
"2011","Female","","","","","","","","","","","","","",""
"2011","Male","","","","","","","","","","","","","",""
"2012","Female","","","","","","","","","","","","","",""
"2012","Male","","","","","","","","","","","","","",""
"2013","Female","2.31","2","13990","2","2","3","3","4","2.3","2.32","1","4","2","2"
"2013","Male","2.32","2","11539","2","2","3","3","4","2.31","2.33","1","4","2","2"
"2014","Female","","","","","","","","","","","","","",""
"2014","Male","","","","","","","","","","","","","",""
"2015","Female","","","","","","","","","","","","","",""
"2015","Male","","","","","","","","","","","","","",""
"2016","Female","","","","","","","","","","","","","",""
"2016","Male","","","","","","","","","","","","","",""
"2017","Female","","","","","","","","","","","","","",""
"2017","Male","","","","","","","","","","","","","",""
"2018","Female","2.28","2","15302","2","2","3","3","4","2.27","2.29","1","4","2","2"
"2018","Male","2.3","2","14193","2","2","3","3","4","2.29","2.31","1","4","2","2"
