"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","16-34 y.","2.41","2","5861","2","2","3","3","4","2.39","2.43","1","4","2","2"
"2003","35-65 y.","2.41","2","12638","2","2","3","3","4","2.4","2.42","1","4","2","2"
"2003","66 and older","2.31","2","3679","2","2","3","3","4","2.29","2.33","1","4","2","2"
"2004","16-34 y.","","","","","","","","","","","","","",""
"2004","35-65 y.","","","","","","","","","","","","","",""
"2004","66 and older","","","","","","","","","","","","","",""
"2005","16-34 y.","","","","","","","","","","","","","",""
"2005","35-65 y.","","","","","","","","","","","","","",""
"2005","66 and older","","","","","","","","","","","","","",""
"2006","16-34 y.","","","","","","","","","","","","","",""
"2006","35-65 y.","","","","","","","","","","","","","",""
"2006","66 and older","","","","","","","","","","","","","",""
"2007","16-34 y.","","","","","","","","","","","","","",""
"2007","35-65 y.","","","","","","","","","","","","","",""
"2007","66 and older","","","","","","","","","","","","","",""
"2008","16-34 y.","2.4","2","4365","2","2","3","3","4","2.38","2.42","1","4","2","2"
"2008","35-65 y.","2.44","2","10672","2","2","3","3","4","2.43","2.45","1","4","2","2"
"2008","66 and older","2.35","2","4335","2","2","3","3","4","2.33","2.37","1","4","2","2"
"2009","16-34 y.","","","","","","","","","","","","","",""
"2009","35-65 y.","","","","","","","","","","","","","",""
"2009","66 and older","","","","","","","","","","","","","",""
"2010","16-34 y.","","","","","","","","","","","","","",""
"2010","35-65 y.","","","","","","","","","","","","","",""
"2010","66 and older","","","","","","","","","","","","","",""
"2011","16-34 y.","","","","","","","","","","","","","",""
"2011","35-65 y.","","","","","","","","","","","","","",""
"2011","66 and older","","","","","","","","","","","","","",""
"2012","16-34 y.","","","","","","","","","","","","","",""
"2012","35-65 y.","","","","","","","","","","","","","",""
"2012","66 and older","","","","","","","","","","","","","",""
"2013","16-34 y.","2.28","2","5642","2","2","3","3","4","2.26","2.3","1","4","2","2"
"2013","35-65 y.","2.34","2","14900","2","2","3","3","4","2.33","2.35","1","4","2","2"
"2013","66 and older","2.28","2","4987","2","2","3","3","4","2.26","2.3","1","4","2","2"
"2014","16-34 y.","","","","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","","","","",""
"2015","16-34 y.","","","","","","","","","","","","","",""
"2015","35-65 y.","","","","","","","","","","","","","",""
"2015","66 and older","","","","","","","","","","","","","",""
"2016","16-34 y.","","","","","","","","","","","","","",""
"2016","35-65 y.","","","","","","","","","","","","","",""
"2016","66 and older","","","","","","","","","","","","","",""
"2017","16-34 y.","","","","","","","","","","","","","",""
"2017","35-65 y.","","","","","","","","","","","","","",""
"2017","66 and older","","","","","","","","","","","","","",""
"2018","16-34 y.","2.31","2","8021","2","2","3","3","4","2.29","2.33","1","4","2","2"
"2018","35-65 y.","2.31","2","16401","2","2","3","3","4","2.3","2.32","1","4","2","2"
"2018","66 and older","2.22","2","5073","2","2","3","3","4","2.2","2.24","1","4","2","2"
