"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1989","direct migration background","Rural Area","6.31","7","244","3","5","8","10","10","5.98","6.64","0","10","6","7"
"1989","direct migration background","Urban Area","6.17","6","2000","3","5","8","10","10","6.05","6.29","0","10","6","6"
"1989","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1989","indirect migration background","Urban Area","7.41","8","211","5","6","9","10","10","7.11","7.71","0","10","7","8"
"1989","no migration background","Rural Area","7","7","1438","4","5","9","10","10","6.89","7.11","0","10","7","8"
"1989","no migration background","Urban Area","7.1","7","4730","5","5","9","10","10","7.04","7.16","0","10","7","8"
"1990","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1990","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1990","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1990","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1990","no migration background","Rural Area","","","","","","","","","","","","","",""
"1990","no migration background","Urban Area","","","","","","","","","","","","","",""
"1991","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1991","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1991","no migration background","Rural Area","","","","","","","","","","","","","",""
"1991","no migration background","Urban Area","","","","","","","","","","","","","",""
"1992","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1992","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1992","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1992","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1992","no migration background","Rural Area","","","","","","","","","","","","","",""
"1992","no migration background","Urban Area","","","","","","","","","","","","","",""
"1993","direct migration background","Rural Area","6.27","6","300","3","5","8","10","10","5.95","6.59","0","10","5","6"
"1993","direct migration background","Urban Area","6.05","6","1741","3","4","8","10","10","5.93","6.17","0","10","5","6"
"1993","indirect migration background","Rural Area","7","7","59","3","6","9","10","10","6.4","7.6","0","10","7","8"
"1993","indirect migration background","Urban Area","6.84","7","375","4","6","8","10","10","6.61","7.07","0","10","7","8"
"1993","no migration background","Rural Area","6.87","7","3250","4","5","8","10","10","6.8","6.94","0","10","7","7"
"1993","no migration background","Urban Area","7.09","7","5429","5","6","9","10","10","7.03","7.15","0","10","7","8"
"1994","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1994","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1994","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1994","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1994","no migration background","Rural Area","","","","","","","","","","","","","",""
"1994","no migration background","Urban Area","","","","","","","","","","","","","",""
"1995","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1995","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1995","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1995","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1995","no migration background","Rural Area","","","","","","","","","","","","","",""
"1995","no migration background","Urban Area","","","","","","","","","","","","","",""
"1996","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1996","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1996","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1996","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1996","no migration background","Rural Area","","","","","","","","","","","","","",""
"1996","no migration background","Urban Area","","","","","","","","","","","","","",""
"1997","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1997","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1997","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1997","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1997","no migration background","Rural Area","","","","","","","","","","","","","",""
"1997","no migration background","Urban Area","","","","","","","","","","","","","",""
"1998","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1998","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1998","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1998","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1998","no migration background","Rural Area","","","","","","","","","","","","","",""
"1998","no migration background","Urban Area","","","","","","","","","","","","","",""
"1999","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1999","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1999","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1999","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1999","no migration background","Rural Area","","","","","","","","","","","","","",""
"1999","no migration background","Urban Area","","","","","","","","","","","","","",""
"2000","direct migration background","Rural Area","6.69","7","511","4","5","8","10","10","6.48","6.9","0","10","6","7"
"2000","direct migration background","Urban Area","6.41","7","2538","3","5","8","10","10","6.31","6.51","0","10","6","7"
"2000","indirect migration background","Rural Area","6.97","7","106","5","6","8","9","10","6.65","7.29","2","10","7","7"
"2000","indirect migration background","Urban Area","7.13","8","700","4","6","9","10","10","6.97","7.29","0","10","7","8"
