"plh0216","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","in school","","","",""
"1 Strongly disagree","2005","1-pers.-HH","inadequately","4","","",""
"1 Strongly disagree","2005","1-pers.-HH","general elemantary","12","","",""
"1 Strongly disagree","2005","1-pers.-HH","middle vocational","74","0.0510374219989405","0.040053060632","0.062021783365881"
"1 Strongly disagree","2005","1-pers.-HH","vocational + Abi","10","","",""
"1 Strongly disagree","2005","1-pers.-HH","higher vocational","7","","",""
"1 Strongly disagree","2005","1-pers.-HH","higher education","26","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","in school","","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","inadequately","1","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","general elemantary","22","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","middle vocational","95","0.0282559261503357","0.0228809950893659","0.0336308572113054"
"1 Strongly disagree","2005","(Married) couple without C. ","vocational + Abi","11","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","higher vocational","15","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","higher education","62","0.0385652760076266","0.0292882832910355","0.0478422687242177"
"1 Strongly disagree","2005","Single parent ","in school","7","","",""
"1 Strongly disagree","2005","Single parent ","inadequately","","","",""
"1 Strongly disagree","2005","Single parent ","general elemantary","10","","",""
"1 Strongly disagree","2005","Single parent ","middle vocational","11","","",""
"1 Strongly disagree","2005","Single parent ","vocational + Abi","1","","",""
"1 Strongly disagree","2005","Single parent ","higher vocational","","","",""
"1 Strongly disagree","2005","Single parent ","higher education","4","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","in school","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","inadequately","2","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","general elemantary","7","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","middle vocational","37","0.0284471861744995","0.0208407202998121","0.036053652049187"
"1 Strongly disagree","2005","Couple + C. LE 16 ","vocational + Abi","9","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","higher vocational","14","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","higher education","33","0.0651558497777151","0.0483858621603304","0.0819258373950998"
"1 Strongly disagree","2005","Couple + C. GT 16 ","in school","27","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","inadequately","2","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","general elemantary","19","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","middle vocational","49","0.0283349857086826","0.0206049546351014","0.0360650167822637"
"1 Strongly disagree","2005","Couple + C. GT 16 ","vocational + Abi","5","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","higher vocational","2","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","higher education","17","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","in school","20","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","inadequately","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","general elemantary","20","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","middle vocational","15","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","higher vocational","1","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","higher education","12","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","in school","1","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","inadequately","2","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","general elemantary","31","0.0932382562452929","0.0658193653491174","0.120657147141468"
"2 on scale 1-7 ","2005","1-pers.-HH","middle vocational","124","0.082605261896235","0.0688652255106532","0.0963452982818169"
"2 on scale 1-7 ","2005","1-pers.-HH","vocational + Abi","12","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","higher vocational","26","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","higher education","61","0.105803585909571","0.0803054258730348","0.131301745946108"
"2 on scale 1-7 ","2005","(Married) couple without C. ","in school","2","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","inadequately","6","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","general elemantary","31","0.0381814088963825","0.0239034015068897","0.0524594162858754"
"2 on scale 1-7 ","2005","(Married) couple without C. ","middle vocational","264","0.0752931542194328","0.0667341753033187","0.0838521331355468"
"2 on scale 1-7 ","2005","(Married) couple without C. ","vocational + Abi","28","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher vocational","35","0.0638639869029974","0.0436308066576616","0.0840971671483332"
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher education","195","0.0998663472907786","0.0854215259722556","0.114311168609302"
"2 on scale 1-7 ","2005","Single parent ","in school","14","","",""
"2 on scale 1-7 ","2005","Single parent ","inadequately","2","","",""
"2 on scale 1-7 ","2005","Single parent ","general elemantary","14","","",""
"2 on scale 1-7 ","2005","Single parent ","middle vocational","33","0.0556486500602296","0.0361687648040194","0.0751285353164398"
"2 on scale 1-7 ","2005","Single parent ","vocational + Abi","2","","",""
"2 on scale 1-7 ","2005","Single parent ","higher vocational","4","","",""
"2 on scale 1-7 ","2005","Single parent ","higher education","6","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","in school","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","inadequately","2","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","general elemantary","11","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","middle vocational","134","0.0745523934162921","0.0625342669358636","0.0865705198967205"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","vocational + Abi","38","0.143053681978476","0.104327061832876","0.181780302124075"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","higher vocational","47","0.122657085547351","0.0909039096067113","0.154410261487991"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","higher education","111","0.120234439990875","0.0981348432662739","0.142334036715476"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","in school","43","0.142096299571802","0.100216642673388","0.183975956470216"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","inadequately","1","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","general elemantary","39","0.0941454304320136","0.0665111406555621","0.121779720208465"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","middle vocational","151","0.0804669380157308","0.0677946839901041","0.0931391920413575"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","vocational + Abi","13","","",""
