"plh0216","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","West Germany","180","0.0392629159760748","0.034218244229683","0.0443075877224666"
"1 Strongly disagree","2005","lower secondary degree","East Germany","33","0.0344035481389212","0.0248150010352258","0.0439920952426166"
"1 Strongly disagree","2005","secondary school degree","West Germany","126","0.0299978824105515","0.0245699920315129","0.0354257727895901"
"1 Strongly disagree","2005","secondary school degree","East Germany","37","0.0208692831375972","0.0149216586184527","0.0268169076567416"
"1 Strongly disagree","2005","college entrance qualification","West Germany","174","0.0443891676298321","0.0380539125333512","0.050724422726313"
"1 Strongly disagree","2005","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2005","Other degree","West Germany","41","0.033150177398441","0.0224080989255417","0.0438922558713404"
"1 Strongly disagree","2005","Other degree","East Germany","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","West Germany","51","0.0608176707923756","0.043527873199865","0.0781074683848861"
"1 Strongly disagree","2005","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","West Germany","407","0.0732071808461171","0.0664415619411668","0.0799727997510674"
"2 on scale 1-7 ","2005","lower secondary degree","East Germany","56","0.0398673321991372","0.0295746735776538","0.0501599908206207"
"2 on scale 1-7 ","2005","secondary school degree","West Germany","360","0.0941073758986384","0.0848166505570766","0.1033981012402"
"2 on scale 1-7 ","2005","secondary school degree","East Germany","125","0.0617401745073593","0.0517260052663466","0.0717543437483721"
"2 on scale 1-7 ","2005","college entrance qualification","West Germany","516","0.113333928203736","0.103583019495282","0.12308483691219"
"2 on scale 1-7 ","2005","college entrance qualification","East Germany","96","0.0766737380942757","0.061146491371905","0.0922009848166464"
"2 on scale 1-7 ","2005","Other degree","West Germany","53","0.051394346253878","0.0381458554463856","0.0646428370613705"
"2 on scale 1-7 ","2005","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","West Germany","113","0.158661284040622","0.132229834534604","0.18509273354664"
"2 on scale 1-7 ","2005","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","West Germany","594","0.0951642533616733","0.0875423900376875","0.102786116685659"
"3 on scale 1-7 ","2005","lower secondary degree","East Germany","89","0.0638644071626922","0.0510011136492596","0.0767277006761248"
"3 on scale 1-7 ","2005","secondary school degree","West Germany","476","0.12179721694695","0.111390457529641","0.132203976364259"
"3 on scale 1-7 ","2005","secondary school degree","East Germany","255","0.0935456276542251","0.0814297700464526","0.105661485261998"
"3 on scale 1-7 ","2005","college entrance qualification","West Germany","631","0.160916414671928","0.149613567364492","0.172219261979365"
"3 on scale 1-7 ","2005","college entrance qualification","East Germany","179","0.154607169815855","0.133509347208584","0.175704992423127"
"3 on scale 1-7 ","2005","Other degree","West Germany","98","0.0780889560792587","0.061989722605676","0.0941881895528415"
"3 on scale 1-7 ","2005","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","West Germany","106","0.12069889686242","0.0971310167391835","0.144266776985656"
"3 on scale 1-7 ","2005","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2005","lower secondary degree","West Germany","988","0.175426392840991","0.165547653161309","0.185305132520672"
"4 on scale 1-7","2005","lower secondary degree","East Germany","208","0.149699474524008","0.130930103486592","0.168468845561423"
"4 on scale 1-7","2005","secondary school degree","West Germany","700","0.180941042486182","0.168691339632402","0.193190745339962"
"4 on scale 1-7","2005","secondary school degree","East Germany","420","0.18486088703214","0.168709574443549","0.201012199620732"
"4 on scale 1-7","2005","college entrance qualification","West Germany","841","0.201351689837414","0.189016651541586","0.213686728133242"
"4 on scale 1-7","2005","college entrance qualification","East Germany","241","0.207423381406773","0.183761840469985","0.23108492234356"
"4 on scale 1-7","2005","Other degree","West Germany","205","0.193212495421499","0.169522604132947","0.21690238671005"
"4 on scale 1-7","2005","Other degree","East Germany","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","West Germany","122","0.158163461989709","0.131765704910252","0.184561219069165"
"4 on scale 1-7","2005","no degree/no degree yet","East Germany","31","0.183234530467688","0.124561002898188","0.241908058037188"
"5 on scale 1-7","2005","lower secondary degree","West Germany","1121","0.194261299463536","0.183985168835946","0.204537430091126"
"5 on scale 1-7","2005","lower secondary degree","East Germany","304","0.216825259994482","0.195146340547086","0.238504179441878"
"5 on scale 1-7","2005","secondary school degree","West Germany","783","0.200048981745654","0.187319834856546","0.212778128634762"
"5 on scale 1-7","2005","secondary school degree","East Germany","448","0.216952136141458","0.199802869229218","0.234101403053697"
"5 on scale 1-7","2005","college entrance qualification","West Germany","806","0.204904632492477","0.192488950671175","0.217320314313778"
"5 on scale 1-7","2005","college entrance qualification","East Germany","228","0.196477976127503","0.173290719341534","0.219665232913473"
"5 on scale 1-7","2005","Other degree","West Germany","207","0.183622640632589","0.160391289366217","0.20685399189896"
"5 on scale 1-7","2005","Other degree","East Germany","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","West Germany","122","0.154372740050985","0.128234589520718","0.180510890581252"
"5 on scale 1-7","2005","no degree/no degree yet","East Germany","36","0.265898624486504","0.198890738037872","0.332906510935136"
"6 on scale 1-7","2005","lower secondary degree","West Germany","1250","0.213389577046747","0.202748004519927","0.224031149573567"
"6 on scale 1-7","2005","lower secondary degree","East Germany","363","0.244196286259","0.221595299743062","0.266797272774938"
"6 on scale 1-7","2005","secondary school degree","West Germany","744","0.191201683228895","0.178688569184552","0.203714797273238"
"6 on scale 1-7","2005","secondary school degree","East Germany","522","0.223384978013447","0.206054947967577","0.240715008059317"
"6 on scale 1-7","2005","college entrance qualification","West Germany","683","0.16206741883883","0.150732002640225","0.173402835037435"
"6 on scale 1-7","2005","college entrance qualification","East Germany","240","0.217590065537731","0.193511519949389","0.241668611126074"
"6 on scale 1-7","2005","Other degree","West Germany","240","0.2294004921503","0.204172806106012","0.254628178194588"
"6 on scale 1-7","2005","Other degree","East Germany","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","West Germany","112","0.158945498537325","0.13249485472543","0.185396142349219"
"6 on scale 1-7","2005","no degree/no degree yet","East Germany","30","0.142526844854231","0.0895057785835953","0.195547911124866"
"7 Strongly agree","2005","lower secondary degree","West Germany","1154","0.209288380464861","0.198722128112416","0.219854632817306"
"7 Strongly agree","2005","lower secondary degree","East Germany","335","0.25114369172176","0.228329045368423","0.273958338075097"
"7 Strongly agree","2005","secondary school degree","West Germany","605","0.181905817283129","0.169630736075935","0.194180898490323"
"7 Strongly agree","2005","secondary school degree","East Germany","412","0.198646913513773","0.182046369988567","0.215247457038979"
"7 Strongly agree","2005","college entrance qualification","West Germany","409","0.113036748325783","0.103297000434694","0.122776496216872"
"7 Strongly agree","2005","college entrance qualification","East Germany","119","0.119182913990057","0.100275009223633","0.138090818756482"
"7 Strongly agree","2005","Other degree","West Germany","223","0.231130892064035","0.205836684094769","0.256425100033301"
"7 Strongly agree","2005","Other degree","East Germany","","","",""
"7 Strongly agree","2005","no degree/no degree yet","West Germany","108","0.188340447726565","0.160055276482699","0.21662561897043"
"7 Strongly agree","2005","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2006","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2006","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2006","secondary school degree","West Germany","","","",""
"1 Strongly disagree","2006","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2006","college entrance qualification","West Germany","","","",""
"1 Strongly disagree","2006","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2006","Other degree","West Germany","","","",""
"1 Strongly disagree","2006","Other degree","East Germany","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","West Germany","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2006","secondary school degree","West Germany","","","",""
"2 on scale 1-7 ","2006","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","West Germany","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2006","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2006","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","West Germany","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2006","secondary school degree","West Germany","","","",""
"3 on scale 1-7 ","2006","secondary school degree","East Germany","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","West Germany","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2006","Other degree","West Germany","","","",""
"3 on scale 1-7 ","2006","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2006","lower secondary degree","West Germany","","","",""
"4 on scale 1-7","2006","lower secondary degree","East Germany","","","",""
"4 on scale 1-7","2006","secondary school degree","West Germany","","","",""
"4 on scale 1-7","2006","secondary school degree","East Germany","","","",""
"4 on scale 1-7","2006","college entrance qualification","West Germany","","","",""
"4 on scale 1-7","2006","college entrance qualification","East Germany","","","",""
"4 on scale 1-7","2006","Other degree","West Germany","","","",""
"4 on scale 1-7","2006","Other degree","East Germany","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","West Germany","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","East Germany","","","",""
"5 on scale 1-7","2006","lower secondary degree","West Germany","","","",""
"5 on scale 1-7","2006","lower secondary degree","East Germany","","","",""
"5 on scale 1-7","2006","secondary school degree","West Germany","","","",""
"5 on scale 1-7","2006","secondary school degree","East Germany","","","",""
"5 on scale 1-7","2006","college entrance qualification","West Germany","","","",""
"5 on scale 1-7","2006","college entrance qualification","East Germany","","","",""
"5 on scale 1-7","2006","Other degree","West Germany","","","",""
"5 on scale 1-7","2006","Other degree","East Germany","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","West Germany","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","East Germany","","","",""
"6 on scale 1-7","2006","lower secondary degree","West Germany","","","",""
"6 on scale 1-7","2006","lower secondary degree","East Germany","","","",""
"6 on scale 1-7","2006","secondary school degree","West Germany","","","",""
"6 on scale 1-7","2006","secondary school degree","East Germany","","","",""
"6 on scale 1-7","2006","college entrance qualification","West Germany","","","",""
"6 on scale 1-7","2006","college entrance qualification","East Germany","","","",""
"6 on scale 1-7","2006","Other degree","West Germany","","","",""
"6 on scale 1-7","2006","Other degree","East Germany","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","West Germany","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","East Germany","","","",""
"7 Strongly agree","2006","lower secondary degree","West Germany","","","",""
"7 Strongly agree","2006","lower secondary degree","East Germany","","","",""
"7 Strongly agree","2006","secondary school degree","West Germany","","","",""
"7 Strongly agree","2006","secondary school degree","East Germany","","","",""
"7 Strongly agree","2006","college entrance qualification","West Germany","","","",""
"7 Strongly agree","2006","college entrance qualification","East Germany","","","",""
"7 Strongly agree","2006","Other degree","West Germany","","","",""
"7 Strongly agree","2006","Other degree","East Germany","","","",""
"7 Strongly agree","2006","no degree/no degree yet","West Germany","","","",""
"7 Strongly agree","2006","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2007","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2007","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2007","secondary school degree","West Germany","","","",""
"1 Strongly disagree","2007","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2007","college entrance qualification","West Germany","","","",""
"1 Strongly disagree","2007","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2007","Other degree","West Germany","","","",""
"1 Strongly disagree","2007","Other degree","East Germany","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","West Germany","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2007","secondary school degree","West Germany","","","",""
"2 on scale 1-7 ","2007","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","West Germany","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2007","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2007","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","West Germany","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2007","secondary school degree","West Germany","","","",""
"3 on scale 1-7 ","2007","secondary school degree","East Germany","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","West Germany","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2007","Other degree","West Germany","","","",""
"3 on scale 1-7 ","2007","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2007","lower secondary degree","West Germany","","","",""
"4 on scale 1-7","2007","lower secondary degree","East Germany","","","",""
"4 on scale 1-7","2007","secondary school degree","West Germany","","","",""
"4 on scale 1-7","2007","secondary school degree","East Germany","","","",""
"4 on scale 1-7","2007","college entrance qualification","West Germany","","","",""
"4 on scale 1-7","2007","college entrance qualification","East Germany","","","",""
"4 on scale 1-7","2007","Other degree","West Germany","","","",""
"4 on scale 1-7","2007","Other degree","East Germany","","","",""
"4 on scale 1-7","2007","no degree/no degree yet","West Germany","","","",""
"4 on scale 1-7","2007","no degree/no degree yet","East Germany","","","",""
"5 on scale 1-7","2007","lower secondary degree","West Germany","","","",""
