"plh0216","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","Male","37","0.120898080944292","0.0847816156138715","0.157014546274713"
"1 Strongly disagree","2005","(0) in school","Female","17","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","Male","3","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","Female","4","","",""
"1 Strongly disagree","2005","(1b) general elementary school","Male","40","0.0657845572697743","0.0454864156084009","0.0860826989311477"
"1 Strongly disagree","2005","(1b) general elementary school","Female","26","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","Male","110","0.0449214403169827","0.0376039835118386","0.0522388971221267"
"1 Strongly disagree","2005","(1c) basic vocational qualification","Female","58","0.030884558387916","0.0242738785906517","0.0374952381851803"
"1 Strongly disagree","2005","(2b) intermediate general qualification","Male","18","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","Female","13","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","Male","62","0.0297362204961328","0.0223976207821218","0.0370748202101439"
"1 Strongly disagree","2005","(2a) intermediate vocational","Female","53","0.0202863112121664","0.0150037909150053","0.0255688315093275"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","Male","17","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","Female","11","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","Male","31","0.0456647145891197","0.0298339925165334","0.061495436661706"
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","Female","20","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","Male","29","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","Female","25","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","Male","75","0.0666842908450971","0.0537177435276882","0.079650838162506"
"1 Strongly disagree","2005","(3b) higher tertiary education","Female","29","","",""
"2 on scale 1-7 ","2005","(0) in school","Male","70","0.223730135676623","0.177561767082161","0.269898504271085"
"2 on scale 1-7 ","2005","(0) in school","Female","39","0.118442850971497","0.0840452698117656","0.152840432131229"
"2 on scale 1-7 ","2005","(1a) inadequately completed","Male","10","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","Female","10","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","Male","62","0.106665220995421","0.0813903283363473","0.131940113654495"
"2 on scale 1-7 ","2005","(1b) general elementary school","Female","49","0.0381563874849125","0.0276941152280804","0.0486186597417446"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","Male","239","0.0793723833537836","0.0698226665414445","0.0889221001661228"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","Female","130","0.0518751207199141","0.0434008955683115","0.0603493458715168"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","Male","23","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","Female","29","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","Male","219","0.108438589556484","0.09500497240122","0.121872206711748"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","Female","163","0.0648613674663776","0.0556330804309206","0.0740896545018346"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Male","54","0.136859621706443","0.101502804523596","0.172216438889289"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Female","31","0.0506773500086899","0.0300179353399479","0.071336764677432"
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Male","88","0.127650862540303","0.102345247060599","0.152956478020007"
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Female","65","0.086536428892977","0.0676020315510885","0.105470826234865"
"2 on scale 1-7 ","2005","(3a) lower tertiary education","Male","115","0.126891783334434","0.104925095083757","0.148858471585111"
"2 on scale 1-7 ","2005","(3a) lower tertiary education","Female","53","0.0612662822884401","0.0443053604241215","0.0782272041527587"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","Male","197","0.124566082398999","0.107402423292103","0.141729741505895"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","Female","101","0.0767026146384491","0.0608970491626205","0.0925081801142778"
"3 on scale 1-7 ","2005","(0) in school","Male","46","0.120555727350199","0.0844834128695874","0.15662804183081"
"3 on scale 1-7 ","2005","(0) in school","Female","56","0.102794157527811","0.0704661823349538","0.135122132720669"
"3 on scale 1-7 ","2005","(1a) inadequately completed","Male","14","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","Female","13","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","Male","67","0.104827135416475","0.0797451972100265","0.129909073622924"
"3 on scale 1-7 ","2005","(1b) general elementary school","Female","91","0.0665311936150914","0.0529213629432258","0.0801410242869569"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","Male","364","0.108373620555881","0.0973919849443463","0.119355256167416"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","Female","204","0.0771053637598772","0.0669122699039048","0.0872984576158497"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","Male","40","0.207676678730622","0.154790893635749","0.260562463825494"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","Female","41","0.122587825243202","0.0883752128812778","0.156800437605126"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","Male","299","0.120682473544201","0.106608381982226","0.134756565106177"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","Female","267","0.0950007957926552","0.0840138301918061","0.105987761393504"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Male","68","0.159564901817142","0.121893172777724","0.197236630856561"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Female","56","0.143148924478662","0.110161313779107","0.176136535178218"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Male","101","0.141569212624445","0.115133141561074","0.168005283687816"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Female","91","0.105414053040293","0.0847332843333284","0.126094821747258"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","Male","152","0.174475821091843","0.149429362804729","0.199522279378956"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","Female","94","0.134255007170526","0.110143313289001","0.158366701052051"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","Male","234","0.17045293878164","0.150908596762431","0.189997280800848"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","Female","158","0.135822616487149","0.11547462039986","0.156170612574439"
"4 on scale 1-7","2005","(0) in school","Male","59","0.182127699633925","0.139370754029919","0.224884645237932"
"4 on scale 1-7","2005","(0) in school","Female","58","0.165705844572181","0.126125756540367","0.205285932603995"
"4 on scale 1-7","2005","(1a) inadequately completed","Male","14","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","Female","22","","",""
"4 on scale 1-7","2005","(1b) general elementary school","Male","119","0.202066397179205","0.16918871398039","0.234944080378021"
"4 on scale 1-7","2005","(1b) general elementary school","Female","190","0.151232335746159","0.131666117101578","0.170798554390739"
"4 on scale 1-7","2005","(1c) basic vocational qualification","Male","594","0.199801624710951","0.185675854940178","0.213927394481723"
"4 on scale 1-7","2005","(1c) basic vocational qualification","Female","401","0.154524812502036","0.14071342809531","0.168336196908762"
"4 on scale 1-7","2005","(2b) intermediate general qualification","Male","56","0.242777201020443","0.186877477191367","0.29867692484952"
"4 on scale 1-7","2005","(2b) intermediate general qualification","Female","57","0.141149803571052","0.104828653877054","0.17747095326505"
"4 on scale 1-7","2005","(2a) intermediate vocational","Male","411","0.197846563807366","0.18063507709716","0.215058050517571"
"4 on scale 1-7","2005","(2a) intermediate vocational","Female","480","0.169770694860114","0.155703081061058","0.183838308659169"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","Male","81","0.241596627629971","0.19756240435654","0.285630850903403"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","Female","94","0.209324674882556","0.171005738274599","0.247643611490512"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Male","149","0.233605618070311","0.201518725697004","0.265692510443618"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Female","165","0.202267120363883","0.175215220083004","0.229319020644762"
"4 on scale 1-7","2005","(3a) lower tertiary education","Male","136","0.13892020655648","0.116094816509243","0.161745596603717"
"4 on scale 1-7","2005","(3a) lower tertiary education","Female","152","0.180069062113063","0.152893679393316","0.207244444832809"
"4 on scale 1-7","2005","(3b) higher tertiary education","Male","314","0.193346910672477","0.172820627680419","0.213873193664534"
"4 on scale 1-7","2005","(3b) higher tertiary education","Female","213","0.184904575639547","0.161847076139533","0.207962075139561"
"5 on scale 1-7","2005","(0) in school","Male","50","0.184136085884283","0.141196857276967","0.2270753144916"
"5 on scale 1-7","2005","(0) in school","Female","65","0.173703405888895","0.133374133167222","0.214032678610568"
"5 on scale 1-7","2005","(1a) inadequately completed","Male","23","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","Female","20","","",""
"5 on scale 1-7","2005","(1b) general elementary school","Male","97","0.175205297124224","0.144079726091418","0.20633086815703"
"5 on scale 1-7","2005","(1b) general elementary school","Female","240","0.185390192529339","0.164167115298515","0.206613269760162"
