"plh0216","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","1-pers.-HH","46","0.0443241886767887","0.0319400418187433","0.056708335534834"
"1 Strongly disagree","2005","Full Time","(Married) couple without C. ","72","0.0317035944687552","0.0246287180221112","0.0387784709153992"
"1 Strongly disagree","2005","Full Time","Single parent ","8","","",""
"1 Strongly disagree","2005","Full Time","Couple + C. LE 16 ","55","0.0377235933679307","0.0290038265424706","0.0464433601933908"
"1 Strongly disagree","2005","Full Time","Couple + C. GT 16 ","53","0.0371443206469546","0.0278193740011668","0.0464692672927425"
"1 Strongly disagree","2005","Full Time","Couple + C. LE and GT 16","29","","",""
"1 Strongly disagree","2005","Part Time","1-pers.-HH","16","","",""
"1 Strongly disagree","2005","Part Time","(Married) couple without C. ","29","","",""
"1 Strongly disagree","2005","Part Time","Single parent ","10","","",""
"1 Strongly disagree","2005","Part Time","Couple + C. LE 16 ","30","0.0353137976492473","0.0249011852719381","0.0457264100265565"
"1 Strongly disagree","2005","Part Time","Couple + C. GT 16 ","22","","",""
"1 Strongly disagree","2005","Part Time","Couple + C. LE and GT 16","13","","",""
"1 Strongly disagree","2005","Not Working","1-pers.-HH","72","0.0583713123709511","0.0462370582794555","0.0705055664624466"
"1 Strongly disagree","2005","Not Working","(Married) couple without C. ","105","0.0317584273959967","0.0259431537546716","0.0375737010373218"
"1 Strongly disagree","2005","Not Working","Single parent ","18","","",""
"1 Strongly disagree","2005","Not Working","Couple + C. LE 16 ","17","","",""
"1 Strongly disagree","2005","Not Working","Couple + C. GT 16 ","51","0.0327658946996411","0.0221387761086632","0.0433930132906191"
"1 Strongly disagree","2005","Not Working","Couple + C. LE and GT 16","33","0.0510725607222919","0.0325390041964457","0.0696061172481382"
"2 on scale 1-7 ","2005","Full Time","1-pers.-HH","112","0.108919856820047","0.0901741287423423","0.127665584897751"
"2 on scale 1-7 ","2005","Full Time","(Married) couple without C. ","245","0.0946306579382303","0.082811425602141","0.10644989027432"
"2 on scale 1-7 ","2005","Full Time","Single parent ","23","","",""
"2 on scale 1-7 ","2005","Full Time","Couple + C. LE 16 ","227","0.121320585809908","0.106377823077173","0.136263348542643"
"2 on scale 1-7 ","2005","Full Time","Couple + C. GT 16 ","158","0.114405846540605","0.0987108571157282","0.130100835965481"
"2 on scale 1-7 ","2005","Full Time","Couple + C. LE and GT 16","74","0.0980512903985186","0.0751543124626093","0.120948268334428"
"2 on scale 1-7 ","2005","Part Time","1-pers.-HH","37","0.0753858516392564","0.051491961654318","0.0992797416241948"
"2 on scale 1-7 ","2005","Part Time","(Married) couple without C. ","92","0.0801249313833544","0.0645554219449991","0.0956944408217097"
