"plh0216","year","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Male","430","0.0456165528761949","0.0415018710243312","0.0497312347280586","1"
"1 Strongly disagree","2005","Female","264","0.028469138998693","0.0253336088421647","0.0316046691552213","1"
"2 on scale 1-7 ","2005","Female","691","0.0620741851953362","0.0575249826476053","0.0666233877430671","2"
"2 on scale 1-7 ","2005","Male","1106","0.108234094837335","0.102107473249857","0.114360716424814","2"
"3 on scale 1-7 ","2005","Male","1422","0.131137248527414","0.124480652471584","0.137793844583244","3"
"3 on scale 1-7 ","2005","Female","1087","0.0945832801239486","0.0890659755908657","0.100100584657032","3"
"4 on scale 1-7","2005","Female","1862","0.167496137909967","0.160455839904786","0.174536435915149","4"
"4 on scale 1-7","2005","Male","1967","0.196330051918259","0.188496732514432","0.204163371322087","4"
"5 on scale 1-7","2005","Male","1971","0.20253349299193","0.194608146972114","0.210458839011746","5"
"5 on scale 1-7","2005","Female","2174","0.196303263765363","0.188814581959902","0.203791945570824","5"
"6 on scale 1-7","2005","Female","2452","0.218865524711649","0.211069968687551","0.226661080735747","6"
"6 on scale 1-7","2005","Male","1805","0.181107059622101","0.173512635742175","0.188701483502028","6"
"7 Strongly agree","2005","Female","2277","0.232208469295042","0.224247678671347","0.240169259918738","7"
"7 Strongly agree","2005","Male","1177","0.135041499226765","0.12830173287356","0.14178126557997","7"
"1 Strongly disagree","2006","Male","","","","","1"
"1 Strongly disagree","2006","Female","","","","","1"
"2 on scale 1-7 ","2006","Male","","","","","2"
"2 on scale 1-7 ","2006","Female","","","","","2"
"3 on scale 1-7 ","2006","Female","","","","","3"
"3 on scale 1-7 ","2006","Male","","","","","3"
"4 on scale 1-7","2006","Male","","","","","4"
"4 on scale 1-7","2006","Female","","","","","4"
"5 on scale 1-7","2006","Female","","","","","5"
"5 on scale 1-7","2006","Male","","","","","5"
"6 on scale 1-7","2006","Female","","","","","6"
"6 on scale 1-7","2006","Male","","","","","6"
"7 Strongly agree","2006","Female","","","","","7"
"7 Strongly agree","2006","Male","","","","","7"
"1 Strongly disagree","2007","Male","","","","","1"
"1 Strongly disagree","2007","Female","","","","","1"
"2 on scale 1-7 ","2007","Female","","","","","2"
"2 on scale 1-7 ","2007","Male","","","","","2"
"3 on scale 1-7 ","2007","Male","","","","","3"
"3 on scale 1-7 ","2007","Female","","","","","3"
"4 on scale 1-7","2007","Female","","","","","4"
"4 on scale 1-7","2007","Male","","","","","4"
"5 on scale 1-7","2007","Female","","","","","5"
"5 on scale 1-7","2007","Male","","","","","5"
"6 on scale 1-7","2007","Female","","","","","6"
"6 on scale 1-7","2007","Male","","","","","6"
"7 Strongly agree","2007","Male","","","","","7"
"7 Strongly agree","2007","Female","","","","","7"
"1 Strongly disagree","2008","Male","","","","","1"
"1 Strongly disagree","2008","Female","","","","","1"
"2 on scale 1-7 ","2008","Male","","","","","2"
"2 on scale 1-7 ","2008","Female","","","","","2"
"3 on scale 1-7 ","2008","Female","","","","","3"
"3 on scale 1-7 ","2008","Male","","","","","3"
"4 on scale 1-7","2008","Male","","","","","4"
"4 on scale 1-7","2008","Female","","","","","4"
"5 on scale 1-7","2008","Female","","","","","5"
"5 on scale 1-7","2008","Male","","","","","5"
"6 on scale 1-7","2008","Female","","","","","6"
"6 on scale 1-7","2008","Male","","","","","6"
"7 Strongly agree","2008","Male","","","","","7"
