"plh0216","year","education","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","no migration background","185","0.0387884943770001","0.0339945243970942","0.043582464356906"
"1 Strongly disagree","2005","lower secondary degree","direct migration background","","","",""
"1 Strongly disagree","2005","lower secondary degree","indirect migration background","","","",""
"1 Strongly disagree","2005","secondary school degree","no migration background","142","0.0265192334701909","0.0223000765035545","0.0307383904368272"
"1 Strongly disagree","2005","secondary school degree","direct migration background","","","",""
"1 Strongly disagree","2005","secondary school degree","indirect migration background","","","",""
"1 Strongly disagree","2005","college entrance qualification","no migration background","182","0.0405154529848771","0.0348942330969415","0.0461366728728128"
"1 Strongly disagree","2005","college entrance qualification","direct migration background","","","",""
"1 Strongly disagree","2005","college entrance qualification","indirect migration background","","","",""
"1 Strongly disagree","2005","Other degree","no migration background","","","",""
"1 Strongly disagree","2005","Other degree","direct migration background","36","0.0308342820567707","0.020060557021138","0.0416080070924034"
"1 Strongly disagree","2005","Other degree","indirect migration background","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","no migration background","43","0.0647692664355143","0.0447910051888325","0.0847475276821962"
"1 Strongly disagree","2005","no degree/no degree yet","direct migration background","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","indirect migration background","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","no migration background","392","0.0663262534957274","0.0601478726483767","0.072504634343078"
"2 on scale 1-7 ","2005","lower secondary degree","direct migration background","40","0.0765003052539943","0.0551791423883163","0.0978214681196722"
"2 on scale 1-7 ","2005","lower secondary degree","indirect migration background","31","0.106538176216523","0.0685211222158859","0.144555230217161"
"2 on scale 1-7 ","2005","secondary school degree","no migration background","455","0.0868698839881876","0.0794741298395161","0.0942656381368591"
"2 on scale 1-7 ","2005","secondary school degree","direct migration background","","","",""
"2 on scale 1-7 ","2005","secondary school degree","indirect migration background","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","no migration background","562","0.108607308468081","0.0997364573096536","0.117478159626509"
"2 on scale 1-7 ","2005","college entrance qualification","direct migration background","31","0.104707191078983","0.0678437428673603","0.141570639290606"
"2 on scale 1-7 ","2005","college entrance qualification","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Other degree","no migration background","","","",""
"2 on scale 1-7 ","2005","Other degree","direct migration background","46","0.0439449500478994","0.0311703920410657","0.0567195080547332"
"2 on scale 1-7 ","2005","Other degree","indirect migration background","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","no migration background","85","0.157840341774658","0.128245226439915","0.187435457109401"
"2 on scale 1-7 ","2005","no degree/no degree yet","direct migration background","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","indirect migration background","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","no migration background","607","0.0927158292573414","0.0855149922754827","0.0999166662392002"
"3 on scale 1-7 ","2005","lower secondary degree","direct migration background","51","0.0660601759232698","0.0461355472825091","0.0859848045640305"
"3 on scale 1-7 ","2005","lower secondary degree","indirect migration background","","","",""
"3 on scale 1-7 ","2005","secondary school degree","no migration background","676","0.110635009718864","0.102398033431876","0.118871986005851"
"3 on scale 1-7 ","2005","secondary school degree","direct migration background","","","",""
"3 on scale 1-7 ","2005","secondary school degree","indirect migration background","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","no migration background","754","0.164998982852834","0.154416553737097","0.17558141196857"
"3 on scale 1-7 ","2005","college entrance qualification","direct migration background","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Other degree","no migration background","","","",""
"3 on scale 1-7 ","2005","Other degree","direct migration background","86","0.0739851854011883","0.0576722808235365","0.0902980899788402"
"3 on scale 1-7 ","2005","Other degree","indirect migration background","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","no migration background","85","0.104294433261246","0.0794844189638869","0.129104447558604"
"3 on scale 1-7 ","2005","no degree/no degree yet","direct migration background","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","indirect migration background","","","",""
"4 on scale 1-7","2005","lower secondary degree","no migration background","1050","0.172668768176543","0.163284919976335","0.182052616376751"
"4 on scale 1-7","2005","lower secondary degree","direct migration background","102","0.160536721501505","0.131089184797575","0.189984258205434"
"4 on scale 1-7","2005","lower secondary degree","indirect migration background","44","0.170232069436534","0.123920783242004","0.216543355631065"
"4 on scale 1-7","2005","secondary school degree","no migration background","1036","0.183245551943974","0.17308671506947","0.193404388818478"
"4 on scale 1-7","2005","secondary school degree","direct migration background","43","0.160194224091922","0.113790233997288","0.206598214186556"
"4 on scale 1-7","2005","secondary school degree","indirect migration background","41","0.185472710213762","0.131872655246025","0.239072765181498"
"4 on scale 1-7","2005","college entrance qualification","no migration background","993","0.202003196129934","0.190556479576889","0.213449912682979"
"4 on scale 1-7","2005","college entrance qualification","direct migration background","47","0.184776196927194","0.138047185648459","0.231505208205929"
"4 on scale 1-7","2005","college entrance qualification","indirect migration background","42","0.246980436944212","0.186759239780236","0.307201634108187"
"4 on scale 1-7","2005","Other degree","no migration background","","","",""
"4 on scale 1-7","2005","Other degree","direct migration background","193","0.193542424573683","0.168920114465618","0.218164734681749"
"4 on scale 1-7","2005","Other degree","indirect migration background","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","no migration background","112","0.188403973092153","0.156662374273048","0.220145571911258"
"4 on scale 1-7","2005","no degree/no degree yet","direct migration background","31","0.14028776558399","0.0943972218737092","0.186178309294271"
"4 on scale 1-7","2005","no degree/no degree yet","indirect migration background","","","",""
"5 on scale 1-7","2005","lower secondary degree","no migration background","1261","0.197551767970881","0.187666616206628","0.207436919735134"
"5 on scale 1-7","2005","lower secondary degree","direct migration background","119","0.204843079392626","0.172468957690566","0.237217201094686"
"5 on scale 1-7","2005","lower secondary degree","indirect migration background","45","0.179364007515781","0.13208909212421","0.226638922907351"
"5 on scale 1-7","2005","secondary school degree","no migration background","1130","0.204525202675859","0.193933442468884","0.215116962882834"
"5 on scale 1-7","2005","secondary school degree","direct migration background","55","0.214393293602839","0.162471383688585","0.266315203517093"
"5 on scale 1-7","2005","secondary school degree","indirect migration background","46","0.207127446705444","0.151242746665636","0.263012146745251"
"5 on scale 1-7","2005","college entrance qualification","no migration background","927","0.19946725120521","0.188074553201049","0.210859949209372"
"5 on scale 1-7","2005","college entrance qualification","direct migration background","58","0.219704185625335","0.169853176037477","0.269555195213193"
"5 on scale 1-7","2005","college entrance qualification","indirect migration background","49","0.277122523143651","0.214622059812738","0.339622986474565"
"5 on scale 1-7","2005","Other degree","no migration background","","","",""
"5 on scale 1-7","2005","Other degree","direct migration background","201","0.197065742109364","0.172274658746671","0.221856825472056"
"5 on scale 1-7","2005","Other degree","indirect migration background","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","no migration background","101","0.168756611455994","0.13835418028912","0.199159042622869"
"5 on scale 1-7","2005","no degree/no degree yet","direct migration background","40","0.176532143892912","0.12615054175236","0.226913746033463"
"5 on scale 1-7","2005","no degree/no degree yet","indirect migration background","","","",""
"6 on scale 1-7","2005","lower secondary degree","no migration background","1435","0.217912197346072","0.207662692265625","0.228161702426519"
"6 on scale 1-7","2005","lower secondary degree","direct migration background","133","0.223039041328957","0.189646384938619","0.256431697719295"
"6 on scale 1-7","2005","lower secondary degree","indirect migration background","45","0.204426583954243","0.154733420171169","0.254119747737318"
"6 on scale 1-7","2005","secondary school degree","no migration background","1183","0.200582648635597","0.190067510607805","0.211097786663389"
"6 on scale 1-7","2005","secondary school degree","direct migration background","51","0.233621008234524","0.180088177020908","0.28715383944814"
"6 on scale 1-7","2005","secondary school degree","indirect migration background","32","0.162738019617035","0.111834524241438","0.213641514992632"
"6 on scale 1-7","2005","college entrance qualification","no migration background","830","0.170184486671271","0.159470478044662","0.180898495297879"
