"plh0216","year","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","213","0.038551325879277","0.0340674576434611","0.0430351941150929"
"1 Strongly disagree","2005","secondary school degree","163","0.027248631890367","0.023133575743546","0.0313636880371879"
"1 Strongly disagree","2005","college entrance qualification","199","0.0417006377833415","0.0362609990755491","0.0471402764911338"
"1 Strongly disagree","2005","Other degree","41","0.0317473820293864","0.0214609610846823","0.0420338029740906"
"1 Strongly disagree","2005","no degree/no degree yet","61","0.0611267448577986","0.0454842934671378","0.0767691962484595"
"2 on scale 1-7 ","2005","lower secondary degree","463","0.0683250013279216","0.0624488607792784","0.0742011418765649"
"2 on scale 1-7 ","2005","secondary school degree","485","0.0843593803298623","0.0773346168740575","0.091384143785667"
"2 on scale 1-7 ","2005","college entrance qualification","612","0.107303609605741","0.0988817661909339","0.115725453020549"
"2 on scale 1-7 ","2005","Other degree","58","0.0514442531557045","0.0384839292124833","0.0644045770989257"
"2 on scale 1-7 ","2005","no degree/no degree yet","129","0.147655094050859","0.124490878486935","0.170819309614783"
"3 on scale 1-7 ","2005","lower secondary degree","683","0.0905808051986843","0.083896284437094","0.0972653259602746"
"3 on scale 1-7 ","2005","secondary school degree","731","0.113288715890366","0.105277712163061","0.121299719617671"
"3 on scale 1-7 ","2005","college entrance qualification","810","0.159878592541675","0.149905857261117","0.169851327822233"
"3 on scale 1-7 ","2005","Other degree","99","0.0756394532759239","0.0601259141744822","0.0911529923773656"
"3 on scale 1-7 ","2005","no degree/no degree yet","131","0.122013690754203","0.100642247615654","0.143385133892752"
"4 on scale 1-7","2005","lower secondary degree","1196","0.171659026198046","0.162876731136008","0.180441321260084"
"4 on scale 1-7","2005","secondary school degree","1120","0.18212157789307","0.172366571316871","0.19187658446927"
"4 on scale 1-7","2005","college entrance qualification","1082","0.2023504362837","0.191418269573258","0.213282602994142"
"4 on scale 1-7","2005","Other degree","210","0.187479191987668","0.164580547415272","0.210377836560065"
"4 on scale 1-7","2005","no degree/no degree yet","153","0.161572915800708","0.137540212417327","0.185605619184089"
"5 on scale 1-7","2005","lower secondary degree","1425","0.197565492806463","0.188292274709488","0.206838710903439"
"5 on scale 1-7","2005","secondary school degree","1231","0.205139686751526","0.194933283107242","0.215346090395809"
"5 on scale 1-7","2005","college entrance qualification","1034","0.203518512495693","0.192562868530025","0.214474156461361"
"5 on scale 1-7","2005","Other degree","220","0.193047309119187","0.169890863046421","0.216203755191953"
"5 on scale 1-7","2005","no degree/no degree yet","158","0.169539319490858","0.145038509019203","0.194040129962512"
"6 on scale 1-7","2005","lower secondary degree","1613","0.217900811825633","0.208286228414619","0.227515395236648"
"6 on scale 1-7","2005","secondary school degree","1266","0.200894291840802","0.190767114758494","0.21102146892311"
"6 on scale 1-7","2005","college entrance qualification","923","0.171200466103412","0.160950431589221","0.181450500617603"
"6 on scale 1-7","2005","Other degree","250","0.228033430697852","0.203417599737249","0.252649261658455"
"6 on scale 1-7","2005","no degree/no degree yet","142","0.156712700145805","0.132975714225681","0.180449686065929"
"7 Strongly agree","2005","lower secondary degree","1489","0.215417536763974","0.205842731366857","0.224992342161092"
"7 Strongly agree","2005","secondary school degree","1017","0.186947715404007","0.177093505533443","0.196801925274571"
"7 Strongly agree","2005","college entrance qualification","528","0.114047745186437","0.105398133358697","0.122697357014177"
"7 Strongly agree","2005","Other degree","238","0.232608979734278","0.207821202279635","0.257396757188921"
"7 Strongly agree","2005","no degree/no degree yet","127","0.181379534899768","0.156218926623521","0.206540143176015"
"1 Strongly disagree","2006","lower secondary degree","","","",""
"1 Strongly disagree","2006","secondary school degree","","","",""
"1 Strongly disagree","2006","college entrance qualification","","","",""
"1 Strongly disagree","2006","Other degree","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","secondary school degree","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Other degree","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","secondary school degree","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Other degree","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","lower secondary degree","","","",""
"4 on scale 1-7","2006","secondary school degree","","","",""
"4 on scale 1-7","2006","college entrance qualification","","","",""
"4 on scale 1-7","2006","Other degree","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","lower secondary degree","","","",""
"5 on scale 1-7","2006","secondary school degree","","","",""
"5 on scale 1-7","2006","college entrance qualification","","","",""
"5 on scale 1-7","2006","Other degree","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","lower secondary degree","","","",""
"6 on scale 1-7","2006","secondary school degree","","","",""
"6 on scale 1-7","2006","college entrance qualification","","","",""
"6 on scale 1-7","2006","Other degree","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","","","",""
"7 Strongly agree","2006","lower secondary degree","","","",""
"7 Strongly agree","2006","secondary school degree","","","",""
"7 Strongly agree","2006","college entrance qualification","","","",""
"7 Strongly agree","2006","Other degree","","","",""
"7 Strongly agree","2006","no degree/no degree yet","","","",""
"1 Strongly disagree","2007","lower secondary degree","","","",""
"1 Strongly disagree","2007","secondary school degree","","","",""
"1 Strongly disagree","2007","college entrance qualification","","","",""
"1 Strongly disagree","2007","Other degree","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","","","",""
