"plh0216","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Urban Area","Male","313","0.0461033935161554","0.0410444442593048","0.0511623427730061"
"1 Strongly disagree","2005","Urban Area","Female","194","0.0298686102239303","0.0259502724226352","0.0337869480252253"
"1 Strongly disagree","2005","Rural Area","Male","117","0.0445344643784841","0.03747184990352","0.0515970788534482"
"1 Strongly disagree","2005","Rural Area","Female","70","0.0253844625858415","0.0202154592736253","0.0305534658980576"
"2 on scale 1-7 ","2005","Urban Area","Male","786","0.112105566312886","0.104494640656414","0.119716491969357"
"2 on scale 1-7 ","2005","Urban Area","Female","503","0.0670781476353395","0.0613198746317886","0.0728364206388904"
"2 on scale 1-7 ","2005","Rural Area","Male","320","0.099629072148088","0.089374592086781","0.109883552209395"
"2 on scale 1-7 ","2005","Rural Area","Female","188","0.0510445872792691","0.0438118296775354","0.0582773448810027"
"3 on scale 1-7 ","2005","Urban Area","Male","959","0.137190601528243","0.128890893049026","0.145490310007459"
"3 on scale 1-7 ","2005","Urban Area","Female","761","0.0950973978276772","0.0883449020238445","0.10184989363151"
"3 on scale 1-7 ","2005","Rural Area","Male","463","0.117682612416284","0.106649998013245","0.128715226819322"
"3 on scale 1-7 ","2005","Rural Area","Female","326","0.0934500758639953","0.0838849244208808","0.10301522730711"
"4 on scale 1-7","2005","Urban Area","Male","1301","0.198819767896426","0.189191722740272","0.20844781305258"
"4 on scale 1-7","2005","Urban Area","Female","1257","0.171536515168057","0.162859026306657","0.180214004029458"
"4 on scale 1-7","2005","Rural Area","Male","666","0.190796222567532","0.177343081160177","0.204249363974886"
"4 on scale 1-7","2005","Rural Area","Female","605","0.158590448244974","0.146585828979689","0.170595067510258"
"5 on scale 1-7","2005","Urban Area","Male","1298","0.195029556336872","0.185471195790309","0.204587916883435"
"5 on scale 1-7","2005","Urban Area","Female","1455","0.198000263090719","0.188827523077227","0.207173003104211"
"5 on scale 1-7","2005","Rural Area","Male","673","0.219212305062027","0.20504755829057","0.233377051833484"
"5 on scale 1-7","2005","Rural Area","Female","719","0.192562784006187","0.179604523159732","0.205521044852643"
"6 on scale 1-7","2005","Urban Area","Male","1170","0.180387597899345","0.171111809710555","0.189663386088135"
"6 on scale 1-7","2005","Urban Area","Female","1602","0.214900452623928","0.205445483470114","0.224355421777742"
"6 on scale 1-7","2005","Rural Area","Male","635","0.182706189174639","0.169475709039427","0.195936669309852"
"6 on scale 1-7","2005","Rural Area","Female","850","0.227605228768213","0.213826252935072","0.241384204601354"
"7 Strongly agree","2005","Urban Area","Male","774","0.130363516510073","0.122241008772938","0.138486024247209"
"7 Strongly agree","2005","Urban Area","Female","1478","0.223518613430349","0.213928992066958","0.23310823479374"
"7 Strongly agree","2005","Rural Area","Male","403","0.145439134252946","0.13336872456456","0.157509543941331"
"7 Strongly agree","2005","Rural Area","Female","799","0.25136241325152","0.237106595291564","0.265618231211477"
"1 Strongly disagree","2006","Urban Area","Male","","","",""
"1 Strongly disagree","2006","Urban Area","Female","","","",""
"1 Strongly disagree","2006","Rural Area","Male","","","",""
"1 Strongly disagree","2006","Rural Area","Female","","","",""
"2 on scale 1-7 ","2006","Urban Area","Male","","","",""
"2 on scale 1-7 ","2006","Urban Area","Female","","","",""
"2 on scale 1-7 ","2006","Rural Area","Male","","","",""
"2 on scale 1-7 ","2006","Rural Area","Female","","","",""
"3 on scale 1-7 ","2006","Urban Area","Male","","","",""
"3 on scale 1-7 ","2006","Urban Area","Female","","","",""
"3 on scale 1-7 ","2006","Rural Area","Male","","","",""
"3 on scale 1-7 ","2006","Rural Area","Female","","","",""
"4 on scale 1-7","2006","Urban Area","Male","","","",""
"4 on scale 1-7","2006","Urban Area","Female","","","",""
"4 on scale 1-7","2006","Rural Area","Male","","","",""
"4 on scale 1-7","2006","Rural Area","Female","","","",""
"5 on scale 1-7","2006","Urban Area","Male","","","",""
"5 on scale 1-7","2006","Urban Area","Female","","","",""
"5 on scale 1-7","2006","Rural Area","Male","","","",""
"5 on scale 1-7","2006","Rural Area","Female","","","",""
"6 on scale 1-7","2006","Urban Area","Male","","","",""
"6 on scale 1-7","2006","Urban Area","Female","","","",""
"6 on scale 1-7","2006","Rural Area","Male","","","",""
"6 on scale 1-7","2006","Rural Area","Female","","","",""
"7 Strongly agree","2006","Urban Area","Male","","","",""
"7 Strongly agree","2006","Urban Area","Female","","","",""
"7 Strongly agree","2006","Rural Area","Male","","","",""
"7 Strongly agree","2006","Rural Area","Female","","","",""
"1 Strongly disagree","2007","Urban Area","Male","","","",""
"1 Strongly disagree","2007","Urban Area","Female","","","",""
"1 Strongly disagree","2007","Rural Area","Male","","","",""
"1 Strongly disagree","2007","Rural Area","Female","","","",""
"2 on scale 1-7 ","2007","Urban Area","Male","","","",""
"2 on scale 1-7 ","2007","Urban Area","Female","","","",""
"2 on scale 1-7 ","2007","Rural Area","Male","","","",""
"2 on scale 1-7 ","2007","Rural Area","Female","","","",""
"3 on scale 1-7 ","2007","Urban Area","Male","","","",""
"3 on scale 1-7 ","2007","Urban Area","Female","","","",""
"3 on scale 1-7 ","2007","Rural Area","Male","","","",""
"3 on scale 1-7 ","2007","Rural Area","Female","","","",""
"4 on scale 1-7","2007","Urban Area","Male","","","",""
"4 on scale 1-7","2007","Urban Area","Female","","","",""
"4 on scale 1-7","2007","Rural Area","Male","","","",""
"4 on scale 1-7","2007","Rural Area","Female","","","",""
"5 on scale 1-7","2007","Urban Area","Male","","","",""
"5 on scale 1-7","2007","Urban Area","Female","","","",""
"5 on scale 1-7","2007","Rural Area","Male","","","",""
"5 on scale 1-7","2007","Rural Area","Female","","","",""
"6 on scale 1-7","2007","Urban Area","Male","","","",""
"6 on scale 1-7","2007","Urban Area","Female","","","",""
"6 on scale 1-7","2007","Rural Area","Male","","","",""
"6 on scale 1-7","2007","Rural Area","Female","","","",""
"7 Strongly agree","2007","Urban Area","Male","","","",""
"7 Strongly agree","2007","Urban Area","Female","","","",""
"7 Strongly agree","2007","Rural Area","Male","","","",""
"7 Strongly agree","2007","Rural Area","Female","","","",""
"1 Strongly disagree","2008","Urban Area","Male","","","",""
"1 Strongly disagree","2008","Urban Area","Female","","","",""
"1 Strongly disagree","2008","Rural Area","Male","","","",""
"1 Strongly disagree","2008","Rural Area","Female","","","",""
"2 on scale 1-7 ","2008","Urban Area","Male","","","",""
"2 on scale 1-7 ","2008","Urban Area","Female","","","",""
"2 on scale 1-7 ","2008","Rural Area","Male","","","",""
"2 on scale 1-7 ","2008","Rural Area","Female","","","",""
"3 on scale 1-7 ","2008","Urban Area","Male","","","",""
"3 on scale 1-7 ","2008","Urban Area","Female","","","",""
"3 on scale 1-7 ","2008","Rural Area","Male","","","",""
"3 on scale 1-7 ","2008","Rural Area","Female","","","",""
"4 on scale 1-7","2008","Urban Area","Male","","","",""
"4 on scale 1-7","2008","Urban Area","Female","","","",""
"4 on scale 1-7","2008","Rural Area","Male","","","",""
"4 on scale 1-7","2008","Rural Area","Female","","","",""
"5 on scale 1-7","2008","Urban Area","Male","","","",""
"5 on scale 1-7","2008","Urban Area","Female","","","",""
"5 on scale 1-7","2008","Rural Area","Male","","","",""
"5 on scale 1-7","2008","Rural Area","Female","","","",""
"6 on scale 1-7","2008","Urban Area","Male","","","",""
"6 on scale 1-7","2008","Urban Area","Female","","","",""
"6 on scale 1-7","2008","Rural Area","Male","","","",""
"6 on scale 1-7","2008","Rural Area","Female","","","",""
"7 Strongly agree","2008","Urban Area","Male","","","",""
"7 Strongly agree","2008","Urban Area","Female","","","",""
"7 Strongly agree","2008","Rural Area","Male","","","",""
"7 Strongly agree","2008","Rural Area","Female","","","",""
"1 Strongly disagree","2009","Urban Area","Male","324","0.0537531946146883","0.0478352041175778","0.0596711851117988"
"1 Strongly disagree","2009","Urban Area","Female","192","0.030947775100843","0.0266374946079942","0.0352580555936917"
"1 Strongly disagree","2009","Rural Area","Male","129","0.0480840555977028","0.0404461143574268","0.0557219968379787"
"1 Strongly disagree","2009","Rural Area","Female","76","0.0319625073432405","0.025881274053128","0.038043740633353"
"2 on scale 1-7 ","2009","Urban Area","Male","878","0.153966322329898","0.144495741740968","0.163436902918828"
"2 on scale 1-7 ","2009","Urban Area","Female","621","0.100958040289699","0.0934594838961328","0.108456596683266"
"2 on scale 1-7 ","2009","Rural Area","Male","424","0.128145347309605","0.116212339275162","0.140078355344048"
"2 on scale 1-7 ","2009","Rural Area","Female","277","0.0928065647312856","0.0827750976359327","0.102838031826639"
