"plh0216","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","Urban Area","227","0.046072974706373","0.0403825683514295","0.0517633810613165","1"
"1 Strongly disagree","2005","Not Employed","Rural Area","76","0.031550739925753","0.0248954287790848","0.0382060510724212","1"
"1 Strongly disagree","2005","Employed","Urban Area","280","0.0321184799786006","0.0284000875496415","0.0358368724075596","1"
"1 Strongly disagree","2005","Employed","Rural Area","111","0.0367115738323363","0.0310134494398738","0.0424096982247988","1"
"2 on scale 1-7 ","2005","Not Employed","Rural Area","162","0.0587403937344597","0.0497878120667385","0.0676929754021809","2"
"2 on scale 1-7 ","2005","Employed","Urban Area","875","0.095300969935382","0.0891084508473642","0.1014934890234","2"
"2 on scale 1-7 ","2005","Employed","Rural Area","346","0.0851539843588478","0.0766967427017835","0.0936112260159121","2"
"2 on scale 1-7 ","2005","Not Employed","Urban Area","414","0.0794431259610781","0.0721027880576845","0.0867834638644717","2"
"3 on scale 1-7 ","2005","Not Employed","Rural Area","264","0.0945653542306858","0.0834244681070125","0.105706240354359","3"
"3 on scale 1-7 ","2005","Employed","Urban Area","1159","0.126292927494437","0.119287428548693","0.133298426440181","3"
"3 on scale 1-7 ","2005","Employed","Rural Area","525","0.112303337477594","0.102736225038269","0.121870449916919","3"
"3 on scale 1-7 ","2005","Not Employed","Urban Area","561","0.0995255374796175","0.091399748426356","0.107651326532879","3"
"4 on scale 1-7","2005","Employed","Rural Area","800","0.180846459272598","0.16918400605525","0.192508912489946","4"
"4 on scale 1-7","2005","Not Employed","Rural Area","471","0.164216360811059","0.150111126707255","0.178321594914863","4"
"4 on scale 1-7","2005","Employed","Urban Area","1664","0.191264236384198","0.182969800755257","0.199558672013138","4"
"4 on scale 1-7","2005","Not Employed","Urban Area","894","0.175135900282124","0.164819186824122","0.185452613740127","4"
"5 on scale 1-7","2005","Employed","Urban Area","1760","0.202728428952617","0.194249771340069","0.211207086565166","5"
"5 on scale 1-7","2005","Not Employed","Rural Area","520","0.201330347927885","0.186063008281608","0.216597687574162","5"
"5 on scale 1-7","2005","Not Employed","Urban Area","993","0.18741794871369","0.17682536803972","0.198010529387659","5"
"5 on scale 1-7","2005","Employed","Rural Area","872","0.208199801480651","0.195897107773277","0.220502495188025","5"
"6 on scale 1-7","2005","Employed","Urban Area","1667","0.195346467395489","0.186985166099634","0.203707768691344","6"
"6 on scale 1-7","2005","Employed","Rural Area","876","0.195969761814725","0.183942051032274","0.207997472597176","6"
"6 on scale 1-7","2005","Not Employed","Rural Area","609","0.220661113216842","0.204872236638059","0.236449989795625","6"
"6 on scale 1-7","2005","Not Employed","Urban Area","1105","0.202342737186228","0.19143801640414","0.213247457968317","6"
"7 Strongly agree","2005","Employed","Rural Area","654","0.180815081763248","0.169153416986091","0.192476746540404","7"
"7 Strongly agree","2005","Not Employed","Rural Area","548","0.228935690153315","0.21293910780147","0.244932272505161","7"
"7 Strongly agree","2005","Employed","Urban Area","1232","0.156948489859276","0.149277131740274","0.164619847978278","7"
"7 Strongly agree","2005","Not Employed","Urban Area","1020","0.210061775670889","0.199004894086661","0.221118657255117","7"
"1 Strongly disagree","2006","Not Employed","Urban Area","","","","","1"
"1 Strongly disagree","2006","Not Employed","Rural Area","","","","","1"
"1 Strongly disagree","2006","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2006","Employed","Rural Area","","","","","1"
"2 on scale 1-7 ","2006","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","Employed","Urban Area","","","","","3"
"4 on scale 1-7","2006","Not Employed","Rural Area","","","","","4"
"4 on scale 1-7","2006","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2006","Employed","Rural Area","","","","","4"
