"plh0216","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","no migration background","163","0.0389649328362622","0.0330574743178165","0.0448723913547079"
"1 Strongly disagree","2005","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2005","16-34 y.","indirect migration background","44","0.0540792920219413","0.0368761839915419","0.0712824000523408"
"1 Strongly disagree","2005","35-65 y.","no migration background","274","0.0323567560338343","0.0288822493822376","0.035831262685431"
"1 Strongly disagree","2005","35-65 y.","direct migration background","39","0.0239822278229923","0.016158552519509","0.0318059031264757"
"1 Strongly disagree","2005","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2005","66 and older","no migration background","131","0.0421006235774417","0.0353584099743375","0.048842837180546"
"1 Strongly disagree","2005","66 and older","direct migration background","","","",""
"1 Strongly disagree","2005","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2005","16-34 y.","no migration background","470","0.114197406989774","0.104488045015291","0.123906768964258"
"2 on scale 1-7 ","2005","16-34 y.","direct migration background","52","0.0977583782917568","0.0723782599893816","0.123138496594132"
"2 on scale 1-7 ","2005","16-34 y.","indirect migration background","80","0.111341656779979","0.0874161964544598","0.135267117105498"
"2 on scale 1-7 ","2005","35-65 y.","no migration background","838","0.0803639559043451","0.0750257948618965","0.0857021169467938"
"2 on scale 1-7 ","2005","35-65 y.","direct migration background","86","0.058277141569182","0.0462973883933236","0.0702568947450404"
"2 on scale 1-7 ","2005","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2005","66 and older","no migration background","233","0.0713141060462393","0.0626739727284868","0.0799542393639919"
"2 on scale 1-7 ","2005","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2005","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2005","16-34 y.","no migration background","618","0.135928360266258","0.125466136323415","0.146390584209101"
"3 on scale 1-7 ","2005","16-34 y.","direct migration background","63","0.11223987012763","0.085263928389198","0.139215811866062"
"3 on scale 1-7 ","2005","16-34 y.","indirect migration background","91","0.11514926255191","0.0908703271050922","0.139428197998727"
"3 on scale 1-7 ","2005","35-65 y.","no migration background","1207","0.113812528662674","0.107576460335305","0.120048596990042"
"3 on scale 1-7 ","2005","35-65 y.","direct migration background","122","0.0733434335023054","0.0600119888026401","0.0866748782019708"
"3 on scale 1-7 ","2005","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2005","66 and older","no migration background","348","0.0997314680505376","0.0896714111077842","0.109791524993291"
"3 on scale 1-7 ","2005","66 and older","direct migration background","38","0.115864859899936","0.0831194632613433","0.148610256538529"
"3 on scale 1-7 ","2005","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2005","16-34 y.","no migration background","783","0.183629118139362","0.171809359056862","0.195448877221863"
"4 on scale 1-7","2005","16-34 y.","direct migration background","103","0.182170700288445","0.149184991869568","0.215156408707322"
"4 on scale 1-7","2005","16-34 y.","indirect migration background","119","0.170283785100601","0.141693697393522","0.198873872807679"
