"plh0216","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","Male","151","0.0557653755179193","0.0468414998862379","0.0646892511496007","1"
"1 Strongly disagree","2005","16-34 y.","Female","75","0.0249599230596334","0.0191524883945113","0.0307673577247555","1"
"1 Strongly disagree","2005","35-65 y.","Male","190","0.0370976956711493","0.0321515152829802","0.0420438760593183","1"
"1 Strongly disagree","2005","35-65 y.","Female","126","0.0249097931655902","0.0209590609503657","0.0288605253808147","1"
"1 Strongly disagree","2005","66 and older","Male","89","0.0558757939389877","0.0450495698006619","0.0667020180773135","1"
"1 Strongly disagree","2005","66 and older","Female","63","0.0392701558482267","0.0308762730974981","0.0476640385989553","1"
"2 on scale 1-7 ","2005","35-65 y.","Male","556","0.0912683702640537","0.0837316336007924","0.098805106927315","2"
"2 on scale 1-7 ","2005","16-34 y.","Male","392","0.151273510937554","0.137338845229527","0.165208176645581","2"
"2 on scale 1-7 ","2005","66 and older","Female","101","0.0519480253517575","0.0423577397533047","0.0615383109502102","2"
"2 on scale 1-7 ","2005","16-34 y.","Female","210","0.0709859858543085","0.0614261833601418","0.0805457883484752","2"
"2 on scale 1-7 ","2005","35-65 y.","Female","380","0.0627415871405434","0.056594384076513","0.0688887902045738","2"
"2 on scale 1-7 ","2005","66 and older","Male","158","0.0966182132471797","0.082692554112699","0.11054387238166","2"
"3 on scale 1-7 ","2005","66 and older","Male","236","0.128335822065651","0.11257063450174","0.144101009629563","3"
"3 on scale 1-7 ","2005","16-34 y.","Male","444","0.160123270210359","0.14586173650821","0.174384803912508","3"
"3 on scale 1-7 ","2005","35-65 y.","Female","608","0.0984845786814927","0.0909312074225238","0.106037949940462","3"
"3 on scale 1-7 ","2005","35-65 y.","Male","742","0.117965700614574","0.109524077016618","0.12640732421253","3"
"3 on scale 1-7 ","2005","16-34 y.","Female","328","0.0995950664824004","0.0884472624934432","0.110742870471358","3"
"3 on scale 1-7 ","2005","66 and older","Female","151","0.0816007464722133","0.0697705005672264","0.0934309923772002","3"
"4 on scale 1-7","2005","66 and older","Female","332","0.158979600273934","0.143177860313938","0.17478134023393","4"
"4 on scale 1-7","2005","16-34 y.","Female","481","0.174584768269141","0.160453182690914","0.188716353847368","4"
"4 on scale 1-7","2005","35-65 y.","Male","1116","0.202759347544656","0.192237535695442","0.21328115939387","4"
"4 on scale 1-7","2005","66 and older","Male","327","0.188401561089992","0.169969943793382","0.206833178386603","4"
"4 on scale 1-7","2005","16-34 y.","Male","524","0.18880287654089","0.173583434289576","0.204022318792203","4"
"4 on scale 1-7","2005","35-65 y.","Female","1049","0.168250517166639","0.158767542085717","0.17773349224756","4"
"5 on scale 1-7","2005","66 and older","Female","382","0.178666479468371","0.162112124665548","0.195220834271193","5"
"5 on scale 1-7","2005","35-65 y.","Female","1203","0.196697145516874","0.186620666160423","0.206773624873326","5"
"5 on scale 1-7","2005","66 and older","Male","361","0.217613161559222","0.198163863062652","0.237062460055793","5"
"5 on scale 1-7","2005","16-34 y.","Male","442","0.188224226325254","0.173022705591407","0.203425747059101","5"
"5 on scale 1-7","2005","16-34 y.","Female","589","0.213443460936009","0.198190369343035","0.228696552528983","5"
"5 on scale 1-7","2005","35-65 y.","Male","1168","0.204274710238934","0.193723694931808","0.214825725546061","5"
"6 on scale 1-7","2005","66 and older","Female","481","0.214090131577329","0.19636393175122","0.231816331403439","6"
"6 on scale 1-7","2005","35-65 y.","Male","1117","0.20387239703162","0.193329112511215","0.214415681552025","6"
"6 on scale 1-7","2005","66 and older","Male","325","0.171101315217574","0.153350103918465","0.188852526516683","6"
"6 on scale 1-7","2005","16-34 y.","Male","363","0.141584399437651","0.128026645889161","0.15514215298614","6"
"6 on scale 1-7","2005","35-65 y.","Female","1376","0.222473542269317","0.211930476671932","0.233016607866702","6"
"6 on scale 1-7","2005","16-34 y.","Female","595","0.216132885285348","0.200810261936933","0.231455508633762","6"
"7 Strongly agree","2005","66 and older","Female","547","0.275444861008168","0.256139229929401","0.294750492086935","7"
"7 Strongly agree","2005","66 and older","Male","233","0.142054132881392","0.125598769606961","0.158509496155823","7"
"7 Strongly agree","2005","35-65 y.","Male","720","0.142761778635013","0.133606699358762","0.151916857911263","7"
"7 Strongly agree","2005","35-65 y.","Female","1236","0.226442836059543","0.215833318530537","0.23705235358855","7"
"7 Strongly agree","2005","16-34 y.","Male","224","0.114226341030373","0.101856168810686","0.126596513250061","7"
"7 Strongly agree","2005","16-34 y.","Female","494","0.20029791011316","0.185399023928686","0.215196796297634","7"
"1 Strongly disagree","2006","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2006","66 and older","Male","","","","","1"
"1 Strongly disagree","2006","66 and older","Female","","","","","1"
"1 Strongly disagree","2006","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2006","16-34 y.","Male","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Male","","","","","2"
"3 on scale 1-7 ","2006","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Male","","","","","3"
"4 on scale 1-7","2006","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Male","","","","","4"
"4 on scale 1-7","2006","66 and older","Female","","","","","4"
"4 on scale 1-7","2006","66 and older","Male","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Male","","","","","4"
"5 on scale 1-7","2006","66 and older","Female","","","","","5"
