"plh0216","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","Male","37","0.121702128566005","0.0853075037859063","0.158096753346105"
"1 Strongly disagree","2005","in school","Female","","","",""
"1 Strongly disagree","2005","inadequately","Male","","","",""
"1 Strongly disagree","2005","inadequately","Female","","","",""
"1 Strongly disagree","2005","general elemantary","Male","54","0.0623927037948589","0.0453971357448336","0.0793882718448843"
"1 Strongly disagree","2005","general elemantary","Female","39","0.027592791618895","0.0196285704185625","0.0355570128192275"
"1 Strongly disagree","2005","middle vocational","Male","172","0.0394314931861748","0.0339671789191573","0.0448958074531923"
"1 Strongly disagree","2005","middle vocational","Female","114","0.0264796977981984","0.0221862211252075","0.0307731744711893"
"1 Strongly disagree","2005","vocational + Abi","Male","","","",""
"1 Strongly disagree","2005","vocational + Abi","Female","","","",""
"1 Strongly disagree","2005","higher vocational","Male","","","",""
"1 Strongly disagree","2005","higher vocational","Female","","","",""
"1 Strongly disagree","2005","higher education","Male","104","0.0482583492163552","0.0395074512040343","0.057009247228676"
"1 Strongly disagree","2005","higher education","Female","54","0.0337492897563708","0.02553595789271","0.0419626216200315"
"2 on scale 1-7 ","2005","in school","Male","70","0.225218080581052","0.178717474954524","0.27171868620758"
"2 on scale 1-7 ","2005","in school","Female","39","0.11877364756113","0.0842836212383819","0.153263673883879"
"2 on scale 1-7 ","2005","inadequately","Male","","","",""
"2 on scale 1-7 ","2005","inadequately","Female","","","",""
"2 on scale 1-7 ","2005","general elemantary","Male","81","0.0999917765280252","0.078912113041045","0.121071440015005"
"2 on scale 1-7 ","2005","general elemantary","Female","78","0.0469014313139547","0.0366216620846975","0.0571812005432118"
"2 on scale 1-7 ","2005","middle vocational","Male","463","0.0933206310783094","0.0851535740965607","0.101487688060058"
"2 on scale 1-7 ","2005","middle vocational","Female","310","0.0581378939526121","0.0518803573468834","0.0643954305583408"
"2 on scale 1-7 ","2005","vocational + Abi","Male","52","0.115706354007004","0.0866639883342357","0.144748719679772"
"2 on scale 1-7 ","2005","vocational + Abi","Female","49","0.0910737322225443","0.0692554399927877","0.112892024452301"
"2 on scale 1-7 ","2005","higher vocational","Male","94","0.112350158304993","0.0916028972271966","0.13309741938279"
"2 on scale 1-7 ","2005","higher vocational","Female","42","0.064639323329998","0.0459648255469652","0.0833138211130308"
"2 on scale 1-7 ","2005","higher education","Male","312","0.125549030893049","0.112019545823414","0.139078515962684"
"2 on scale 1-7 ","2005","higher education","Female","154","0.0702581616256707","0.0586337302658776","0.0818825929854639"
"3 on scale 1-7 ","2005","in school","Male","46","0.121357498107044","0.0850073106398285","0.157707685574259"
"3 on scale 1-7 ","2005","in school","Female","55","0.100288369880398","0.0682650248809611","0.132311714879835"
"3 on scale 1-7 ","2005","inadequately","Male","","","",""
"3 on scale 1-7 ","2005","inadequately","Female","","","",""
"3 on scale 1-7 ","2005","general elemantary","Male","106","0.134886435389742","0.110882691064518","0.158890179714966"
"3 on scale 1-7 ","2005","general elemantary","Female","131","0.0768776135644501","0.063925191235806","0.0898300358930942"
"3 on scale 1-7 ","2005","middle vocational","Male","656","0.117477190984158","0.108436749668308","0.126517632300008"
"3 on scale 1-7 ","2005","middle vocational","Female","482","0.0885697305065819","0.0809719896852651","0.0961674713278987"
"3 on scale 1-7 ","2005","vocational + Abi","Male","77","0.144378946036066","0.112467403503169","0.176290488568963"
"3 on scale 1-7 ","2005","vocational + Abi","Female","71","0.0922815608454477","0.0703336643012668","0.114229457389629"
"3 on scale 1-7 ","2005","higher vocational","Male","109","0.111667201241421","0.0909751401460261","0.132359262336816"
"3 on scale 1-7 ","2005","higher vocational","Female","70","0.105068842815974","0.0817802758696773","0.12835740976227"
"3 on scale 1-7 ","2005","higher education","Male","386","0.172153194411375","0.156738341495692","0.187568047327058"
"3 on scale 1-7 ","2005","higher education","Female","252","0.135168161506892","0.119617632154079","0.150718690859705"
