"plh0216","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","Male","66","0.0482239820282043","0.0363568755315319","0.0600910885248766","1"
"1 Strongly disagree","2005","1-pers.-HH","Female","68","0.0475634907590648","0.0374813887208882","0.0576455927972413","1"
"1 Strongly disagree","2005","(Married) couple without C. ","Male","143","0.0419125297734556","0.0352479891871444","0.0485770703597667","1"
"1 Strongly disagree","2005","(Married) couple without C. ","Female","63","0.0170395129865958","0.0127786472095473","0.0213003787636443","1"
"1 Strongly disagree","2005","Single parent ","Male","22","","","","1"
"1 Strongly disagree","2005","Single parent ","Female","14","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Male","65","0.0498242365886765","0.0397976961810984","0.0598507769962545","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Female","37","0.0231517926623073","0.0163862000849203","0.0299173852396944","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Male","81","0.0353553069270398","0.0270710011132808","0.0436396127407987","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Female","45","0.0313028191956551","0.0230972108589947","0.0395084275323156","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Male","44","0.0521709607404446","0.03729161382809","0.0670503076527991","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Female","31","0.0359570680834336","0.0233738878630818","0.0485402483037853","1"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Male","360","0.0908136861584246","0.0812572096568172","0.100370162660032","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Male","217","0.114436908676959","0.0997671955809055","0.129106621773012","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Male","111","0.115691993164091","0.094289819814273","0.137094166513909","2"
"2 on scale 1-7 ","2005","1-pers.-HH","Female","126","0.0718029159708161","0.0595740171564","0.0840318147852321","2"
"2 on scale 1-7 ","2005","Single parent ","Female","38","0.0453603164262357","0.0305949713354804","0.060125661516991","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Female","65","0.0601750501438126","0.044102610311336","0.0762474899762891","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Female","202","0.0586064212359993","0.0508732175125132","0.0663396249594853","2"
