"plh0216","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","no migration background","120","0.047812714597177","0.0396996449598228","0.0559257842345313","1"
"1 Strongly disagree","2005","1-pers.-HH","direct migration background","11","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","indirect migration background","3","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","no migration background","180","0.0280775723614509","0.0239676105657195","0.0321875341571824","1"
"1 Strongly disagree","2005","(Married) couple without C. ","direct migration background","22","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","indirect migration background","4","","","","1"
"1 Strongly disagree","2005","Single parent ","no migration background","29","","","","1"
"1 Strongly disagree","2005","Single parent ","direct migration background","2","","","","1"
"1 Strongly disagree","2005","Single parent ","indirect migration background","5","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","no migration background","79","0.038433335452225","0.0315565340121567","0.0453101368922932","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","direct migration background","18","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","indirect migration background","5","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","no migration background","97","0.0296843452644596","0.0236424195809735","0.0357262709479457","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","direct migration background","15","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","indirect migration background","14","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","no migration background","55","0.0475476748190346","0.035925793808858","0.0591695558292111","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","direct migration background","8","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","indirect migration background","12","","","","1"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","31","0.0788104495232279","0.0420161207523474","0.115604778294108","2"
"2 on scale 1-7 ","2005","1-pers.-HH","no migration background","233","0.0919813113200166","0.0809925306351226","0.102970092004911","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","10","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","direct migration background","13","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","indirect migration background","13","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","505","0.0744878254876988","0.067955378086998","0.0810202728883995","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","47","0.0748775963204599","0.0553243434110533","0.0944308492298664","2"
"2 on scale 1-7 ","2005","Single parent ","no migration background","64","0.0734260625209362","0.0563851833799046","0.0904669416619679","2"
"2 on scale 1-7 ","2005","Single parent ","direct migration background","7","","","","2"
