"plh0216","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","Urban Area","100","0.0479148999887518","0.0387448350540926","0.0570849649234111","1"
"1 Strongly disagree","2005","1-pers.-HH","Rural Area","34","0.0476862715473146","0.0336065696024144","0.0617659734922149","1"
"1 Strongly disagree","2005","(Married) couple without C. ","Urban Area","161","0.034212223882876","0.0290510541307788","0.0393733936349733","1"
"1 Strongly disagree","2005","(Married) couple without C. ","Rural Area","45","0.0198315319924312","0.0140732570963392","0.0255898068885232","1"
"1 Strongly disagree","2005","Single parent ","Urban Area","27","","","","1"
"1 Strongly disagree","2005","Single parent ","Rural Area","9","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Urban Area","75","0.0325564335310282","0.0256627693496161","0.0394500977124403","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Rural Area","27","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Urban Area","82","0.0319664676711603","0.0247521947763964","0.0391807405659242","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Rural Area","44","0.0363096012079381","0.026349633072401","0.0462695693434753","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Urban Area","49","0.0436337074847639","0.0316163276006149","0.0556510873689129","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Rural Area","26","","","","1"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Urban Area","421","0.0804496978045956","0.0727270435319643","0.0881723520772269","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Urban Area","246","0.0961699955849998","0.0847179764063178","0.107622014763682","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Urban Area","118","0.0885145674572082","0.0718048601236009","0.105224274790816","2"
"2 on scale 1-7 ","2005","1-pers.-HH","Rural Area","56","0.0703099845245056","0.0534178574618847","0.0872021115871264","2"
"2 on scale 1-7 ","2005","Single parent ","Rural Area","24","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Rural Area","58","0.0906909809334754","0.0674995127906875","0.113882449076263","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Rural Area","141","0.0630721256402088","0.053032079430611","0.0731121718498066","2"
"2 on scale 1-7 ","2005","1-pers.-HH","Urban Area","203","0.0978303863479986","0.0850753936095232","0.110585379086474","2"
"2 on scale 1-7 ","2005","Single parent ","Urban Area","58","0.0898733411481353","0.0688805740479665","0.110866108248304","2"
