"plh0216","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","Urban Area","35","0.075155577554742","0.0507967274286237","0.0995144276808604"
"1 Strongly disagree","2005","in school","Rural Area","19","","",""
"1 Strongly disagree","2005","inadequately","Urban Area","6","","",""
"1 Strongly disagree","2005","inadequately","Rural Area","5","","",""
"1 Strongly disagree","2005","general elemantary","Urban Area","70","0.0369894488360636","0.0278633795406751","0.046115518131452"
"1 Strongly disagree","2005","general elemantary","Rural Area","23","","",""
"1 Strongly disagree","2005","middle vocational","Urban Area","207","0.0363206458782871","0.0317864291417908","0.0408548626147833"
"1 Strongly disagree","2005","middle vocational","Rural Area","79","0.0260388962153147","0.020911037193787","0.0311667552368424"
"1 Strongly disagree","2005","vocational + Abi","Urban Area","31","0.0413578937201592","0.028126794647317","0.0545889927930014"
"1 Strongly disagree","2005","vocational + Abi","Rural Area","7","","",""
"1 Strongly disagree","2005","higher vocational","Urban Area","24","","",""
"1 Strongly disagree","2005","higher vocational","Rural Area","15","","",""
"1 Strongly disagree","2005","higher education","Urban Area","124","0.0394513683265908","0.0324420952597701","0.0464606413934114"
"1 Strongly disagree","2005","higher education","Rural Area","34","0.0488802934524417","0.0366706164750307","0.0610899704298527"
"2 on scale 1-7 ","2005","in school","Urban Area","80","0.170978293742221","0.136193032090473","0.205763555393969"
"2 on scale 1-7 ","2005","in school","Rural Area","29","","",""
"2 on scale 1-7 ","2005","inadequately","Urban Area","11","","",""
"2 on scale 1-7 ","2005","inadequately","Rural Area","5","","",""
"2 on scale 1-7 ","2005","general elemantary","Urban Area","104","0.0635913775471269","0.051791944839991","0.0753908102542629"
"2 on scale 1-7 ","2005","general elemantary","Rural Area","55","0.0647725113242022","0.0472742340354173","0.0822707886129871"
"2 on scale 1-7 ","2005","middle vocational","Urban Area","524","0.0784786795506805","0.0719610787863704","0.0849962803149906"
"2 on scale 1-7 ","2005","middle vocational","Rural Area","249","0.0693335896923548","0.061154163315243","0.0775130160694666"
"2 on scale 1-7 ","2005","vocational + Abi","Urban Area","74","0.105238366212972","0.0848478044775131","0.125628927948431"
"2 on scale 1-7 ","2005","vocational + Abi","Rural Area","27","","",""
"2 on scale 1-7 ","2005","higher vocational","Urban Area","100","0.103654132568552","0.0847526239798062","0.122555641157299"
"2 on scale 1-7 ","2005","higher vocational","Rural Area","36","0.0712066958008811","0.0498496859383861","0.0925637056633761"
"2 on scale 1-7 ","2005","higher education","Urban Area","370","0.110426657092787","0.0991414350625968","0.121711879122977"
"2 on scale 1-7 ","2005","higher education","Rural Area","96","0.0759347890162739","0.0609347845814666","0.0909347934510813"
"3 on scale 1-7 ","2005","in school","Urban Area","76","0.111233180100041","0.0821827258691712","0.140283634330911"
"3 on scale 1-7 ","2005","in school","Rural Area","25","","",""
"3 on scale 1-7 ","2005","inadequately","Urban Area","20","","",""
"3 on scale 1-7 ","2005","inadequately","Rural Area","3","","",""
"3 on scale 1-7 ","2005","general elemantary","Urban Area","171","0.1074850600505","0.0925085332397804","0.122461586861219"
"3 on scale 1-7 ","2005","general elemantary","Rural Area","66","0.0693877208304303","0.0513215132713117","0.087453928389549"
"3 on scale 1-7 ","2005","middle vocational","Urban Area","733","0.102585315920628","0.0952317430116208","0.109938888829636"
"3 on scale 1-7 ","2005","middle vocational","Rural Area","405","0.102998316100675","0.0932109535446597","0.11278567865669"
"3 on scale 1-7 ","2005","vocational + Abi","Urban Area","113","0.112614209178112","0.0916083090857909","0.133620109270433"
"3 on scale 1-7 ","2005","vocational + Abi","Rural Area","35","0.123888382341026","0.0841471675432814","0.16362959713877"
"3 on scale 1-7 ","2005","higher vocational","Urban Area","117","0.110531466683948","0.0910880041452874","0.129974929222608"
"3 on scale 1-7 ","2005","higher vocational","Rural Area","62","0.105835967050104","0.0802886243966779","0.13138330970353"
"3 on scale 1-7 ","2005","higher education","Urban Area","460","0.1597624627465","0.146570157901096","0.172954767591903"
"3 on scale 1-7 ","2005","higher education","Rural Area","178","0.145379445257212","0.12541956862679","0.165339321887634"
"4 on scale 1-7","2005","in school","Urban Area","76","0.181379398080389","0.14577717251851","0.216981623642268"
"4 on scale 1-7","2005","in school","Rural Area","38","0.144699065774982","0.0956977397446817","0.193700391805283"
"4 on scale 1-7","2005","inadequately","Urban Area","28","","",""
"4 on scale 1-7","2005","inadequately","Rural Area","6","","",""
"4 on scale 1-7","2005","general elemantary","Urban Area","268","0.165578059643279","0.147604936030768","0.18355118325579"
"4 on scale 1-7","2005","general elemantary","Rural Area","147","0.176580264039827","0.149470670143815","0.203689857935839"
"4 on scale 1-7","2005","middle vocational","Urban Area","1214","0.190194820501489","0.180683324386645","0.199706316616333"
"4 on scale 1-7","2005","middle vocational","Rural Area","660","0.17085044767817","0.158731121317782","0.182969774038557"
