"plh0216","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Urban Area","507","0.0377407993018697","0.0345671487194851","0.0409144498842542","1"
"1 Strongly disagree","2005","Rural Area","187","0.0346302533570444","0.0302952915002476","0.0389652152138413","1"
"2 on scale 1-7 ","2005","Rural Area","508","0.0745016076329882","0.0682760069618851","0.0807272083040914","2"
"2 on scale 1-7 ","2005","Urban Area","1289","0.088911783917441","0.0841719033017558","0.0936516645331261","2"
"3 on scale 1-7 ","2005","Urban Area","1720","0.115508243630945","0.110185189148648","0.120831298113241","3"
"3 on scale 1-7 ","2005","Rural Area","789","0.105149759511235","0.0978771557665248","0.112422363255945","3"
"4 on scale 1-7","2005","Rural Area","1271","0.174139681829137","0.165148582890783","0.183130780767492","4"
"4 on scale 1-7","2005","Urban Area","2558","0.184766068052929","0.178302687031768","0.19122944907409","4"
"5 on scale 1-7","2005","Urban Area","2753","0.196559777878169","0.189941703593287","0.203177852163051","5"
"5 on scale 1-7","2005","Rural Area","1392","0.205429409216099","0.195850674277683","0.215008144154514","5"
"6 on scale 1-7","2005","Rural Area","1485","0.20592757409198","0.19634023886084","0.215514909323121","6"
"6 on scale 1-7","2005","Urban Area","2772","0.198165291265693","0.191526886227439","0.204803696303946","6"
"7 Strongly agree","2005","Rural Area","1202","0.200221714361516","0.19073423168469","0.209709197038342","7"
"7 Strongly agree","2005","Urban Area","2252","0.178348035952954","0.171972955927608","0.184723115978299","7"
"1 Strongly disagree","2006","Urban Area","","","","","1"
"1 Strongly disagree","2006","Rural Area","","","","","1"
"2 on scale 1-7 ","2006","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","Rural Area","","","","","2"
"3 on scale 1-7 ","2006","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Urban Area","","","","","3"
"4 on scale 1-7","2006","Urban Area","","","","","4"
"4 on scale 1-7","2006","Rural Area","","","","","4"
"5 on scale 1-7","2006","Rural Area","","","","","5"
"5 on scale 1-7","2006","Urban Area","","","","","5"
"6 on scale 1-7","2006","Rural Area","","","","","6"
"6 on scale 1-7","2006","Urban Area","","","","","6"
"7 Strongly agree","2006","Rural Area","","","","","7"
"7 Strongly agree","2006","Urban Area","","","","","7"
"1 Strongly disagree","2007","Urban Area","","","","","1"
"1 Strongly disagree","2007","Rural Area","","","","","1"
"2 on scale 1-7 ","2007","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","Urban Area","","","","","2"
"3 on scale 1-7 ","2007","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","","","","","3"
"4 on scale 1-7","2007","Rural Area","","","","","4"
"4 on scale 1-7","2007","Urban Area","","","","","4"
"5 on scale 1-7","2007","Rural Area","","","","","5"
"5 on scale 1-7","2007","Urban Area","","","","","5"
"6 on scale 1-7","2007","Rural Area","","","","","6"
"6 on scale 1-7","2007","Urban Area","","","","","6"
"7 Strongly agree","2007","Urban Area","","","","","7"
"7 Strongly agree","2007","Rural Area","","","","","7"
"1 Strongly disagree","2008","Urban Area","","","","","1"
"1 Strongly disagree","2008","Rural Area","","","","","1"
"2 on scale 1-7 ","2008","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","","","","","2"
"3 on scale 1-7 ","2008","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","Urban Area","","","","","3"
"4 on scale 1-7","2008","Urban Area","","","","","4"
"4 on scale 1-7","2008","Rural Area","","","","","4"
"5 on scale 1-7","2008","Rural Area","","","","","5"
"5 on scale 1-7","2008","Urban Area","","","","","5"
"6 on scale 1-7","2008","Rural Area","","","","","6"
"6 on scale 1-7","2008","Urban Area","","","","","6"
"7 Strongly agree","2008","Urban Area","","","","","7"
"7 Strongly agree","2008","Rural Area","","","","","7"
"1 Strongly disagree","2009","Urban Area","516","0.0420960674413403","0.0384698220725617","0.0457223128101189","1"
"1 Strongly disagree","2009","Rural Area","205","0.0397936601697907","0.0349389532443986","0.0446483670951827","1"
"2 on scale 1-7 ","2009","Rural Area","701","0.109972621161284","0.102202679454573","0.117742562867996","2"
"2 on scale 1-7 ","2009","Urban Area","1499","0.126870820551992","0.120860528561253","0.13288111254273","2"
