"plh0216","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","Not Employed","100","0.0576493579417627","0.0462818483199478","0.0690168675635776","1"
"1 Strongly disagree","2005","16-34 y.","Employed","126","0.0342602515312354","0.0283968627373275","0.0401236403251433","1"
"1 Strongly disagree","2005","35-65 y.","Not Employed","64","0.0247380161120546","0.0188661446428602","0.0306098875812489","1"
"1 Strongly disagree","2005","35-65 y.","Employed","252","0.033010515097357","0.0292984591432577","0.0367225710514563","1"
"1 Strongly disagree","2005","66 and older","Not Employed","139","0.0465708292677259","0.0396499175816898","0.0534917409537619","1"
"1 Strongly disagree","2005","66 and older","Employed","13","","","","1"
"2 on scale 1-7 ","2005","35-65 y.","Not Employed","132","0.0477615594629671","0.0396995080617158","0.0558236108642183","2"
"2 on scale 1-7 ","2005","16-34 y.","Not Employed","203","0.124547549152954","0.108443106394429","0.140651991911479","2"
"2 on scale 1-7 ","2005","66 and older","Employed","18","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","Employed","399","0.106956744840066","0.0969943511137751","0.116919138566358","2"
"2 on scale 1-7 ","2005","35-65 y.","Employed","804","0.0863536446789347","0.0805177575075277","0.0921895318503416","2"
"2 on scale 1-7 ","2005","66 and older","Not Employed","241","0.071441976767223","0.0629825027857642","0.0799014507486818","2"
"3 on scale 1-7 ","2005","66 and older","Not Employed","354","0.0985589418049066","0.0887690298113887","0.108348853798425","3"
"3 on scale 1-7 ","2005","16-34 y.","Not Employed","234","0.122349890836982","0.106368141072636","0.138331640601327","3"
"3 on scale 1-7 ","2005","35-65 y.","Employed","1113","0.115991589616688","0.109338567974192","0.122644611259184","3"
"3 on scale 1-7 ","2005","35-65 y.","Not Employed","237","0.0839229444097636","0.0734410490949703","0.0944048397245568","3"
"3 on scale 1-7 ","2005","16-34 y.","Employed","538","0.133248943677732","0.122294194382394","0.14420369297307","3"
"3 on scale 1-7 ","2005","66 and older","Employed","33","0.145154690657","0.0991273232327011","0.1911820580813","3"
"4 on scale 1-7","2005","66 and older","Employed","36","0.144309059853403","0.0983932659827391","0.190224853724066","4"
"4 on scale 1-7","2005","16-34 y.","Employed","705","0.184272797502817","0.171775202325815","0.196770392679819","4"
"4 on scale 1-7","2005","35-65 y.","Not Employed","442","0.168038313002191","0.153903525667245","0.182173100337137","4"
"4 on scale 1-7","2005","66 and older","Not Employed","623","0.172889897772596","0.160469698163724","0.185310097381467","4"
"4 on scale 1-7","2005","16-34 y.","Not Employed","300","0.175122484195336","0.156585993594949","0.193658974795723","4"
"4 on scale 1-7","2005","35-65 y.","Employed","1723","0.191099420490269","0.18293068664711","0.199268154333429","4"
"5 on scale 1-7","2005","66 and older","Employed","46","0.243989724398226","0.18787117332939","0.300108275467063","5"
