"plh0216","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","Male","169","0.0539411265310232","0.0460623076673634","0.0618199453946831","1"
"1 Strongly disagree","2005","Not Employed","Female","134","0.0334689212065653","0.0283302491990106","0.0386075932141199","1"
"1 Strongly disagree","2005","Employed","Male","261","0.0415434491287156","0.0367725421939892","0.0463143560634421","1"
"1 Strongly disagree","2005","Employed","Female","130","0.0239823696892763","0.020143331286221","0.0278214080923315","1"
"2 on scale 1-7 ","2005","Not Employed","Female","257","0.0548123242498865","0.0483092267730575","0.0613154217267156","2"
"2 on scale 1-7 ","2005","Employed","Male","787","0.111834619423791","0.104299354824665","0.119369884022917","2"
"2 on scale 1-7 ","2005","Employed","Female","434","0.0685909280182524","0.0622485642170443","0.0749332918194604","2"
"2 on scale 1-7 ","2005","Not Employed","Male","319","0.10087537431996","0.0903716200264081","0.111379128613512","2"
"3 on scale 1-7 ","2005","Not Employed","Female","425","0.0846098436651289","0.0766585884238592","0.0925610989063986","3"
"3 on scale 1-7 ","2005","Employed","Male","1022","0.13732934990164","0.129099959837282","0.145558739965999","3"
"3 on scale 1-7 ","2005","Employed","Female","662","0.103533371698416","0.0958887707329433","0.111177972663889","3"
"3 on scale 1-7 ","2005","Not Employed","Male","400","0.118481886139503","0.107210336494751","0.129753435784255","3"
"4 on scale 1-7","2005","Employed","Female","1090","0.173715852176833","0.164209103464146","0.183222600889519","4"
"4 on scale 1-7","2005","Not Employed","Female","772","0.160565267480713","0.150076090806977","0.171054444154449","4"
"4 on scale 1-7","2005","Employed","Male","1374","0.199984253928296","0.190420891318378","0.209547616538214","4"
"4 on scale 1-7","2005","Not Employed","Male","593","0.188861625954153","0.17521072346972","0.202512528438586","4"
"5 on scale 1-7","2005","Employed","Male","1343","0.201689435078798","0.192095628294992","0.211283241862603","5"
"5 on scale 1-7","2005","Not Employed","Female","885","0.183593011132523","0.172531777666769","0.194654244598278","5"
"5 on scale 1-7","2005","Not Employed","Male","628","0.204258571139314","0.190197508023384","0.218319634255244","5"
"5 on scale 1-7","2005","Employed","Female","1289","0.207709354882326","0.197530055887801","0.217888653876851","5"
