"plh0216","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","268","0.0376927278630368","0.0335222060837898","0.0418632496422839","1"
"1 Strongly disagree","2005","Part Time","123","0.0267068623335916","0.0221505989917914","0.0312631256753918","1"
"1 Strongly disagree","2005","Not Working","303","0.041550292496189","0.0371396887105629","0.0459608962818151","1"
"2 on scale 1-7 ","2005","Full Time","858","0.104804425996796","0.0980970369062062","0.111511815087386","2"
"2 on scale 1-7 ","2005","Not Working","576","0.072995641799172","0.0672463322488355","0.0787449513495086","2"
"2 on scale 1-7 ","2005","Part Time","363","0.0712536163296989","0.0639837307399992","0.0785235019193987","2"
"3 on scale 1-7 ","2005","Full Time","1105","0.125530800428764","0.118275554588138","0.132786046269391","3"
"3 on scale 1-7 ","2005","Part Time","579","0.116017241800944","0.106967030519086","0.125067453082802","3"
"3 on scale 1-7 ","2005","Not Working","825","0.09798077988011","0.0914101851604668","0.104551374599753","3"
"4 on scale 1-7","2005","Full Time","1567","0.191138723287886","0.182528466816801","0.19974897975897","4"
"4 on scale 1-7","2005","Not Working","1365","0.171735211086885","0.163399539182676","0.180070882991093","4"
"4 on scale 1-7","2005","Part Time","897","0.182882726246176","0.171958162776798","0.193807289715554","4"
"5 on scale 1-7","2005","Full Time","1641","0.204057200678074","0.195232060417","0.212882340939147","5"
"5 on scale 1-7","2005","Part Time","991","0.205046486359881","0.193636829450405","0.216456143269356","5"
"5 on scale 1-7","2005","Not Working","1513","0.191750708883012","0.18304974243669","0.200451675329334","5"
"6 on scale 1-7","2005","Not Working","1714","0.208047657582067","0.199076318375716","0.217018996788418","6"
"6 on scale 1-7","2005","Part Time","1020","0.202267564359849","0.190915697192412","0.213619431527287","6"
"6 on scale 1-7","2005","Full Time","1523","0.191463606620007","0.18284776654003","0.200079446699984","6"
"7 Strongly agree","2005","Not Working","1568","0.215939708272565","0.206845449164876","0.225033967380255","7"
"7 Strongly agree","2005","Full Time","1049","0.145312515125436","0.137595312429071","0.153029717821801","7"
"7 Strongly agree","2005","Part Time","837","0.19582550256986","0.184610862854125","0.207040142285594","7"
"1 Strongly disagree","2006","Full Time","","","","","1"
"1 Strongly disagree","2006","Part Time","","","","","1"
"1 Strongly disagree","2006","Not Working","","","","","1"
"2 on scale 1-7 ","2006","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Part Time","","","","","2"
"3 on scale 1-7 ","2006","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Not Working","","","","","3"
"4 on scale 1-7","2006","Not Working","","","","","4"
"4 on scale 1-7","2006","Full Time","","","","","4"
"4 on scale 1-7","2006","Part Time","","","","","4"
"5 on scale 1-7","2006","Not Working","","","","","5"
