"plh0216","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","no migration background","241","0.0398527809706592","0.0351270675388828","0.0445784944024356","1"
"1 Strongly disagree","2005","Not Employed","direct migration background","37","0.04503702687239","0.0321833844543912","0.0578906692903888","1"
"1 Strongly disagree","2005","Not Employed","indirect migration background","25","","","","1"
"1 Strongly disagree","2005","Employed","no migration background","327","0.0336727206538662","0.0302880451615919","0.0370573961461406","1"
"1 Strongly disagree","2005","Employed","direct migration background","41","0.0295120101728918","0.0205241974241916","0.0384998229215921","1"
"1 Strongly disagree","2005","Employed","indirect migration background","23","","","","1"
"2 on scale 1-7 ","2005","Not Employed","indirect migration background","37","0.148188642146019","0.106721633294077","0.189655650997961","2"
"2 on scale 1-7 ","2005","Not Employed","no migration background","471","0.070538350602573","0.064352526880454","0.076724174324692","2"
"2 on scale 1-7 ","2005","Employed","indirect migration background","55","0.0825034212575729","0.05946800748474","0.105538835030406","2"
"2 on scale 1-7 ","2005","Not Employed","direct migration background","68","0.0718973105690612","0.0558869014689068","0.0879077196692155","2"
"2 on scale 1-7 ","2005","Employed","no migration background","1070","0.0964316874885252","0.0908930085311757","0.101970366445875","2"
"2 on scale 1-7 ","2005","Employed","direct migration background","96","0.0677763811430453","0.0544270724341351","0.0811256898519555","2"
"3 on scale 1-7 ","2005","Employed","direct migration background","131","0.0857726909025837","0.0709009726225289","0.100644409182638","3"
"3 on scale 1-7 ","2005","Not Employed","no migration background","686","0.0973901746014822","0.090227474751095","0.104552874451869","3"
"3 on scale 1-7 ","2005","Employed","no migration background","1487","0.127870445336114","0.121604430713632","0.134136459958597","3"
"3 on scale 1-7 ","2005","Not Employed","indirect migration background","47","0.123773291104787","0.0853366658197987","0.162209916389776","3"
"3 on scale 1-7 ","2005","Not Employed","direct migration background","92","0.0960485385558753","0.0777857947311792","0.114311282380571","3"
"3 on scale 1-7 ","2005","Employed","indirect migration background","66","0.115810806462231","0.089018817471564","0.142602795452897","3"
"4 on scale 1-7","2005","Employed","indirect migration background","107","0.207370008940568","0.173425773160862","0.241314244720274","4"
