"plh0216","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Schleswig-Holstein","1-pers.-HH","5","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","(Married) couple without C. ","13","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","Single parent ","1","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","Couple + C. LE 16 ","5","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","Couple + C. GT 16 ","9","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","Couple + C. LE and GT 16","3","","","","1"
"1 Strongly disagree","2005","Hamburg","1-pers.-HH","8","","","","1"
"1 Strongly disagree","2005","Hamburg","(Married) couple without C. ","1","","","","1"
"1 Strongly disagree","2005","Hamburg","Single parent ","","","","","1"
"1 Strongly disagree","2005","Hamburg","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2005","Hamburg","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2005","Hamburg","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2005","Lower Saxony","1-pers.-HH","22","","","","1"
"1 Strongly disagree","2005","Lower Saxony","(Married) couple without C. ","24","","","","1"
"1 Strongly disagree","2005","Lower Saxony","Single parent ","5","","","","1"
"1 Strongly disagree","2005","Lower Saxony","Couple + C. LE 16 ","9","","","","1"
"1 Strongly disagree","2005","Lower Saxony","Couple + C. GT 16 ","12","","","","1"
"1 Strongly disagree","2005","Lower Saxony","Couple + C. LE and GT 16","9","","","","1"
"1 Strongly disagree","2005","Bremen","1-pers.-HH","3","","","","1"
"1 Strongly disagree","2005","Bremen","(Married) couple without C. ","1","","","","1"
"1 Strongly disagree","2005","Bremen","Single parent ","1","","","","1"
"1 Strongly disagree","2005","Bremen","Couple + C. LE 16 ","4","","","","1"
"1 Strongly disagree","2005","Bremen","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2005","Bremen","Couple + C. LE and GT 16","1","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","1-pers.-HH","23","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","(Married) couple without C. ","43","0.0256272296231409","0.0178157155473689","0.033438743698913","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","Single parent ","7","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","Couple + C. LE 16 ","22","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","Couple + C. GT 16 ","28","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","Couple + C. LE and GT 16","15","","","","1"
"1 Strongly disagree","2005","Hesse","1-pers.-HH","13","","","","1"
"1 Strongly disagree","2005","Hesse","(Married) couple without C. ","27","","","","1"
"1 Strongly disagree","2005","Hesse","Single parent ","2","","","","1"
"1 Strongly disagree","2005","Hesse","Couple + C. LE 16 ","3","","","","1"
"1 Strongly disagree","2005","Hesse","Couple + C. GT 16 ","9","","","","1"
"1 Strongly disagree","2005","Hesse","Couple + C. LE and GT 16","3","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","1-pers.-HH","12","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","(Married) couple without C. ","18","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","Single parent ","1","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","7","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","7","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","6","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","1-pers.-HH","5","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","(Married) couple without C. ","22","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","Single parent ","6","","","","1"
