"plh0216","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","Male","202","0.0422115392057837","0.0368170555184429","0.0476060228931246","1"
"1 Strongly disagree","2005","Full Time","Female","66","0.0281456163914264","0.0218769757991624","0.0344142569836904","1"
"1 Strongly disagree","2005","Part Time","Male","59","0.0392299085716646","0.0289980297865515","0.0494617873567777","1"
"1 Strongly disagree","2005","Part Time","Female","64","0.0207202876338868","0.0159511230803803","0.0254894521873933","1"
"1 Strongly disagree","2005","Not Working","Male","169","0.0539411265310232","0.0460623076673634","0.0618199453946831","1"
"1 Strongly disagree","2005","Not Working","Female","134","0.0334689212065653","0.0283302491990106","0.0386075932141199","1"
"2 on scale 1-7 ","2005","Part Time","Male","141","0.0869847153778507","0.0721322859197944","0.101837144835907","2"
"2 on scale 1-7 ","2005","Full Time","Male","646","0.119010622566935","0.110323465193335","0.127697779940534","2"
"2 on scale 1-7 ","2005","Not Working","Female","257","0.0548123242498865","0.0483092267730575","0.0613154217267156","2"
"2 on scale 1-7 ","2005","Full Time","Female","212","0.0747903068058247","0.0648199630060811","0.0847606506055683","2"
"2 on scale 1-7 ","2005","Part Time","Female","222","0.0637334492896779","0.055554933349549","0.0719119652298068","2"
"2 on scale 1-7 ","2005","Not Working","Male","319","0.10087537431996","0.0903716200264081","0.111379128613512","2"
"3 on scale 1-7 ","2005","Not Working","Male","400","0.118481886139503","0.107210336494751","0.129753435784255","3"
"3 on scale 1-7 ","2005","Full Time","Male","789","0.131342922664264","0.12228086108846","0.140404984240068","3"
"3 on scale 1-7 ","2005","Part Time","Female","346","0.0959189991759395","0.0860596776568946","0.105778320694984","3"
"3 on scale 1-7 ","2005","Part Time","Male","233","0.158059851193148","0.138833875220029","0.177285827166267","3"
"3 on scale 1-7 ","2005","Full Time","Female","316","0.113251248427105","0.101239971458677","0.125262525395533","3"
"3 on scale 1-7 ","2005","Not Working","Female","425","0.0846098436651289","0.0766585884238592","0.0925610989063986","3"
"4 on scale 1-7","2005","Not Working","Female","772","0.160565267480713","0.150076090806977","0.171054444154449","4"
"4 on scale 1-7","2005","Full Time","Female","461","0.169887249773929","0.155653598389784","0.184120901158074","4"
"4 on scale 1-7","2005","Part Time","Male","268","0.195783196368101","0.174870439911313","0.21669595282489","4"
"4 on scale 1-7","2005","Not Working","Male","593","0.188861625954153","0.17521072346972","0.202512528438586","4"
"4 on scale 1-7","2005","Full Time","Male","1106","0.201197409608928","0.190441914320473","0.211952904897383","4"
"4 on scale 1-7","2005","Part Time","Female","629","0.176715726094773","0.163945354094485","0.189486098095061","4"
"5 on scale 1-7","2005","Not Working","Female","885","0.183593011132523","0.172531777666769","0.194654244598278","5"
"5 on scale 1-7","2005","Part Time","Female","725","0.204986537092434","0.191470762203951","0.218502311980916","5"
"5 on scale 1-7","2005","Not Working","Male","628","0.204258571139314","0.190197508023384","0.218319634255244","5"
"5 on scale 1-7","2005","Full Time","Male","1077","0.200683792625254","0.189938581597562","0.211429003652946","5"
"5 on scale 1-7","2005","Full Time","Female","564","0.211184363172077","0.195714515964003","0.22665421038015","5"
"5 on scale 1-7","2005","Part Time","Male","266","0.205171891534933","0.183888906447385","0.226454876622482","5"
"6 on scale 1-7","2005","Not Working","Female","1103","0.222897693068132","0.211006812542093","0.23478857359417","6"
"6 on scale 1-7","2005","Part Time","Male","239","0.163505496140562","0.144014469065642","0.182996523215481","6"
"6 on scale 1-7","2005","Not Working","Male","611","0.185278709278023","0.171728084510929","0.198829334045117","6"
"6 on scale 1-7","2005","Full Time","Male","955","0.183559372488896","0.173173330459894","0.193945414517898","6"
"6 on scale 1-7","2005","Part Time","Female","781","0.220797561973715","0.206910405562634","0.234684718384795","6"
"6 on scale 1-7","2005","Full Time","Female","568","0.208163264699016","0.192775084698768","0.223551444699264","6"
"7 Strongly agree","2005","Not Working","Female","1130","0.260052939197051","0.247519988314401","0.272585890079701","7"
"7 Strongly agree","2005","Not Working","Male","438","0.148302706638024","0.135907345044679","0.160698068231368","7"
"7 Strongly agree","2005","Part Time","Male","177","0.151264940813741","0.132381018159427","0.170148863468054","7"
"7 Strongly agree","2005","Part Time","Female","660","0.217127438739574","0.203323789042518","0.23093108843663","7"
"7 Strongly agree","2005","Full Time","Male","562","0.121994340839939","0.113213866266901","0.130774815412978","7"
"7 Strongly agree","2005","Full Time","Female","487","0.194577950730622","0.179573297621193","0.209582603840051","7"
"1 Strongly disagree","2006","Full Time","Female","","","","","1"
"1 Strongly disagree","2006","Part Time","Male","","","","","1"
"1 Strongly disagree","2006","Part Time","Female","","","","","1"
"1 Strongly disagree","2006","Not Working","Male","","","","","1"
"1 Strongly disagree","2006","Not Working","Female","","","","","1"
"1 Strongly disagree","2006","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2006","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2006","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2006","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2006","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2006","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2006","Not Working","Male","","","","","2"
"3 on scale 1-7 ","2006","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2006","Not Working","Male","","","","","3"
"3 on scale 1-7 ","2006","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2006","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2006","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2006","Full Time","Male","","","","","3"
"4 on scale 1-7","2006","Full Time","Female","","","","","4"
"4 on scale 1-7","2006","Full Time","Male","","","","","4"
"4 on scale 1-7","2006","Not Working","Female","","","","","4"
"4 on scale 1-7","2006","Not Working","Male","","","","","4"
"4 on scale 1-7","2006","Part Time","Female","","","","","4"
"4 on scale 1-7","2006","Part Time","Male","","","","","4"
"5 on scale 1-7","2006","Not Working","Female","","","","","5"
"5 on scale 1-7","2006","Not Working","Male","","","","","5"
"5 on scale 1-7","2006","Part Time","Male","","","","","5"
"5 on scale 1-7","2006","Part Time","Female","","","","","5"
"5 on scale 1-7","2006","Full Time","Male","","","","","5"
"5 on scale 1-7","2006","Full Time","Female","","","","","5"
"6 on scale 1-7","2006","Not Working","Female","","","","","6"
"6 on scale 1-7","2006","Part Time","Male","","","","","6"
"6 on scale 1-7","2006","Not Working","Male","","","","","6"
"6 on scale 1-7","2006","Part Time","Female","","","","","6"
"6 on scale 1-7","2006","Full Time","Female","","","","","6"
"6 on scale 1-7","2006","Full Time","Male","","","","","6"
"7 Strongly agree","2006","Not Working","Female","","","","","7"
"7 Strongly agree","2006","Part Time","Male","","","","","7"
"7 Strongly agree","2006","Part Time","Female","","","","","7"
"7 Strongly agree","2006","Not Working","Male","","","","","7"
"7 Strongly agree","2006","Full Time","Male","","","","","7"
"7 Strongly agree","2006","Full Time","Female","","","","","7"
"1 Strongly disagree","2007","Full Time","Male","","","","","1"
"1 Strongly disagree","2007","Full Time","Female","","","","","1"
"1 Strongly disagree","2007","Part Time","Male","","","","","1"
"1 Strongly disagree","2007","Part Time","Female","","","","","1"
"1 Strongly disagree","2007","Not Working","Male","","","","","1"
"1 Strongly disagree","2007","Not Working","Female","","","","","1"
"2 on scale 1-7 ","2007","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2007","Not Working","Male","","","","","2"
"2 on scale 1-7 ","2007","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2007","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2007","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2007","Part Time","Female","","","","","2"
"3 on scale 1-7 ","2007","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2007","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2007","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2007","Full Time","Male","","","","","3"
"3 on scale 1-7 ","2007","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2007","Not Working","Male","","","","","3"
"4 on scale 1-7","2007","Full Time","Male","","","","","4"
"4 on scale 1-7","2007","Full Time","Female","","","","","4"
"4 on scale 1-7","2007","Not Working","Female","","","","","4"
"4 on scale 1-7","2007","Not Working","Male","","","","","4"
"4 on scale 1-7","2007","Part Time","Male","","","","","4"
"4 on scale 1-7","2007","Part Time","Female","","","","","4"
"5 on scale 1-7","2007","Not Working","Female","","","","","5"
"5 on scale 1-7","2007","Not Working","Male","","","","","5"
"5 on scale 1-7","2007","Part Time","Male","","","","","5"
"5 on scale 1-7","2007","Part Time","Female","","","","","5"
"5 on scale 1-7","2007","Full Time","Male","","","","","5"
"5 on scale 1-7","2007","Full Time","Female","","","","","5"
"6 on scale 1-7","2007","Not Working","Female","","","","","6"
"6 on scale 1-7","2007","Not Working","Male","","","","","6"
"6 on scale 1-7","2007","Part Time","Female","","","","","6"
"6 on scale 1-7","2007","Full Time","Male","","","","","6"
"6 on scale 1-7","2007","Part Time","Male","","","","","6"
"6 on scale 1-7","2007","Full Time","Female","","","","","6"
"7 Strongly agree","2007","Not Working","Female","","","","","7"
"7 Strongly agree","2007","Full Time","Male","","","","","7"
"7 Strongly agree","2007","Full Time","Female","","","","","7"
"7 Strongly agree","2007","Part Time","Male","","","","","7"
"7 Strongly agree","2007","Part Time","Female","","","","","7"
"7 Strongly agree","2007","Not Working","Male","","","","","7"
"1 Strongly disagree","2008","Full Time","Female","","","","","1"
"1 Strongly disagree","2008","Part Time","Male","","","","","1"
"1 Strongly disagree","2008","Part Time","Female","","","","","1"
"1 Strongly disagree","2008","Not Working","Male","","","","","1"
"1 Strongly disagree","2008","Not Working","Female","","","","","1"
"1 Strongly disagree","2008","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2008","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2008","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2008","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2008","Not Working","Male","","","","","2"
"2 on scale 1-7 ","2008","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2008","Full Time","Male","","","","","2"
"3 on scale 1-7 ","2008","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2008","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2008","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2008","Full Time","Male","","","","","3"
"3 on scale 1-7 ","2008","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2008","Not Working","Male","","","","","3"
"4 on scale 1-7","2008","Not Working","Female","","","","","4"
"4 on scale 1-7","2008","Part Time","Male","","","","","4"
"4 on scale 1-7","2008","Not Working","Male","","","","","4"
"4 on scale 1-7","2008","Part Time","Female","","","","","4"
"4 on scale 1-7","2008","Full Time","Female","","","","","4"
"4 on scale 1-7","2008","Full Time","Male","","","","","4"
"5 on scale 1-7","2008","Not Working","Female","","","","","5"
"5 on scale 1-7","2008","Not Working","Male","","","","","5"
"5 on scale 1-7","2008","Part Time","Male","","","","","5"
"5 on scale 1-7","2008","Part Time","Female","","","","","5"
"5 on scale 1-7","2008","Full Time","Female","","","","","5"
"5 on scale 1-7","2008","Full Time","Male","","","","","5"
"6 on scale 1-7","2008","Not Working","Female","","","","","6"
"6 on scale 1-7","2008","Not Working","Male","","","","","6"
"6 on scale 1-7","2008","Part Time","Male","","","","","6"
"6 on scale 1-7","2008","Part Time","Female","","","","","6"
"6 on scale 1-7","2008","Full Time","Female","","","","","6"
"6 on scale 1-7","2008","Full Time","Male","","","","","6"
"7 Strongly agree","2008","Not Working","Female","","","","","7"
"7 Strongly agree","2008","Full Time","Male","","","","","7"
"7 Strongly agree","2008","Part Time","Male","","","","","7"
"7 Strongly agree","2008","Part Time","Female","","","","","7"
"7 Strongly agree","2008","Not Working","Male","","","","","7"
"7 Strongly agree","2008","Full Time","Female","","","","","7"
"1 Strongly disagree","2009","Full Time","Female","67","0.034435063252029","0.0271641190499756","0.0417060074540825","1"
"1 Strongly disagree","2009","Part Time","Male","48","0.0363966832700236","0.0256658064918542","0.047127560048193","1"
"1 Strongly disagree","2009","Part Time","Female","77","0.0239924040466051","0.0185571740713912","0.029427634021819","1"
"1 Strongly disagree","2009","Not Working","Male","171","0.0628691415200198","0.0539499427999992","0.0717883402400403","1"
"1 Strongly disagree","2009","Not Working","Female","124","0.034843345009602","0.0291273928673616","0.0405592971518424","1"
"1 Strongly disagree","2009","Full Time","Male","234","0.0496495605299611","0.0433572551589195","0.0559418659010028","1"
"2 on scale 1-7 ","2009","Not Working","Female","315","0.0849647015469696","0.0762737375561686","0.0936556655377706","2"
"2 on scale 1-7 ","2009","Part Time","Female","307","0.103482213624286","0.0926637210144928","0.114300706234079","2"
"2 on scale 1-7 ","2009","Part Time","Male","194","0.150266612329881","0.129791431340108","0.170741793319654","2"
"2 on scale 1-7 ","2009","Not Working","Male","371","0.124337884813434","0.112213018089931","0.136462751536937","2"
"2 on scale 1-7 ","2009","Full Time","Male","737","0.157337958657943","0.146790358258252","0.167885559057634","2"
"2 on scale 1-7 ","2009","Full Time","Female","276","0.115513988425489","0.102768326344328","0.12825965050665","2"
"3 on scale 1-7 ","2009","Part Time","Male","207","0.183065471713752","0.16090637740962","0.205224566017884","3"
"3 on scale 1-7 ","2009","Full Time","Female","349","0.154804170276242","0.140380704552637","0.169227635999846","3"
"3 on scale 1-7 ","2009","Full Time","Male","870","0.178635881292691","0.16753998449625","0.189731778089131","3"
"3 on scale 1-7 ","2009","Not Working","Female","444","0.108461624124245","0.0987690790088579","0.118154169239632","3"
"3 on scale 1-7 ","2009","Not Working","Male","490","0.161249019050016","0.147735389268223","0.174762648831809","3"
"3 on scale 1-7 ","2009","Part Time","Female","389","0.119170022327593","0.107662442499773","0.130677602155414","3"
"4 on scale 1-7","2009","Not Working","Female","750","0.178299031739012","0.166368462918766","0.190229600559258","4"
"4 on scale 1-7","2009","Part Time","Male","246","0.2054951865527","0.182342347473269","0.228648025632132","4"
"4 on scale 1-7","2009","Not Working","Male","586","0.209747042459501","0.194786823723352","0.22470726119565","4"
