"plh0216","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","54","0.079776452394393","0.0589149962595837","0.100637908529202"
"1 Strongly disagree","2005","inadequately","11","","",""
"1 Strongly disagree","2005","general elemantary","93","0.0387759690877826","0.0310569014619148","0.0464950367136505"
"1 Strongly disagree","2005","middle vocational","286","0.0328222487255585","0.029372166668118","0.0362723307829989"
"1 Strongly disagree","2005","vocational + Abi","38","0.0405360550726503","0.0290577798463977","0.0520143302989029"
"1 Strongly disagree","2005","higher vocational","39","0.0296359213051099","0.0212099521150122","0.0380618904952076"
"1 Strongly disagree","2005","higher education","158","0.04192016286135","0.0358309442796727","0.0480093814430273"
"2 on scale 1-7 ","2005","in school","109","0.170945790934763","0.141960260101266","0.199931321768261"
"2 on scale 1-7 ","2005","inadequately","16","","",""
"2 on scale 1-7 ","2005","general elemantary","159","0.0639623580603025","0.054179176899829","0.073745539220776"
"2 on scale 1-7 ","2005","middle vocational","773","0.0753670344153169","0.0702553090866248","0.0804787597440091"
"2 on scale 1-7 ","2005","vocational + Abi","101","0.101790684386659","0.0841918316027738","0.119389537170545"
"2 on scale 1-7 ","2005","higher vocational","136","0.0932179794644242","0.0787720800187952","0.107663878910053"
"2 on scale 1-7 ","2005","higher education","466","0.101395581517961","0.0922240254969762","0.110567137538946"
"3 on scale 1-7 ","2005","in school","101","0.11061508728038","0.0864653366709155","0.134764837889844"
"3 on scale 1-7 ","2005","inadequately","23","","",""
"3 on scale 1-7 ","2005","general elemantary","237","0.0955191246680727","0.0837670087420092","0.107271240594136"
"3 on scale 1-7 ","2005","middle vocational","1138","0.102725840510441","0.0968469612378221","0.108604719783061"
"3 on scale 1-7 ","2005","vocational + Abi","148","0.114947649329604","0.0963834556440006","0.133511843015208"
"3 on scale 1-7 ","2005","higher vocational","179","0.1090212409786","0.0935354807517284","0.124507001205472"
"3 on scale 1-7 ","2005","higher education","638","0.155996528189066","0.144971522654844","0.167021533723288"
"4 on scale 1-7","2005","in school","114","0.171324713233168","0.142313707258677","0.200335719207659"
"4 on scale 1-7","2005","inadequately","34","0.130349810004244","0.0875750962626819","0.173124523745807"
"4 on scale 1-7","2005","general elemantary","415","0.1690337253031","0.154048972392792","0.184018478213409"
"4 on scale 1-7","2005","middle vocational","1874","0.183612837762682","0.176115765198389","0.191109910326975"
"4 on scale 1-7","2005","vocational + Abi","242","0.214898853583725","0.190992055207018","0.238805651960433"
"4 on scale 1-7","2005","higher vocational","280","0.188680170197532","0.16923989225753","0.208120448137533"
"4 on scale 1-7","2005","higher education","815","0.175822626188205","0.164256259455995","0.187388992920416"
"5 on scale 1-7","2005","in school","115","0.179664408801428","0.150105568469889","0.209223249132968"
"5 on scale 1-7","2005","inadequately","43","0.163098200714516","0.116160539256094","0.210035862172937"
"5 on scale 1-7","2005","general elemantary","440","0.175225738621026","0.160025944517246","0.190425532724806"
"5 on scale 1-7","2005","middle vocational","2072","0.203034403615417","0.195245134410405","0.21082367282043"
"5 on scale 1-7","2005","vocational + Abi","237","0.218078753762262","0.194044549435236","0.242112958089288"
"5 on scale 1-7","2005","higher vocational","347","0.215651034413761","0.195216077253657","0.236085991573864"
"5 on scale 1-7","2005","higher education","833","0.201173300039536","0.188992924195225","0.213353675883848"
"6 on scale 1-7","2005","in school","96","0.163936811015516","0.135431985916126","0.192441636114905"
"6 on scale 1-7","2005","inadequately","41","0.131029276714829","0.0881599802064348","0.173898573223224"
"6 on scale 1-7","2005","general elemantary","514","0.199276530906433","0.183305220086767","0.215247841726099"
"6 on scale 1-7","2005","middle vocational","2222","0.20905453054936","0.20118053485542","0.216928526243299"
"6 on scale 1-7","2005","vocational + Abi","201","0.159242817759738","0.137946388914114","0.180539246605363"
"6 on scale 1-7","2005","higher vocational","335","0.205870330509186","0.185780055274833","0.225960605743538"
"6 on scale 1-7","2005","higher education","800","0.203026153392804","0.190804013191022","0.215248293594587"
"7 Strongly agree","2005","in school","59","0.123736736340351","0.0983838611204185","0.149089611560284"
"7 Strongly agree","2005","inadequately","70","0.297085509810006","0.239028910202413","0.355142109417598"
"7 Strongly agree","2005","general elemantary","545","0.258206553353283","0.240708234255049","0.275704872451518"
"7 Strongly agree","2005","middle vocational","1880","0.193383104421224","0.185735330680926","0.201030878161523"
"7 Strongly agree","2005","vocational + Abi","167","0.15050518610536","0.12969396026091","0.171316411949811"
"7 Strongly agree","2005","higher vocational","240","0.157923323131388","0.139803988272069","0.176042657990706"
"7 Strongly agree","2005","higher education","451","0.120665647811077","0.110768317207603","0.130562978414551"
"1 Strongly disagree","2006","in school","","","",""
"1 Strongly disagree","2006","inadequately","","","",""
"1 Strongly disagree","2006","general elemantary","","","",""
"1 Strongly disagree","2006","middle vocational","","","",""
"1 Strongly disagree","2006","vocational + Abi","","","",""
"1 Strongly disagree","2006","higher vocational","","","",""
"1 Strongly disagree","2006","higher education","","","",""
"2 on scale 1-7 ","2006","in school","","","",""
"2 on scale 1-7 ","2006","inadequately","","","",""
"2 on scale 1-7 ","2006","general elemantary","","","",""
"2 on scale 1-7 ","2006","middle vocational","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","higher vocational","","","",""
"2 on scale 1-7 ","2006","higher education","","","",""
"3 on scale 1-7 ","2006","in school","","","",""
"3 on scale 1-7 ","2006","inadequately","","","",""
"3 on scale 1-7 ","2006","general elemantary","","","",""
"3 on scale 1-7 ","2006","middle vocational","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","higher vocational","","","",""
"3 on scale 1-7 ","2006","higher education","","","",""
"4 on scale 1-7","2006","in school","","","",""
"4 on scale 1-7","2006","inadequately","","","",""
"4 on scale 1-7","2006","general elemantary","","","",""
"4 on scale 1-7","2006","middle vocational","","","",""
"4 on scale 1-7","2006","vocational + Abi","","","",""
"4 on scale 1-7","2006","higher vocational","","","",""
"4 on scale 1-7","2006","higher education","","","",""
"5 on scale 1-7","2006","in school","","","",""
"5 on scale 1-7","2006","inadequately","","","",""
"5 on scale 1-7","2006","general elemantary","","","",""
"5 on scale 1-7","2006","middle vocational","","","",""
"5 on scale 1-7","2006","vocational + Abi","","","",""
"5 on scale 1-7","2006","higher vocational","","","",""
"5 on scale 1-7","2006","higher education","","","",""
"6 on scale 1-7","2006","in school","","","",""
"6 on scale 1-7","2006","inadequately","","","",""
"6 on scale 1-7","2006","general elemantary","","","",""
"6 on scale 1-7","2006","middle vocational","","","",""
"6 on scale 1-7","2006","vocational + Abi","","","",""
"6 on scale 1-7","2006","higher vocational","","","",""
"6 on scale 1-7","2006","higher education","","","",""
"7 Strongly agree","2006","in school","","","",""
"7 Strongly agree","2006","inadequately","","","",""
"7 Strongly agree","2006","general elemantary","","","",""
"7 Strongly agree","2006","middle vocational","","","",""
"7 Strongly agree","2006","vocational + Abi","","","",""
"7 Strongly agree","2006","higher vocational","","","",""
"7 Strongly agree","2006","higher education","","","",""
"1 Strongly disagree","2007","in school","","","",""
"1 Strongly disagree","2007","inadequately","","","",""
"1 Strongly disagree","2007","general elemantary","","","",""
"1 Strongly disagree","2007","middle vocational","","","",""
"1 Strongly disagree","2007","vocational + Abi","","","",""
"1 Strongly disagree","2007","higher vocational","","","",""
"1 Strongly disagree","2007","higher education","","","",""
"2 on scale 1-7 ","2007","in school","","","",""
"2 on scale 1-7 ","2007","inadequately","","","",""
"2 on scale 1-7 ","2007","general elemantary","","","",""
"2 on scale 1-7 ","2007","middle vocational","","","",""
"2 on scale 1-7 ","2007","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","higher vocational","","","",""
"2 on scale 1-7 ","2007","higher education","","","",""
"3 on scale 1-7 ","2007","in school","","","",""
"3 on scale 1-7 ","2007","inadequately","","","",""
"3 on scale 1-7 ","2007","general elemantary","","","",""
"3 on scale 1-7 ","2007","middle vocational","","","",""
"3 on scale 1-7 ","2007","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","higher vocational","","","",""
"3 on scale 1-7 ","2007","higher education","","","",""
"4 on scale 1-7","2007","in school","","","",""
"4 on scale 1-7","2007","inadequately","","","",""
"4 on scale 1-7","2007","general elemantary","","","",""
"4 on scale 1-7","2007","middle vocational","","","",""
"4 on scale 1-7","2007","vocational + Abi","","","",""
"4 on scale 1-7","2007","higher vocational","","","",""
"4 on scale 1-7","2007","higher education","","","",""
"5 on scale 1-7","2007","in school","","","",""
"5 on scale 1-7","2007","inadequately","","","",""
"5 on scale 1-7","2007","general elemantary","","","",""
"5 on scale 1-7","2007","middle vocational","","","",""
"5 on scale 1-7","2007","vocational + Abi","","","",""
"5 on scale 1-7","2007","higher vocational","","","",""
"5 on scale 1-7","2007","higher education","","","",""
"6 on scale 1-7","2007","in school","","","",""
