"plh0216","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","Male","352","0.0445737089505767","0.0401508303088046","0.0489965875923487"
"1 Strongly disagree","2005","no migration background","Female","216","0.0282423706815027","0.0248442229448889","0.0316405184181164"
"1 Strongly disagree","2005","direct migration background","Male","49","0.0462955689991218","0.0339398598981619","0.0586512781000817"
"1 Strongly disagree","2005","direct migration background","Female","","","",""
"1 Strongly disagree","2005","indirect migration background","Male","","","",""
"1 Strongly disagree","2005","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2005","no migration background","Male","953","0.109554545497786","0.102860542476995","0.116248548518578"
"2 on scale 1-7 ","2005","no migration background","Female","588","0.0636267842236707","0.0586200195359087","0.0686335489114327"
"2 on scale 1-7 ","2005","direct migration background","Male","100","0.0920966962509922","0.0750934092511701","0.109099983250814"
"2 on scale 1-7 ","2005","direct migration background","Female","64","0.0494118239868502","0.0374021537397046","0.0614214942339957"
"2 on scale 1-7 ","2005","indirect migration background","Male","53","0.132718495689278","0.0996356258645149","0.165801365514042"
"2 on scale 1-7 ","2005","indirect migration background","Female","39","0.0733934143896358","0.0486294866048208","0.0981573421744507"
"3 on scale 1-7 ","2005","no migration background","Male","1223","0.131288533418927","0.124050539429248","0.138526527408606"
"3 on scale 1-7 ","2005","no migration background","Female","950","0.100621016130828","0.0944504015768867","0.106791630684769"
"3 on scale 1-7 ","2005","direct migration background","Male","129","0.118049974449278","0.0990765379192196","0.137023410979335"
"3 on scale 1-7 ","2005","direct migration background","Female","94","0.0651776339923928","0.0514992976368355","0.0788559703479501"
"3 on scale 1-7 ","2005","indirect migration background","Male","70","0.170631831075595","0.133949146142096","0.207314516009093"
"3 on scale 1-7 ","2005","indirect migration background","Female","43","0.066519550525","0.0428565094383597","0.0901825916116402"
"4 on scale 1-7","2005","no migration background","Male","1678","0.196464268450305","0.187948743471753","0.204979793428858"
"4 on scale 1-7","2005","no migration background","Female","1575","0.170041665783643","0.162335851768263","0.177747479799023"
"4 on scale 1-7","2005","direct migration background","Male","207","0.192848332693819","0.169648941941353","0.216047723446285"
"4 on scale 1-7","2005","direct migration background","Female","217","0.157023452813318","0.136862574716003","0.177184330910632"
"4 on scale 1-7","2005","indirect migration background","Male","82","0.204830408854111","0.165476805311905","0.244184012396317"
"4 on scale 1-7","2005","indirect migration background","Female","70","0.148669657962206","0.114886245251817","0.182453070672595"
"5 on scale 1-7","2005","no migration background","Male","1669","0.203878780439006","0.195244171842057","0.212513389035955"
"5 on scale 1-7","2005","no migration background","Female","1824","0.19440185496911","0.186284358033829","0.202519351904392"
"5 on scale 1-7","2005","direct migration background","Male","234","0.20774316647796","0.18388772644116","0.23159860651476"
"5 on scale 1-7","2005","direct migration background","Female","254","0.199470492320552","0.177326932573425","0.22161405206768"
"5 on scale 1-7","2005","indirect migration background","Male","68","0.156796894147906","0.12134069033474","0.192253097961072"
"5 on scale 1-7","2005","indirect migration background","Female","96","0.227283608519194","0.187487792728117","0.267079424310272"
"6 on scale 1-7","2005","no migration background","Male","1529","0.182059021169928","0.17378847619266","0.190329566147197"
"6 on scale 1-7","2005","no migration background","Female","2075","0.216327213662485","0.207881513416641","0.224772913908329"
"6 on scale 1-7","2005","direct migration background","Male","219","0.189192520653759","0.16616209756613","0.212222943741389"
"6 on scale 1-7","2005","direct migration background","Female","295","0.233508454297946","0.210064847687454","0.256952060908437"
"6 on scale 1-7","2005","indirect migration background","Male","57","0.134381584655599","0.101124013337161","0.167639155974037"
"6 on scale 1-7","2005","indirect migration background","Female","82","0.222376253949757","0.182887606972948","0.261864900926566"
"7 Strongly agree","2005","no migration background","Male","959","0.13218114207347","0.124922316941245","0.139439967205694"
"7 Strongly agree","2005","no migration background","Female","1902","0.22673909454876","0.218150167122848","0.235328021974673"
"7 Strongly agree","2005","direct migration background","Male","173","0.15377374047507","0.132562044208108","0.174985436742033"
"7 Strongly agree","2005","direct migration background","Female","298","0.268602565327195","0.24404127206523","0.29316385858916"
"7 Strongly agree","2005","indirect migration background","Male","45","0.134970851286506","0.101651788795706","0.168289913777306"
"7 Strongly agree","2005","indirect migration background","Female","77","0.222175580099031","0.182699661957211","0.261651498240851"
"1 Strongly disagree","2006","no migration background","Male","","","",""
"1 Strongly disagree","2006","no migration background","Female","","","",""
"1 Strongly disagree","2006","direct migration background","Male","","","",""
"1 Strongly disagree","2006","direct migration background","Female","","","",""
"1 Strongly disagree","2006","indirect migration background","Male","","","",""
"1 Strongly disagree","2006","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2006","no migration background","Male","","","",""
"2 on scale 1-7 ","2006","no migration background","Female","","","",""
"2 on scale 1-7 ","2006","direct migration background","Male","","","",""
"2 on scale 1-7 ","2006","direct migration background","Female","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2006","no migration background","Male","","","",""
"3 on scale 1-7 ","2006","no migration background","Female","","","",""
"3 on scale 1-7 ","2006","direct migration background","Male","","","",""
"3 on scale 1-7 ","2006","direct migration background","Female","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Female","","","",""
"4 on scale 1-7","2006","no migration background","Male","","","",""
"4 on scale 1-7","2006","no migration background","Female","","","",""
"4 on scale 1-7","2006","direct migration background","Male","","","",""
"4 on scale 1-7","2006","direct migration background","Female","","","",""
"4 on scale 1-7","2006","indirect migration background","Male","","","",""
"4 on scale 1-7","2006","indirect migration background","Female","","","",""
"5 on scale 1-7","2006","no migration background","Male","","","",""
"5 on scale 1-7","2006","no migration background","Female","","","",""
"5 on scale 1-7","2006","direct migration background","Male","","","",""
"5 on scale 1-7","2006","direct migration background","Female","","","",""
"5 on scale 1-7","2006","indirect migration background","Male","","","",""
"5 on scale 1-7","2006","indirect migration background","Female","","","",""
"6 on scale 1-7","2006","no migration background","Male","","","",""
"6 on scale 1-7","2006","no migration background","Female","","","",""
"6 on scale 1-7","2006","direct migration background","Male","","","",""
