"plh0216","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","West Germany","255","0.0449984973353169","0.0396473184619594","0.0503496762086744"
"1 Strongly disagree","2005","Not Employed","East Germany","48","0.0285627673328158","0.0214367088005946","0.035688825865037"
"1 Strongly disagree","2005","Employed","West Germany","332","0.0350639549394439","0.0314365729298703","0.0386913369490176"
"1 Strongly disagree","2005","Employed","East Germany","59","0.0260943559277837","0.0203348571259834","0.031853854729584"
"2 on scale 1-7 ","2005","Not Employed","West Germany","469","0.0794742105519489","0.0724922156623115","0.0864562054415862"
"2 on scale 1-7 ","2005","Not Employed","East Germany","107","0.0485943725518921","0.0393958575892678","0.0577928875145164"
"2 on scale 1-7 ","2005","Employed","West Germany","1018","0.0969906156244942","0.0911544908297964","0.102826740419192"
"2 on scale 1-7 ","2005","Employed","East Germany","203","0.0683291462973778","0.0592135053211427","0.0774447872736128"
"3 on scale 1-7 ","2005","Not Employed","West Germany","640","0.101504136457615","0.0937085580028787","0.109299714912352"
"3 on scale 1-7 ","2005","Not Employed","East Germany","185","0.0847101987096877","0.0727980794273859","0.0966223179919896"
"3 on scale 1-7 ","2005","Employed","West Germany","1307","0.125158223608236","0.118632810181193","0.131683637035278"
"3 on scale 1-7 ","2005","Employed","East Germany","377","0.106130760507847","0.0950029276397493","0.117258593375945"
"4 on scale 1-7","2005","Not Employed","West Germany","1041","0.178862423134628","0.16896969774812","0.188755148521136"
"4 on scale 1-7","2005","Not Employed","East Germany","324","0.144890852896673","0.129832650428844","0.159949055364502"
"4 on scale 1-7","2005","Employed","West Germany","1867","0.185269337125962","0.177607685783792","0.192930988468132"
"4 on scale 1-7","2005","Employed","East Germany","597","0.201557409283148","0.187063878699012","0.216050939867284"
"5 on scale 1-7","2005","Not Employed","West Germany","1085","0.187455990369282","0.177381535786935","0.19753044495163"
"5 on scale 1-7","2005","Not Employed","East Germany","428","0.207926593834434","0.190565399142188","0.225287788526679"
"5 on scale 1-7","2005","Employed","West Germany","2015","0.200428342511481","0.192533893151924","0.208322791871039"
"5 on scale 1-7","2005","Employed","East Germany","617","0.224097788066119","0.209032576330327","0.239162999801912"
"6 on scale 1-7","2005","Not Employed","West Germany","1176","0.198412967627974","0.18811838359534","0.208707551660609"
"6 on scale 1-7","2005","Not Employed","East Germany","538","0.244336330691093","0.22595401725743","0.262718644124757"
"6 on scale 1-7","2005","Employed","West Germany","1899","0.192967653646779","0.185185472976543","0.200749834317014"
"6 on scale 1-7","2005","Employed","East Germany","644","0.208183124376693","0.193514543567494","0.222851705185893"
"7 Strongly agree","2005","Not Employed","West Germany","1099","0.209291774523233","0.19879072652268","0.219792822523787"
"7 Strongly agree","2005","Not Employed","East Germany","469","0.240978883983404","0.22268279367788","0.259274974288927"
"7 Strongly agree","2005","Employed","West Germany","1440","0.164121872543605","0.156817745938608","0.171425999148602"
"7 Strongly agree","2005","Employed","East Germany","446","0.165607415541031","0.152177351993255","0.179037479088808"
"1 Strongly disagree","2006","Not Employed","West Germany","","","",""
"1 Strongly disagree","2006","Not Employed","East Germany","","","",""
"1 Strongly disagree","2006","Employed","West Germany","","","",""
"1 Strongly disagree","2006","Employed","East Germany","","","",""
"2 on scale 1-7 ","2006","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2006","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2006","Employed","West Germany","","","",""
"2 on scale 1-7 ","2006","Employed","East Germany","","","",""
"3 on scale 1-7 ","2006","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2006","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2006","Employed","West Germany","","","",""
"3 on scale 1-7 ","2006","Employed","East Germany","","","",""
"4 on scale 1-7","2006","Not Employed","West Germany","","","",""
"4 on scale 1-7","2006","Not Employed","East Germany","","","",""
"4 on scale 1-7","2006","Employed","West Germany","","","",""
"4 on scale 1-7","2006","Employed","East Germany","","","",""
"5 on scale 1-7","2006","Not Employed","West Germany","","","",""
"5 on scale 1-7","2006","Not Employed","East Germany","","","",""
"5 on scale 1-7","2006","Employed","West Germany","","","",""
"5 on scale 1-7","2006","Employed","East Germany","","","",""
"6 on scale 1-7","2006","Not Employed","West Germany","","","",""
"6 on scale 1-7","2006","Not Employed","East Germany","","","",""
"6 on scale 1-7","2006","Employed","West Germany","","","",""
"6 on scale 1-7","2006","Employed","East Germany","","","",""
"7 Strongly agree","2006","Not Employed","West Germany","","","",""
"7 Strongly agree","2006","Not Employed","East Germany","","","",""
"7 Strongly agree","2006","Employed","West Germany","","","",""
"7 Strongly agree","2006","Employed","East Germany","","","",""
"1 Strongly disagree","2007","Not Employed","West Germany","","","",""
"1 Strongly disagree","2007","Not Employed","East Germany","","","",""
"1 Strongly disagree","2007","Employed","West Germany","","","",""
"1 Strongly disagree","2007","Employed","East Germany","","","",""
"2 on scale 1-7 ","2007","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2007","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2007","Employed","West Germany","","","",""
"2 on scale 1-7 ","2007","Employed","East Germany","","","",""
"3 on scale 1-7 ","2007","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2007","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2007","Employed","West Germany","","","",""
"3 on scale 1-7 ","2007","Employed","East Germany","","","",""
"4 on scale 1-7","2007","Not Employed","West Germany","","","",""
"4 on scale 1-7","2007","Not Employed","East Germany","","","",""
"4 on scale 1-7","2007","Employed","West Germany","","","",""
"4 on scale 1-7","2007","Employed","East Germany","","","",""
"5 on scale 1-7","2007","Not Employed","West Germany","","","",""
"5 on scale 1-7","2007","Not Employed","East Germany","","","",""
"5 on scale 1-7","2007","Employed","West Germany","","","",""
"5 on scale 1-7","2007","Employed","East Germany","","","",""
"6 on scale 1-7","2007","Not Employed","West Germany","","","",""
"6 on scale 1-7","2007","Not Employed","East Germany","","","",""
"6 on scale 1-7","2007","Employed","West Germany","","","",""
"6 on scale 1-7","2007","Employed","East Germany","","","",""
"7 Strongly agree","2007","Not Employed","West Germany","","","",""
"7 Strongly agree","2007","Not Employed","East Germany","","","",""
"7 Strongly agree","2007","Employed","West Germany","","","",""
"7 Strongly agree","2007","Employed","East Germany","","","",""
"1 Strongly disagree","2008","Not Employed","West Germany","","","",""
"1 Strongly disagree","2008","Not Employed","East Germany","","","",""
"1 Strongly disagree","2008","Employed","West Germany","","","",""
"1 Strongly disagree","2008","Employed","East Germany","","","",""
"2 on scale 1-7 ","2008","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2008","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2008","Employed","West Germany","","","",""
"2 on scale 1-7 ","2008","Employed","East Germany","","","",""
"3 on scale 1-7 ","2008","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2008","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2008","Employed","West Germany","","","",""
"3 on scale 1-7 ","2008","Employed","East Germany","","","",""
"4 on scale 1-7","2008","Not Employed","West Germany","","","",""
"4 on scale 1-7","2008","Not Employed","East Germany","","","",""
"4 on scale 1-7","2008","Employed","West Germany","","","",""
"4 on scale 1-7","2008","Employed","East Germany","","","",""
"5 on scale 1-7","2008","Not Employed","West Germany","","","",""
"5 on scale 1-7","2008","Not Employed","East Germany","","","",""
"5 on scale 1-7","2008","Employed","West Germany","","","",""
"5 on scale 1-7","2008","Employed","East Germany","","","",""
"6 on scale 1-7","2008","Not Employed","West Germany","","","",""
"6 on scale 1-7","2008","Not Employed","East Germany","","","",""
"6 on scale 1-7","2008","Employed","West Germany","","","",""
"6 on scale 1-7","2008","Employed","East Germany","","","",""
"7 Strongly agree","2008","Not Employed","West Germany","","","",""
"7 Strongly agree","2008","Not Employed","East Germany","","","",""
"7 Strongly agree","2008","Employed","West Germany","","","",""
"7 Strongly agree","2008","Employed","East Germany","","","",""
"1 Strongly disagree","2009","Not Employed","West Germany","248","0.0498838311362755","0.0438135484141389","0.0559541138584121"
"1 Strongly disagree","2009","Not Employed","East Germany","47","0.0329650550880404","0.0248466031651155","0.0410835070109653"
"1 Strongly disagree","2009","Employed","West Germany","356","0.0407462916172606","0.0365490629085678","0.0449435203259535"
"1 Strongly disagree","2009","Employed","East Germany","70","0.0267875586705646","0.0206814366233649","0.0328936807177644"
"2 on scale 1-7 ","2009","Not Employed","West Germany","539","0.106791045725856","0.0981794304834472","0.115402660968265"
"2 on scale 1-7 ","2009","Not Employed","East Germany","147","0.0796723406583986","0.0673597267439579","0.0919849545728392"
"2 on scale 1-7 ","2009","Employed","West Germany","1187","0.135795609011809","0.128522787243016","0.143068430780602"
"2 on scale 1-7 ","2009","Employed","East Germany","327","0.124937565670413","0.112433215506154","0.137441915834672"
"3 on scale 1-7 ","2009","Not Employed","West Germany","684","0.133768569830631","0.124277073705205","0.143260065956057"
"3 on scale 1-7 ","2009","Not Employed","East Germany","250","0.116444692633496","0.101859843013523","0.131029542253469"
"3 on scale 1-7 ","2009","Employed","West Germany","1391","0.158503943811609","0.150750441413503","0.166257446209714"
"3 on scale 1-7 ","2009","Employed","East Germany","424","0.159328432356242","0.145487832656016","0.173169032056468"
"4 on scale 1-7","2009","Not Employed","West Germany","972","0.191971929910018","0.180990149546717","0.20295371027332"
"4 on scale 1-7","2009","Not Employed","East Germany","364","0.18840578968908","0.170625377340411","0.206186202037749"
"4 on scale 1-7","2009","Employed","West Germany","1839","0.214105697728869","0.205397104023217","0.222814291434522"
"4 on scale 1-7","2009","Employed","East Germany","610","0.211976059162801","0.196519664452931","0.227432453872671"
"5 on scale 1-7","2009","Not Employed","West Germany","950","0.19360225391763","0.182585071985224","0.204619435850036"
"5 on scale 1-7","2009","Not Employed","East Germany","391","0.214725719439848","0.196054273298021","0.233397165581674"
"5 on scale 1-7","2009","Employed","West Germany","1558","0.182556111821336","0.174354881456317","0.190757342186354"
"5 on scale 1-7","2009","Employed","East Germany","541","0.195480010369173","0.180482654971765","0.21047736576658"
"6 on scale 1-7","2009","Not Employed","West Germany","856","0.173452728651192","0.162895131646631","0.184010325655753"
