"pld0045","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","2003","direct migration background","general elemantary","465","0.722877427540898","0.688679213434873","0.757075641646922","5"
"Never","2003","indirect migration background","vocational + Abi","30","0.584321378274818","0.440326658567859","0.728316097981777","5"
"Never","2003","indirect migration background","higher education","36","0.552766943608982","0.429990288855264","0.6755435983627","5"
"Never","2003","direct migration background","in school","30","0.521581871307535","0.380265482679137","0.662898259935934","5"
"Never","2003","direct migration background","middle vocational","625","0.614540341948621","0.58395901431155","0.645121669585693","5"
"Never","2003","direct migration background","vocational + Abi","124","0.467074422333116","0.402736293493966","0.531412551172265","5"
"Never","2003","direct migration background","inadequately","121","0.751307500835276","0.684949316501631","0.81766568516892","5"
"Never","2003","indirect migration background","general elemantary","113","0.604185079610677","0.534094707388344","0.674275451833009","5"
"Never","2003","indirect migration background","middle vocational","194","0.584953619854524","0.531629929134093","0.638277310574955","5"
"Never","2003","indirect migration background","higher vocational","21","","","","5"
"Never","2003","indirect migration background","in school","40","0.64722224673036","0.535284545384299","0.759159948076422","5"
"Never","2003","indirect migration background","inadequately","8","","","","5"
"Never","2003","direct migration background","higher vocational","92","0.656452311025043","0.578617266391951","0.734287355658136","5"
"Never","2003","direct migration background","higher education","212","0.599678003534582","0.549481746464978","0.649874260604186","5"
"Never","2003","no migration background","in school","254","0.499639231780362","0.455458243033467","0.543820220527257","5"
"Never","2003","no migration background","inadequately","60","0.701598039726777","0.605999386447719","0.797196693005834","5"
"Never","2003","no migration background","general elemantary","1219","0.669388400956828","0.648218805446555","0.690557996467101","5"
"Never","2003","no migration background","middle vocational","5982","0.621661323898182","0.612062958084924","0.631259689711439","5"
"Never","2003","no migration background","vocational + Abi","470","0.546415428193615","0.513652938692866","0.579177917694363","5"
"Never","2003","no migration background","higher vocational","788","0.535883172017809","0.510645390353774","0.561120953681844","5"
"Never","2003","no migration background","higher education","2031","0.530415770971338","0.51478059959086","0.546050942351815","5"
"Often","2003","indirect migration background","middle vocational","28","","","","2"
"Often","2003","indirect migration background","vocational + Abi","2","","","","2"
"Often","2003","indirect migration background","general elemantary","13","","","","2"
"Often","2003","indirect migration background","in school","4","","","","2"
"Often","2003","indirect migration background","inadequately","1","","","","2"
"Often","2003","direct migration background","in school","","","","","2"
"Often","2003","direct migration background","inadequately","6","","","","2"
"Often","2003","direct migration background","general elemantary","32","0.0399133002244636","0.0249561384714262","0.054870461977501","2"
"Often","2003","indirect migration background","higher vocational","6","","","","2"
"Often","2003","indirect migration background","higher education","7","","","","2"
"Often","2003","no migration background","in school","47","0.123047898225943","0.0940216719671386","0.152074124484747","2"
"Often","2003","direct migration background","middle vocational","82","0.0933735137622421","0.0750917655541515","0.111655261970333","2"
"Often","2003","direct migration background","vocational + Abi","20","","","","2"
"Often","2003","direct migration background","higher vocational","8","","","","2"
"Often","2003","direct migration background","higher education","28","","","","2"
"Often","2003","no migration background","inadequately","6","","","","2"
"Often","2003","no migration background","general elemantary","137","0.0643583551050216","0.0533157468549074","0.0754009633551358","2"
"Often","2003","no migration background","middle vocational","723","0.069905188981741","0.0648585955146019","0.0749517824488802","2"
"Often","2003","no migration background","vocational + Abi","89","0.0907340030604883","0.0718316098921469","0.10963639622883","2"
"Often","2003","no migration background","higher vocational","159","0.0975466933552443","0.0825318395528227","0.112561547157666","2"
"Often","2003","no migration background","higher education","378","0.0872134533534514","0.0783742314385592","0.0960526752683435","2"
"Rarely","2003","indirect migration background","general elemantary","35","0.172473071381117","0.118325497324252","0.226620645437982","4"
"Rarely","2003","indirect migration background","middle vocational","64","0.181318194520722","0.139622670968279","0.223013718073164","4"
"Rarely","2003","indirect migration background","in school","13","","","","4"
"Rarely","2003","indirect migration background","inadequately","1","","","","4"
"Rarely","2003","direct migration background","in school","10","","","","4"
"Rarely","2003","direct migration background","inadequately","17","","","","4"
"Rarely","2003","indirect migration background","vocational + Abi","9","","","","4"
"Rarely","2003","indirect migration background","higher vocational","10","","","","4"
"Rarely","2003","indirect migration background","higher education","13","","","","4"
"Rarely","2003","direct migration background","general elemantary","84","0.132377556780049","0.106483045805179","0.15827206775492","4"
"Rarely","2003","direct migration background","middle vocational","132","0.165792855130395","0.142425394008337","0.189160316252454","4"
"Rarely","2003","direct migration background","vocational + Abi","40","0.198884070650085","0.147409849406339","0.25035829189383","4"
"Rarely","2003","direct migration background","higher vocational","18","","","","4"
"Rarely","2003","direct migration background","higher education","61","0.181381204859494","0.141904168160952","0.220858241558037","4"
"Rarely","2003","no migration background","in school","105","0.207400846850115","0.171574906019034","0.243226787681196","4"
"Rarely","2003","no migration background","inadequately","14","","","","4"
"Rarely","2003","no migration background","general elemantary","281","0.137933089894202","0.122415683088514","0.153450496699889","4"
"Rarely","2003","no migration background","middle vocational","1715","0.168062467132068","0.160661972811692","0.175462961452444","4"
"Rarely","2003","no migration background","vocational + Abi","169","0.164983875371491","0.140557756714932","0.189409994028049","4"
"Rarely","2003","no migration background","higher vocational","298","0.183394062521557","0.163810064180451","0.202978060862664","4"
"Rarely","2003","no migration background","higher education","807","0.19986716730004","0.187338944886111","0.21239538971397","4"
"Sometimes","2003","direct migration background","general elemantary","57","0.0687895136708745","0.0494511290923998","0.0881278982493493","3"
"Sometimes","2003","indirect migration background","general elemantary","15","","","","3"
"Sometimes","2003","indirect migration background","middle vocational","23","","","","3"
"Sometimes","2003","indirect migration background","higher education","5","","","","3"
"Sometimes","2003","direct migration background","middle vocational","91","0.0854178575400252","0.0678557202986389","0.102979994781412","3"
"Sometimes","2003","direct migration background","vocational + Abi","33","0.17453702404082","0.125589054190055","0.223484993891586","3"
"Sometimes","2003","direct migration background","higher vocational","17","","","","3"
"Sometimes","2003","direct migration background","higher education","41","0.0986900222424253","0.0681350944888564","0.129244949995994","3"
"Sometimes","2003","indirect migration background","vocational + Abi","2","","","","3"
"Sometimes","2003","indirect migration background","higher vocational","2","","","","3"
"Sometimes","2003","direct migration background","in school","4","","","","3"
"Sometimes","2003","direct migration background","inadequately","11","","","","3"
"Sometimes","2003","indirect migration background","inadequately","","","","","3"
"Sometimes","2003","indirect migration background","in school","8","","","","3"
"Sometimes","2003","no migration background","in school","57","0.116248751018216","0.0879266995493199","0.144570802487111","3"
"Sometimes","2003","no migration background","inadequately","4","","","","3"
"Sometimes","2003","no migration background","general elemantary","171","0.0845047731365982","0.0719882678296433","0.0970212784435531","3"
"Sometimes","2003","no migration background","middle vocational","978","0.0985936938098342","0.0926935191467497","0.104493868472919","3"
"Sometimes","2003","no migration background","vocational + Abi","102","0.12952714362191","0.107429585141093","0.151624702102728","3"
"Sometimes","2003","no migration background","higher vocational","174","0.117674153102817","0.101367775197452","0.133980531008183","3"
