"pld0045","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very often","2003","16-34 y.","(0) in school","38","0.0663045138678527","0.0465595041980386","0.0860495235376668"
"Very often","2003","16-34 y.","(1a) inadequately completed","3","","",""
"Very often","2003","16-34 y.","(1b) general elementary school","18","","",""
"Very often","2003","16-34 y.","(1c) basic vocational qualification","39","0.0448861815545956","0.0301461849564839","0.0596261781527074"
"Very often","2003","16-34 y.","(2b) intermediate general qualification","34","0.0931938089537848","0.0677637713804926","0.118623846527077"
"Very often","2003","16-34 y.","(2a) intermediate vocational","74","0.0658321580003624","0.0527718112778752","0.0788925047228497"
"Very often","2003","16-34 y.","(2c_gen) general maturity certificate","45","0.0489920880004026","0.0333123991237643","0.0646717768770409"
"Very often","2003","16-34 y.","(2c_voc) vocational maturity certificate","33","0.0639915514127625","0.0433686074107005","0.0846144954148245"
"Very often","2003","16-34 y.","(3a) lower tertiary education","15","","",""
"Very often","2003","16-34 y.","(3b) higher tertiary education","19","","",""
"Very often","2003","35-65 y.","(0) in school","","","",""
"Very often","2003","35-65 y.","(1a) inadequately completed","7","","",""
"Very often","2003","35-65 y.","(1b) general elementary school","29","","",""
"Very often","2003","35-65 y.","(1c) basic vocational qualification","165","0.0469895753794301","0.0403120343486872","0.053667116410173"
"Very often","2003","35-65 y.","(2b) intermediate general qualification","9","","",""
"Very often","2003","35-65 y.","(2a) intermediate vocational","141","0.0416626503490464","0.0349133432866746","0.0484119574114182"
"Very often","2003","35-65 y.","(2c_gen) general maturity certificate","9","","",""
"Very often","2003","35-65 y.","(2c_voc) vocational maturity certificate","50","0.0516353245799169","0.0371133121539565","0.0661573370058772"
"Very often","2003","35-65 y.","(3a) lower tertiary education","62","0.0506681127071879","0.0384362947054417","0.0628999307089342"
"Very often","2003","35-65 y.","(3b) higher tertiary education","118","0.0626996403516978","0.0520027765767446","0.0733965041266509"
"Very often","2003","66 and older","(0) in school","","","",""
"Very often","2003","66 and older","(1a) inadequately completed","3","","",""
"Very often","2003","66 and older","(1b) general elementary school","31","0.0437948026361828","0.0292075323513706","0.0583820729209951"
"Very often","2003","66 and older","(1c) basic vocational qualification","46","0.0282202296075365","0.0203014610738518","0.0361389981412212"
"Very often","2003","66 and older","(2b) intermediate general qualification","1","","",""
"Very often","2003","66 and older","(2a) intermediate vocational","20","","",""
"Very often","2003","66 and older","(2c_gen) general maturity certificate","","","",""
"Very often","2003","66 and older","(2c_voc) vocational maturity certificate","8","","",""
"Very often","2003","66 and older","(3a) lower tertiary education","8","","",""
"Very often","2003","66 and older","(3b) higher tertiary education","14","","",""
"Often","2003","16-34 y.","(0) in school","51","0.101795841008485","0.0778000140348293","0.125791667982141"
"Often","2003","16-34 y.","(1a) inadequately completed","3","","",""
"Often","2003","16-34 y.","(1b) general elementary school","43","0.100026932132477","0.0735688812305847","0.126484983034369"
"Often","2003","16-34 y.","(1c) basic vocational qualification","68","0.0984006895187206","0.0771966138937239","0.119604765143717"
"Often","2003","16-34 y.","(2b) intermediate general qualification","43","0.0748857260828576","0.0518610544132794","0.0979103977524358"
"Often","2003","16-34 y.","(2a) intermediate vocational","144","0.1003176861217","0.0844958621251832","0.116139510118217"
"Often","2003","16-34 y.","(2c_gen) general maturity certificate","59","0.0867471025114363","0.0663012407767501","0.107192964246123"
"Often","2003","16-34 y.","(2c_voc) vocational maturity certificate","52","0.0924920804435212","0.0680787547824897","0.116905406104553"
"Often","2003","16-34 y.","(3a) lower tertiary education","25","","",""
"Often","2003","16-34 y.","(3b) higher tertiary education","30","0.0956120282621546","0.0639332992732088","0.1272907572511"
"Often","2003","35-65 y.","(0) in school","","","",""
"Often","2003","35-65 y.","(1a) inadequately completed","6","","",""
"Often","2003","35-65 y.","(1b) general elementary school","56","0.0548748742140609","0.0399715450790171","0.0697782033491048"
"Often","2003","35-65 y.","(1c) basic vocational qualification","304","0.0779132963728748","0.0694554722748389","0.0863711204709106"
"Often","2003","35-65 y.","(2b) intermediate general qualification","4","","",""
"Often","2003","35-65 y.","(2a) intermediate vocational","258","0.075511183758596","0.0665867020656495","0.0844356654515425"
"Often","2003","35-65 y.","(2c_gen) general maturity certificate","18","","",""
"Often","2003","35-65 y.","(2c_voc) vocational maturity certificate","97","0.107503320096318","0.08717601025658","0.127830629936055"
"Often","2003","35-65 y.","(3a) lower tertiary education","121","0.0963886369716088","0.0799290712066134","0.112848202736604"
"Often","2003","35-65 y.","(3b) higher tertiary education","202","0.0939079849735126","0.0810366983676686","0.106779271579357"
"Often","2003","66 and older","(0) in school","","","",""
"Often","2003","66 and older","(1a) inadequately completed","4","","",""
"Often","2003","66 and older","(1b) general elementary school","37","0.0414695916706712","0.0272575975124594","0.055681585828883"
"Often","2003","66 and older","(1c) basic vocational qualification","79","0.0422217252528436","0.032605736898383","0.0518377136073041"
"Often","2003","66 and older","(2b) intermediate general qualification","2","","",""
"Often","2003","66 and older","(2a) intermediate vocational","24","","",""
"Often","2003","66 and older","(2c_gen) general maturity certificate","","","",""
"Often","2003","66 and older","(2c_voc) vocational maturity certificate","7","","",""
"Often","2003","66 and older","(3a) lower tertiary education","12","","",""
"Often","2003","66 and older","(3b) higher tertiary education","23","","",""
"Sometimes","2003","16-34 y.","(0) in school","69","0.104009983891042","0.079784510449728","0.128235457332356"
"Sometimes","2003","16-34 y.","(1a) inadequately completed","3","","",""
"Sometimes","2003","16-34 y.","(1b) general elementary school","54","0.114344219996351","0.0862818591153116","0.14240658087739"
"Sometimes","2003","16-34 y.","(1c) basic vocational qualification","83","0.108072156936026","0.0859699694506634","0.130174344421388"
"Sometimes","2003","16-34 y.","(2b) intermediate general qualification","64","0.114432808240749","0.0865855610666431","0.142280055414855"
"Sometimes","2003","16-34 y.","(2a) intermediate vocational","148","0.113466533724951","0.096763142024556","0.130169925425345"
"Sometimes","2003","16-34 y.","(2c_gen) general maturity certificate","86","0.141401468744135","0.116090752662273","0.166712184825997"
"Sometimes","2003","16-34 y.","(2c_voc) vocational maturity certificate","58","0.114988099518992","0.0881067875027305","0.141869411535254"
"Sometimes","2003","16-34 y.","(3a) lower tertiary education","29","","",""
"Sometimes","2003","16-34 y.","(3b) higher tertiary education","35","0.119838142629761","0.0848506434886098","0.154825641770911"
"Sometimes","2003","35-65 y.","(0) in school","","","",""
"Sometimes","2003","35-65 y.","(1a) inadequately completed","12","","",""
"Sometimes","2003","35-65 y.","(1b) general elementary school","66","0.0705913465617717","0.0538291488637721","0.0873535442597713"
"Sometimes","2003","35-65 y.","(1c) basic vocational qualification","361","0.0916228488485658","0.0825194834359597","0.100726214261172"
"Sometimes","2003","35-65 y.","(2b) intermediate general qualification","7","","",""
"Sometimes","2003","35-65 y.","(2a) intermediate vocational","387","0.113602533826674","0.102884014512781","0.124321053140566"
"Sometimes","2003","35-65 y.","(2c_gen) general maturity certificate","13","","",""
"Sometimes","2003","35-65 y.","(2c_voc) vocational maturity certificate","115","0.150439340303001","0.126978499598386","0.173900181007617"
"Sometimes","2003","35-65 y.","(3a) lower tertiary education","158","0.137723015455632","0.118503551492589","0.156942479418675"
"Sometimes","2003","35-65 y.","(3b) higher tertiary education","260","0.124540344019928","0.109970407905223","0.139110280134633"
"Sometimes","2003","66 and older","(0) in school","","","",""
"Sometimes","2003","66 and older","(1a) inadequately completed","3","","",""
"Sometimes","2003","66 and older","(1b) general elementary school","53","0.061123662374247","0.0440472720078916","0.0782000527406024"
"Sometimes","2003","66 and older","(1c) basic vocational qualification","119","0.0685231676449061","0.0564422981039729","0.0806040371858393"
"Sometimes","2003","66 and older","(2b) intermediate general qualification","2","","",""
"Sometimes","2003","66 and older","(2a) intermediate vocational","31","0.0941376596569871","0.065155643876243","0.123119675437731"
"Sometimes","2003","66 and older","(2c_gen) general maturity certificate","3","","",""
"Sometimes","2003","66 and older","(2c_voc) vocational maturity certificate","9","","",""
"Sometimes","2003","66 and older","(3a) lower tertiary education","25","","",""
"Sometimes","2003","66 and older","(3b) higher tertiary education","27","","",""
"Rarely","2003","16-34 y.","(0) in school","128","0.205615711147611","0.173543666732056","0.237687755563167"
"Rarely","2003","16-34 y.","(1a) inadequately completed","6","","",""
"Rarely","2003","16-34 y.","(1b) general elementary school","84","0.148817767698799","0.117432684505485","0.180202850892113"
"Rarely","2003","16-34 y.","(1c) basic vocational qualification","154","0.213904933507694","0.184713096588452","0.243096770426937"
"Rarely","2003","16-34 y.","(2b) intermediate general qualification","90","0.178711159005582","0.145197640240274","0.21222467777089"
"Rarely","2003","16-34 y.","(2a) intermediate vocational","283","0.205995226918234","0.184696024561524","0.227294429274944"
"Rarely","2003","16-34 y.","(2c_gen) general maturity certificate","145","0.222748747409805","0.192523438236423","0.252974056583187"
"Rarely","2003","16-34 y.","(2c_voc) vocational maturity certificate","103","0.175350797059675","0.143307444188324","0.207394149931026"
"Rarely","2003","16-34 y.","(3a) lower tertiary education","52","0.210815383283295","0.158101546476023","0.263529220090567"
"Rarely","2003","16-34 y.","(3b) higher tertiary education","68","0.22591780049801","0.180866963921848","0.270968637074173"
"Rarely","2003","35-65 y.","(0) in school","","","",""
"Rarely","2003","35-65 y.","(1a) inadequately completed","21","","",""
"Rarely","2003","35-65 y.","(1b) general elementary school","129","0.14226655028411","0.119406380934996","0.165126719633225"
"Rarely","2003","35-65 y.","(1c) basic vocational qualification","658","0.16572147826678","0.153988401554497","0.177454554979063"
"Rarely","2003","35-65 y.","(2b) intermediate general qualification","10","","",""
"Rarely","2003","35-65 y.","(2a) intermediate vocational","643","0.184646362444379","0.17154036986962","0.197752355019137"
"Rarely","2003","35-65 y.","(2c_gen) general maturity certificate","21","","",""
"Rarely","2003","35-65 y.","(2c_voc) vocational maturity certificate","171","0.186541808847821","0.160978246484947","0.212105371210695"
"Rarely","2003","35-65 y.","(3a) lower tertiary education","258","0.186665448133418","0.164934374068195","0.208396522198641"
"Rarely","2003","35-65 y.","(3b) higher tertiary education","422","0.211141375445229","0.193133154494006","0.229149596396452"
"Rarely","2003","66 and older","(0) in school","","","",""
"Rarely","2003","66 and older","(1a) inadequately completed","8","","",""
"Rarely","2003","66 and older","(1b) general elementary school","89","0.115385275036969","0.0926112669690899","0.138159283104849"
"Rarely","2003","66 and older","(1c) basic vocational qualification","208","0.124638595213271","0.108843821070661","0.140433369355881"
"Rarely","2003","66 and older","(2b) intermediate general qualification","3","","",""
