"pld0045","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very often","2003","1-pers.-HH","(0) in school","","","",""
"Very often","2003","1-pers.-HH","(1a) inadequately completed","","","",""
"Very often","2003","1-pers.-HH","(1b) general elementary school","22","","",""
"Very often","2003","1-pers.-HH","(1c) basic vocational qualification","35","0.0403549949676382","0.0277814646990214","0.052928525236255"
"Very often","2003","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"Very often","2003","1-pers.-HH","(2a) intermediate vocational","36","0.0589150782880709","0.0407433652140843","0.0770867913620575"
"Very often","2003","1-pers.-HH","(2c_gen) general maturity certificate","14","","",""
"Very often","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","12","","",""
"Very often","2003","1-pers.-HH","(3a) lower tertiary education","9","","",""
"Very often","2003","1-pers.-HH","(3b) higher tertiary education","17","","",""
"Very often","2003","(Married) couple without C. ","(0) in school","","","",""
"Very often","2003","(Married) couple without C. ","(1a) inadequately completed","5","","",""
"Very often","2003","(Married) couple without C. ","(1b) general elementary school","24","","",""
"Very often","2003","(Married) couple without C. ","(1c) basic vocational qualification","85","0.0306812694309398","0.0241448885012272","0.0372176503606524"
"Very often","2003","(Married) couple without C. ","(2b) intermediate general qualification","4","","",""
"Very often","2003","(Married) couple without C. ","(2a) intermediate vocational","51","0.0433210621144357","0.0328785661193018","0.0537635581095695"
"Very often","2003","(Married) couple without C. ","(2c_gen) general maturity certificate","9","","",""
"Very often","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","20","","",""
"Very often","2003","(Married) couple without C. ","(3a) lower tertiary education","25","","",""
"Very often","2003","(Married) couple without C. ","(3b) higher tertiary education","44","0.0393996871565818","0.0271061090853698","0.0516932652277937"
"Very often","2003","Single parent ","(0) in school","4","","",""
"Very often","2003","Single parent ","(1a) inadequately completed","1","","",""
"Very often","2003","Single parent ","(1b) general elementary school","6","","",""
"Very often","2003","Single parent ","(1c) basic vocational qualification","7","","",""
"Very often","2003","Single parent ","(2b) intermediate general qualification","4","","",""
"Very often","2003","Single parent ","(2a) intermediate vocational","14","","",""
"Very often","2003","Single parent ","(2c_gen) general maturity certificate","5","","",""
"Very often","2003","Single parent ","(2c_voc) vocational maturity certificate","3","","",""
"Very often","2003","Single parent ","(3a) lower tertiary education","4","","",""
"Very often","2003","Single parent ","(3b) higher tertiary education","8","","",""
"Very often","2003","Couple + C. LE 16 ","(0) in school","","","",""
"Very often","2003","Couple + C. LE 16 ","(1a) inadequately completed","3","","",""
"Very often","2003","Couple + C. LE 16 ","(1b) general elementary school","7","","",""
"Very often","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","54","0.0630940693281755","0.0480399105037485","0.0781482281526024"
"Very often","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"Very often","2003","Couple + C. LE 16 ","(2a) intermediate vocational","73","0.0494764101678534","0.0381369998836148","0.0608158204520921"
"Very often","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","6","","",""
"Very often","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","39","0.07518421386252","0.0516192650072736","0.0987491627177664"
"Very often","2003","Couple + C. LE 16 ","(3a) lower tertiary education","24","","",""
"Very often","2003","Couple + C. LE 16 ","(3b) higher tertiary education","41","0.0584567346676072","0.0404626849019339","0.0764507844332806"
"Very often","2003","Couple + C. GT 16 ","(0) in school","18","","",""
"Very often","2003","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Very often","2003","Couple + C. GT 16 ","(1b) general elementary school","9","","",""
"Very often","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","40","0.058305425790945","0.0430727685771242","0.0735380830047658"
"Very often","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","16","","",""
"Very often","2003","Couple + C. GT 16 ","(2a) intermediate vocational","35","0.0506058234524107","0.0359478126009104","0.065263834303911"
"Very often","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","12","","",""
"Very often","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","10","","",""
"Very often","2003","Couple + C. GT 16 ","(3a) lower tertiary education","14","","",""
"Very often","2003","Couple + C. GT 16 ","(3b) higher tertiary education","22","","",""
"Very often","2003","Couple + C. LE and GT 16","(0) in school","16","","",""
"Very often","2003","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"Very often","2003","Couple + C. LE and GT 16","(1b) general elementary school","3","","",""
"Very often","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","17","","",""
"Very often","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","7","","",""
"Very often","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","19","","",""
"Very often","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","6","","",""
"Very often","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","7","","",""
"Very often","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","7","","",""
"Very often","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","14","","",""
"Often","2003","1-pers.-HH","(0) in school","","","",""
"Often","2003","1-pers.-HH","(1a) inadequately completed","1","","",""
"Often","2003","1-pers.-HH","(1b) general elementary school","17","","",""
"Often","2003","1-pers.-HH","(1c) basic vocational qualification","52","0.0593896047866146","0.0442883378657768","0.0744908717074525"
"Often","2003","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"Often","2003","1-pers.-HH","(2a) intermediate vocational","48","0.0588704430825364","0.0407051841644741","0.0770357020005987"
"Often","2003","1-pers.-HH","(2c_gen) general maturity certificate","11","","",""
"Often","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","17","","",""
"Often","2003","1-pers.-HH","(3a) lower tertiary education","13","","",""
"Often","2003","1-pers.-HH","(3b) higher tertiary education","26","","",""
"Often","2003","(Married) couple without C. ","(0) in school","","","",""
"Often","2003","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"Often","2003","(Married) couple without C. ","(1b) general elementary school","40","0.0557119882802566","0.0387449475634224","0.0726790289970909"
"Often","2003","(Married) couple without C. ","(1c) basic vocational qualification","155","0.0511906159494887","0.0428374318552138","0.0595438000437636"
"Often","2003","(Married) couple without C. ","(2b) intermediate general qualification","7","","",""
"Often","2003","(Married) couple without C. ","(2a) intermediate vocational","99","0.0736134187394214","0.0602183087270435","0.0870085287517993"
"Often","2003","(Married) couple without C. ","(2c_gen) general maturity certificate","11","","",""
"Often","2003","(Married) couple without C. ","(2c_voc) vocational maturity certificate","42","0.113914839353022","0.084975708852429","0.142853969853615"
"Often","2003","(Married) couple without C. ","(3a) lower tertiary education","56","0.0674101602592053","0.0486748067708329","0.0861455137475778"
"Often","2003","(Married) couple without C. ","(3b) higher tertiary education","76","0.0751777160978128","0.0585154424888241","0.0918399897068015"
"Often","2003","Single parent ","(0) in school","8","","",""
"Often","2003","Single parent ","(1a) inadequately completed","","","",""
"Often","2003","Single parent ","(1b) general elementary school","13","","",""
"Often","2003","Single parent ","(1c) basic vocational qualification","28","","",""
"Often","2003","Single parent ","(2b) intermediate general qualification","6","","",""
"Often","2003","Single parent ","(2a) intermediate vocational","28","","",""
"Often","2003","Single parent ","(2c_gen) general maturity certificate","3","","",""
"Often","2003","Single parent ","(2c_voc) vocational maturity certificate","6","","",""
"Often","2003","Single parent ","(3a) lower tertiary education","6","","",""
"Often","2003","Single parent ","(3b) higher tertiary education","12","","",""
"Often","2003","Couple + C. LE 16 ","(0) in school","","","",""
"Often","2003","Couple + C. LE 16 ","(1a) inadequately completed","3","","",""
"Often","2003","Couple + C. LE 16 ","(1b) general elementary school","16","","",""
"Often","2003","Couple + C. LE 16 ","(1c) basic vocational qualification","94","0.0867328188106569","0.0693065308409539","0.10415910678036"
"Often","2003","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"Often","2003","Couple + C. LE 16 ","(2a) intermediate vocational","139","0.10013149400242","0.0844356453213122","0.115827342683528"
"Often","2003","Couple + C. LE 16 ","(2c_gen) general maturity certificate","7","","",""
"Often","2003","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","49","0.105502797592544","0.0780493409383754","0.132956254246713"
"Often","2003","Couple + C. LE 16 ","(3a) lower tertiary education","46","0.126628860404388","0.0922760234467419","0.160981697362035"
"Often","2003","Couple + C. LE 16 ","(3b) higher tertiary education","74","0.114463776333379","0.0900447298907591","0.138882822775999"
"Often","2003","Couple + C. GT 16 ","(0) in school","21","","",""
"Often","2003","Couple + C. GT 16 ","(1a) inadequately completed","4","","",""
"Often","2003","Couple + C. GT 16 ","(1b) general elementary school","24","","",""
"Often","2003","Couple + C. GT 16 ","(1c) basic vocational qualification","79","0.0992026575603451","0.0797695904313721","0.118635724689318"
"Often","2003","Couple + C. GT 16 ","(2b) intermediate general qualification","18","","",""
"Often","2003","Couple + C. GT 16 ","(2a) intermediate vocational","62","0.0539761989575609","0.0388648341691911","0.0690875637459307"
"Often","2003","Couple + C. GT 16 ","(2c_gen) general maturity certificate","30","0.0997609465430969","0.067378523117833","0.132143369968361"
"Often","2003","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","26","","",""
"Often","2003","Couple + C. GT 16 ","(3a) lower tertiary education","21","","",""
"Often","2003","Couple + C. GT 16 ","(3b) higher tertiary education","42","0.0886843803069907","0.0608594631770299","0.116509297436952"
"Often","2003","Couple + C. LE and GT 16","(0) in school","21","","",""
"Often","2003","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Often","2003","Couple + C. LE and GT 16","(1b) general elementary school","16","","",""
"Often","2003","Couple + C. LE and GT 16","(1c) basic vocational qualification","30","0.0950137976897321","0.0634714970608345","0.12655609831863"
"Often","2003","Couple + C. LE and GT 16","(2b) intermediate general qualification","12","","",""
"Often","2003","Couple + C. LE and GT 16","(2a) intermediate vocational","43","0.129925852575968","0.0963845164616624","0.163467188690274"
"Often","2003","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","13","","",""
"Often","2003","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","11","","",""
"Often","2003","Couple + C. LE and GT 16","(3a) lower tertiary education","10","","",""
"Often","2003","Couple + C. LE and GT 16","(3b) higher tertiary education","19","","",""
"Sometimes","2003","1-pers.-HH","(0) in school","","","",""
"Sometimes","2003","1-pers.-HH","(1a) inadequately completed","3","","",""
"Sometimes","2003","1-pers.-HH","(1b) general elementary school","23","","",""
"Sometimes","2003","1-pers.-HH","(1c) basic vocational qualification","65","0.069827497546404","0.0535439784863086","0.0861110166064995"
"Sometimes","2003","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"Sometimes","2003","1-pers.-HH","(2a) intermediate vocational","52","0.0852804110332974","0.0637259649804108","0.106834857086184"
"Sometimes","2003","1-pers.-HH","(2c_gen) general maturity certificate","18","","",""
"Sometimes","2003","1-pers.-HH","(2c_voc) vocational maturity certificate","23","","",""
