"pld0045","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","2003","35-65 y.","general elemantary","672","0.706127108491283","0.677548282277072","0.734705934705495","5"
"Never","2003","66 and older","vocational + Abi","71","0.729867414344929","0.642839501908533","0.816895326781325","5"
"Never","2003","66 and older","higher education","384","0.650079001598915","0.611061431775752","0.689096571422078","5"
"Never","2003","35-65 y.","in school","","","","","5"
"Never","2003","35-65 y.","middle vocational","3938","0.61358607852026","0.601747789094163","0.625424367946357","5"
"Never","2003","35-65 y.","vocational + Abi","302","0.443287528377922","0.40402585870011","0.482549198055734","5"
"Never","2003","35-65 y.","inadequately","107","0.723349837582996","0.651279444259505","0.795420230906487","5"
"Never","2003","66 and older","general elemantary","572","0.73618133814181","0.705450125052823","0.766912551230797","5"
"Never","2003","66 and older","middle vocational","1390","0.736619650891392","0.716782858943706","0.756456442839078","5"
"Never","2003","66 and older","higher vocational","162","0.637917375545947","0.577859966048759","0.697974785043136","5"
"Never","2003","66 and older","in school","","","","","5"
"Never","2003","66 and older","inadequately","37","0.777643675824202","0.664622067158392","0.890665284490012","5"
"Never","2003","35-65 y.","higher vocational","612","0.547565337914968","0.518971825310808","0.576158850519129","5"
"Never","2003","35-65 y.","higher education","1607","0.516503171137709","0.499210414791162","0.533795927484255","5"
"Never","2003","16-34 y.","in school","324","0.522273950085009","0.482635029680335","0.561912870489683","5"
"Never","2003","16-34 y.","inadequately","45","0.695818871923851","0.581302789862697","0.810334953985006","5"
"Never","2003","16-34 y.","general elemantary","553","0.57226977321716","0.541230713467732","0.603308832966588","5"
"Never","2003","16-34 y.","middle vocational","1473","0.523026878243798","0.504239242511954","0.541814513975641","5"
"Never","2003","16-34 y.","vocational + Abi","251","0.580716730231609","0.535024219782101","0.626409240681116","5"
"Never","2003","16-34 y.","higher vocational","127","0.416401462010801","0.358031954355223","0.474770969666379","5"
"Never","2003","16-34 y.","higher education","288","0.516102952137223","0.474749542988883","0.557456361285563","5"
"Often","2003","66 and older","middle vocational","90","0.0416459101610873","0.0326487120596661","0.0506431082625085","2"
"Often","2003","66 and older","vocational + Abi","4","","","","2"
"Often","2003","66 and older","general elemantary","39","0.0422956684951156","0.0282611273542693","0.0563302096359619","2"
"Often","2003","66 and older","in school","","","","","2"
"Often","2003","66 and older","inadequately","4","","","","2"
"Often","2003","35-65 y.","in school","","","","","2"
"Often","2003","35-65 y.","inadequately","8","","","","2"
"Often","2003","35-65 y.","general elemantary","57","0.053469064479312","0.0393553320007832","0.0675827969578408","2"
"Often","2003","66 and older","higher vocational","16","","","","2"
"Often","2003","66 and older","higher education","35","0.0473768039109852","0.0299973710285001","0.0647562367934702","2"
"Often","2003","16-34 y.","in school","51","0.101795841008485","0.0778000140348293","0.125791667982141","2"
"Often","2003","35-65 y.","middle vocational","496","0.0767730882812986","0.0703004169388771","0.0832457596237201","2"
"Often","2003","35-65 y.","vocational + Abi","64","0.106454015253539","0.0820787129591623","0.130829317547915","2"
"Often","2003","35-65 y.","higher vocational","119","0.0892091758724453","0.0728340107560719","0.105584340988819","2"
"Often","2003","35-65 y.","higher education","323","0.0949543788797163","0.0848100424090841","0.105098715350349","2"
"Often","2003","16-34 y.","inadequately","1","","","","2"
"Often","2003","16-34 y.","general elemantary","86","0.0901258075104024","0.0721603434367113","0.108091271584093","2"
"Often","2003","16-34 y.","middle vocational","247","0.0923933812889096","0.0815007593155281","0.103286003262291","2"
"Often","2003","16-34 y.","vocational + Abi","43","0.0922303936021372","0.0654366168841282","0.119024170320146","2"
"Often","2003","16-34 y.","higher vocational","38","0.148772031094028","0.106635731024884","0.190908331163173","2"
"Often","2003","16-34 y.","higher education","55","0.0940815659090279","0.0699234268112723","0.118239705006783","2"
"Rarely","2003","66 and older","general elemantary","92","0.113570964607871","0.0914456125875063","0.135696316628235","4"
"Rarely","2003","66 and older","middle vocational","220","0.114875377883091","0.100514738016507","0.129236017749675","4"
"Rarely","2003","66 and older","in school","","","","","4"
"Rarely","2003","66 and older","inadequately","7","","","","4"
"Rarely","2003","35-65 y.","in school","","","","","4"
"Rarely","2003","35-65 y.","inadequately","17","","","","4"
"Rarely","2003","66 and older","vocational + Abi","12","","","","4"
