"pld0045","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","2003","Part Time","general elemantary","363","0.601019286549165","0.562191052258437","0.639847520839892","5"
"Never","2003","Not Working","vocational + Abi","171","0.590593997811843","0.534097280574033","0.647090715049652","5"
"Never","2003","Not Working","higher education","601","0.64032872202606","0.610018486032026","0.670638958020093","5"
"Never","2003","Part Time","in school","57","0.521644468717934","0.430346340401453","0.612942597034414","5"
"Never","2003","Part Time","middle vocational","1517","0.560565386199751","0.541823661012412","0.579307111387089","5"
"Never","2003","Part Time","vocational + Abi","156","0.502421966664612","0.447979161375406","0.556864771953818","5"
"Never","2003","Part Time","inadequately","31","0.664442528646122","0.521640093440646","0.807244963851598","5"
"Never","2003","Not Working","general elemantary","1036","0.721532791487889","0.69876526715495","0.744300315820827","5"
"Never","2003","Not Working","middle vocational","2874","0.694675526354282","0.680697306353447","0.708653746355118","5"
"Never","2003","Not Working","higher vocational","311","0.627277897215757","0.584156076268565","0.670399718162949","5"
"Never","2003","Not Working","in school","266","0.521084428245711","0.477032173373877","0.565136683117545","5"
"Never","2003","Not Working","inadequately","115","0.781297738383449","0.716638112800588","0.845957363966311","5"
"Never","2003","Part Time","higher vocational","176","0.436632218624045","0.386961253730777","0.486303183517314","5"
"Never","2003","Part Time","higher education","424","0.462726634254946","0.429839377864209","0.495613890645683","5"
"Never","2003","Full Time","in school","1","","","","5"
"Never","2003","Full Time","inadequately","43","0.633686259653751","0.514715135266687","0.752657384040816","5"
"Never","2003","Full Time","general elemantary","398","0.629235613364872","0.591873087364657","0.666598139365087","5"
"Never","2003","Full Time","middle vocational","2410","0.574699970223956","0.55982593871071","0.589574001737202","5"
"Never","2003","Full Time","vocational + Abi","297","0.507208189597663","0.465349784057615","0.549066595137711","5"
"Never","2003","Full Time","higher vocational","414","0.532905668801672","0.498715684017302","0.567095653586042","5"
"Never","2003","Full Time","higher education","1254","0.516323827805","0.496722871968977","0.535924783641024","5"
"Often","2003","Not Working","middle vocational","231","0.0493372622828764","0.0427640021015027","0.0559105224642501","2"
"Often","2003","Not Working","vocational + Abi","30","0.108530647280448","0.0727925849603302","0.144268709600565","2"
"Often","2003","Not Working","general elemantary","85","0.0542237594538276","0.0427213253372078","0.0657261935704473","2"
"Often","2003","Not Working","in school","41","0.0989012063251644","0.0725760102171037","0.125226402433225","2"
"Often","2003","Not Working","inadequately","10","","","","2"
"Often","2003","Part Time","in school","10","","","","2"
"Often","2003","Part Time","inadequately","","","","","2"
"Often","2003","Part Time","general elemantary","55","0.0835235718306034","0.0615857924438648","0.105461351217342","2"
"Often","2003","Not Working","higher vocational","45","0.0850359115072347","0.0601600726026182","0.109911750411851","2"
"Often","2003","Not Working","higher education","62","0.055816220708346","0.0413170411348704","0.0703154002818216","2"
"Often","2003","Full Time","in school","","","","","2"
"Often","2003","Part Time","middle vocational","224","0.0854168792408366","0.0748624990001572","0.095971259481516","2"
"Often","2003","Part Time","vocational + Abi","34","0.0739205387087115","0.0454312062188404","0.102409871198583","2"
"Often","2003","Part Time","higher vocational","50","0.128111732085313","0.0946403556250312","0.161583108545594","2"
"Often","2003","Part Time","higher education","94","0.0943901288634666","0.075105929947567","0.113674327779366","2"
"Often","2003","Full Time","inadequately","3","","","","2"
"Often","2003","Full Time","general elemantary","42","0.0546283294236654","0.0370494645104988","0.072207194336832","2"
"Often","2003","Full Time","middle vocational","378","0.0905519675693802","0.0819182409495431","0.0991856941892174","2"
"Often","2003","Full Time","vocational + Abi","47","0.0980694073747369","0.0731687308688114","0.122970083880662","2"
"Often","2003","Full Time","higher vocational","78","0.0851489268908684","0.066022394969566","0.104275458812171","2"
"Often","2003","Full Time","higher education","257","0.0996135543793918","0.0878669453930365","0.111360163365747","2"
"Rarely","2003","Not Working","general elemantary","193","0.117223326743358","0.100884036492114","0.133562616994602","4"
"Rarely","2003","Not Working","middle vocational","572","0.13637905302241","0.125962704980981","0.146795401063838","4"
"Rarely","2003","Not Working","in school","105","0.218602107304654","0.182156272152339","0.255047942456969","4"
"Rarely","2003","Not Working","inadequately","19","","","","4"
"Rarely","2003","Part Time","in school","23","","","","4"
"Rarely","2003","Part Time","inadequately","4","","","","4"
"Rarely","2003","Not Working","vocational + Abi","44","0.136510231431476","0.0970633389827159","0.175957123880236","4"
"Rarely","2003","Not Working","higher vocational","73","0.160188627982215","0.127478575414585","0.192898680549846","4"
