"pld0043","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","2003","Employed","middle vocational","786","0.124424696392976","0.116663128010678","0.132186264775274","5"
"Never","2003","Employed","vocational + Abi","76","0.0926966093856819","0.0734370119637365","0.111956206807627","5"
"Never","2003","Employed","higher vocational","99","0.0882326530609629","0.0721982593297039","0.104267046792222","5"
"Never","2003","Employed","higher education","212","0.0655759264574948","0.0572406383251315","0.0739112145898581","5"
"Never","2003","Not Employed","general elemantary","591","0.417240902246879","0.392144267817757","0.442337536676001","5"
"Never","2003","Not Employed","middle vocational","1308","0.331741969233402","0.317435860038775","0.346048078428028","5"
"Never","2003","Not Employed","vocational + Abi","56","0.174660847414045","0.131037840112081","0.218283854716009","5"
"Never","2003","Not Employed","higher vocational","135","0.32869711607375","0.286805054909941","0.370589177237559","5"
"Never","2003","Not Employed","higher education","150","0.179366058919475","0.155109384014003","0.203622733824947","5"
"Never","2003","Employed","in school","2","","","","5"
"Never","2003","Employed","inadequately","32","0.277957048239535","0.192673449055698","0.363240647423372","5"
"Never","2003","Employed","general elemantary","198","0.184571191125752","0.16311620419923","0.206026178052274","5"
"Never","2003","Not Employed","in school","10","","","","5"
"Never","2003","Not Employed","inadequately","63","0.399404666024003","0.32230015524527","0.476509176802737","5"
"Often","2003","Not Employed","in school","208","0.425472636441475","0.382136093358388","0.468809179524562","2"
"Often","2003","Not Employed","inadequately","13","","","","2"
"Often","2003","Not Employed","general elemantary","150","0.087286873054143","0.0729214264663134","0.101652319641973","2"
"Often","2003","Not Employed","middle vocational","428","0.0953998005476221","0.0864739151586562","0.104325685936588","2"
"Often","2003","Not Employed","vocational + Abi","39","0.129428942984274","0.0908616274499393","0.167996258518609","2"
"Often","2003","Not Employed","higher vocational","50","0.0975326211073707","0.0710741204678837","0.123991121746858","2"
"Often","2003","Not Employed","higher education","128","0.150704653966924","0.128085357055506","0.173323950878343","2"
"Often","2003","Employed","in school","42","0.357600041136352","0.270752666900585","0.444447415372118","2"
"Often","2003","Employed","inadequately","10","","","","2"
"Often","2003","Employed","general elemantary","236","0.183854382145813","0.162431687835064","0.205277076456561","2"
"Often","2003","Employed","middle vocational","1200","0.170726172227991","0.161878103797458","0.179574240658525","2"
"Often","2003","Employed","vocational + Abi","193","0.212423022519547","0.18525948599867","0.239586559040424","2"
"Often","2003","Employed","higher vocational","239","0.207022736059587","0.184117474947348","0.229927997171827","2"
"Often","2003","Employed","higher education","735","0.229656075299854","0.215492995880261","0.243819154719446","2"
"Rarely","2003","Not Employed","higher education","317","0.312923510825362","0.283607286368375","0.34223973528235","4"
"Rarely","2003","Employed","vocational + Abi","207","0.229538696910944","0.201610532988733","0.257466860833154","4"
"Rarely","2003","Employed","higher vocational","343","0.251491420270385","0.22696377620088","0.27601906433989","4"
"Rarely","2003","Employed","higher education","895","0.252880202565054","0.238243982597457","0.267516422532651","4"
"Rarely","2003","Not Employed","higher vocational","148","0.262346335985555","0.223114531952863","0.301578140018246","4"
"Rarely","2003","Employed","in school","17","","","","4"
"Rarely","2003","Employed","inadequately","29","","","","4"
