"pld0043","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very often","2003","no migration background","(0) in school","61","0.104406808733877","0.077495981066114","0.13131763640164"
"Very often","2003","no migration background","(1a) inadequately completed","4","","",""
"Very often","2003","no migration background","(1b) general elementary school","34","0.0229990890388405","0.0151969663163024","0.0308012117613785"
"Very often","2003","no migration background","(1c) basic vocational qualification","124","0.0211962226236799","0.0173573225816002","0.0250351226657596"
"Very often","2003","no migration background","(2b) intermediate general qualification","44","0.0726503066081534","0.0500344352739614","0.0952661779423454"
"Very often","2003","no migration background","(2a) intermediate vocational","191","0.0447141499231519","0.0389011821699135","0.0505271176763903"
"Very often","2003","no migration background","(2c_gen) general maturity certificate","71","0.125774644309349","0.100419058176869","0.151130230441829"
"Very often","2003","no migration background","(2c_voc) vocational maturity certificate","57","0.0575747381898105","0.0445357977578907","0.0706136786217302"
"Very often","2003","no migration background","(3a) lower tertiary education","64","0.0356241460165345","0.0265927636945791","0.04465552833849"
"Very often","2003","no migration background","(3b) higher tertiary education","96","0.0383897838019283","0.0305341641785599","0.0462454034252966"
"Very often","2003","direct migration background","(0) in school","6","","",""
"Very often","2003","direct migration background","(1a) inadequately completed","1","","",""
"Very often","2003","direct migration background","(1b) general elementary school","14","","",""
"Very often","2003","direct migration background","(1c) basic vocational qualification","31","0.0506862000078342","0.0349663985827618","0.0664060014329066"
"Very often","2003","direct migration background","(2b) intermediate general qualification","4","","",""
"Very often","2003","direct migration background","(2a) intermediate vocational","6","","",""
"Very often","2003","direct migration background","(2c_gen) general maturity certificate","7","","",""
"Very often","2003","direct migration background","(2c_voc) vocational maturity certificate","7","","",""
"Very often","2003","direct migration background","(3a) lower tertiary education","4","","",""
"Very often","2003","direct migration background","(3b) higher tertiary education","12","","",""
"Very often","2003","indirect migration background","(0) in school","8","","",""
"Very often","2003","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2003","indirect migration background","(1b) general elementary school","5","","",""
"Very often","2003","indirect migration background","(1c) basic vocational qualification","6","","",""
"Very often","2003","indirect migration background","(2b) intermediate general qualification","8","","",""
"Very often","2003","indirect migration background","(2a) intermediate vocational","13","","",""
"Very often","2003","indirect migration background","(2c_gen) general maturity certificate","10","","",""
"Very often","2003","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Very often","2003","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2003","indirect migration background","(3b) higher tertiary education","4","","",""
"Often","2003","no migration background","(0) in school","203","0.420608935715975","0.377164676459231","0.464053194972719"
"Often","2003","no migration background","(1a) inadequately completed","12","","",""
