"pld0043","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Never","2003","higher vocational","Male","137","0.161566027601817","0.138428102244731","0.184703952958903","5"
"Never","2003","higher vocational","Female","97","0.182798845429389","0.154429158967646","0.211168531891131","5"
"Never","2003","higher education","Male","226","0.100726303088988","0.0888137389826475","0.112638867195328","5"
"Never","2003","higher education","Female","136","0.0911901521905252","0.0782355253373193","0.104144779043731","5"
"Never","2003","inadequately","Male","29","","","","5"
"Never","2003","inadequately","Female","66","0.426501856038285","0.348135645485042","0.504868066591528","5"
"Never","2003","general elemantary","Male","182","0.235127973508509","0.2076199591987","0.262635987818319","5"
"Never","2003","general elemantary","Female","607","0.358995336095322","0.336992802014591","0.380997870176052","5"
"Never","2003","middle vocational","Male","1035","0.20366729397231","0.19283529142367","0.214499296520951","5"
"Never","2003","middle vocational","Female","1059","0.212733632461682","0.202199763472707","0.223267501450658","5"
"Never","2003","vocational + Abi","Male","69","0.139812744830129","0.108949107682002","0.170676381978256","5"
"Never","2003","vocational + Abi","Female","63","0.0974902768774743","0.0751463061719003","0.119834247583048","5"
"Never","2003","in school","Male","7","","","","5"
"Never","2003","in school","Female","5","","","","5"
"Often","2003","in school","Male","144","0.54041203796948","0.484111613019198","0.596712462919761","2"
"Often","2003","in school","Female","106","0.276334688938305","0.227029669940385","0.325639707936226","2"
"Often","2003","inadequately","Male","10","","","","2"
"Often","2003","inadequately","Female","13","","","","2"
"Often","2003","general elemantary","Male","172","0.18130776442429","0.156316902240501","0.206298626608078","2"
"Often","2003","general elemantary","Female","214","0.102765643497141","0.088838096745431","0.116693190248851","2"
"Often","2003","middle vocational","Male","756","0.141044095433524","0.131682201420308","0.15040598944674","2"
"Often","2003","middle vocational","Female","872","0.139495672254728","0.13057770482196","0.148413639687496","2"
"Often","2003","vocational + Abi","Male","99","0.1957258419438","0.160415382858326","0.231036301029274","2"
"Often","2003","vocational + Abi","Female","133","0.183274355874649","0.154130789017037","0.212417922732261","2"
"Often","2003","higher vocational","Male","154","0.165103896120285","0.141763413242034","0.188444378998537","2"
"Often","2003","higher vocational","Female","135","0.176328046843355","0.148354910405097","0.204301183281614","2"
"Often","2003","higher education","Male","432","0.182257769791628","0.166977215891725","0.197538323691531","2"
"Often","2003","higher education","Female","431","0.242971957690057","0.22367234979545","0.262271565584664","2"
"Rarely","2003","middle vocational","Male","1534","0.280036141040747","0.267959025513418","0.292113256568076","4"
"Rarely","2003","higher vocational","Female","200","0.238589886365513","0.20730470609253","0.269875066638496","4"
"Rarely","2003","higher education","Male","758","0.312596800772169","0.294248920516909","0.33094468102743","4"
"Rarely","2003","higher education","Female","454","0.210773822185354","0.192420127534769","0.22912751683594","4"
"Rarely","2003","general elemantary","Female","467","0.254956383284229","0.234965982633882","0.274946783934576","4"
"Rarely","2003","middle vocational","Female","1690","0.294762956868991","0.283027148871314","0.306498764866667","4"
"Rarely","2003","vocational + Abi","Male","121","0.245469648414525","0.207168263364565","0.283771033464486","4"
"Rarely","2003","vocational + Abi","Female","166","0.268502057380571","0.235118384199818","0.301885730561324","4"
"Rarely","2003","higher vocational","Male","291","0.266645238448409","0.238845613741346","0.294444863155473","4"
"Rarely","2003","in school","Male","26","","","","4"
"Rarely","2003","in school","Female","44","0.165015867387696","0.124089187532364","0.205942547243029","4"
"Rarely","2003","inadequately","Male","27","","","","4"
"Rarely","2003","inadequately","Female","38","0.211920376833711","0.147165305879496","0.276675447787926","4"
"Rarely","2003","general elemantary","Male","184","0.21352588113012","0.186944338486219","0.240107423774021","4"
"Sometimes","2003","higher vocational","Female","252","0.354362510419504","0.319253258088998","0.38947176275001","3"
"Sometimes","2003","higher education","Male","960","0.370636672064998","0.351519978933174","0.389753365196822","3"
"Sometimes","2003","middle vocational","Male","1775","0.333884903206459","0.321200388389763","0.346569418023156","3"
"Sometimes","2003","middle vocational","Female","1959","0.315658155802396","0.303694771859214","0.327621539745578","3"
"Sometimes","2003","higher vocational","Male","365","0.369752658727462","0.339404934954155","0.400100382500769","3"
"Sometimes","2003","vocational + Abi","Female","287","0.406130711113952","0.369136641801707","0.443124780426197","3"
"Sometimes","2003","vocational + Abi","Male","177","0.368210744752219","0.325285619775162","0.411135869729276","3"
"Sometimes","2003","higher education","Female","772","0.409723851211822","0.387593532615509","0.431854169808135","3"
"Sometimes","2003","in school","Male","88","0.271867467695054","0.221604435804193","0.322130499585915","3"
"Sometimes","2003","in school","Female","122","0.414026701728209","0.359719473392209","0.468333930064209","3"
"Sometimes","2003","inadequately","Male","39","0.36870122357699","0.27771178685515","0.459690660298831","3"
"Sometimes","2003","inadequately","Female","33","0.232605765345345","0.165660189882222","0.299551340808467","3"
"Sometimes","2003","general elemantary","Male","312","0.308211498477505","0.278259638945471","0.338163358009539","3"
"Sometimes","2003","general elemantary","Female","493","0.261400276504395","0.241246552996894","0.281554000011896","3"
"Very often","2003","in school","Male","36","0.088077711542402","0.0560609965825304","0.120094426502274","1"
"Very often","2003","in school","Female","39","0.132992212245922","0.0955527886304137","0.170431635861429","1"
"Very often","2003","inadequately","Male","3","","","","1"
"Very often","2003","inadequately","Female","3","","","","1"
"Very often","2003","general elemantary","Male","63","0.0618268824595758","0.0462046581721381","0.0774491067470134","1"
"Very often","2003","general elemantary","Female","45","0.0218823606189127","0.015172085362009","0.0285926358758163","1"
"Very often","2003","middle vocational","Male","210","0.0413675663469594","0.0360113652292413","0.0467237674646776","1"
"Very often","2003","middle vocational","Female","218","0.0373495826122031","0.032468837099399","0.0422303281250071","1"
"Very often","2003","vocational + Abi","Male","19","","","","1"
"Very often","2003","vocational + Abi","Female","28","","","","1"
"Very often","2003","higher vocational","Male","25","","","","1"
"Very often","2003","higher vocational","Female","29","","","","1"
"Very often","2003","higher education","Male","76","0.0337824542822172","0.0266313861343454","0.040933522430089","1"
"Very often","2003","higher education","Female","104","0.0453402167222416","0.0359779602274406","0.0547024732170426","1"
"Never","2004","higher education","Female","","","","","5"
"Never","2004","higher vocational","Male","","","","","5"
"Never","2004","higher vocational","Female","","","","","5"
"Never","2004","higher education","Male","","","","","5"
"Never","2004","in school","Male","","","","","5"
"Never","2004","in school","Female","","","","","5"
"Never","2004","inadequately","Male","","","","","5"
"Never","2004","inadequately","Female","","","","","5"
"Never","2004","general elemantary","Male","","","","","5"
"Never","2004","general elemantary","Female","","","","","5"
"Never","2004","middle vocational","Male","","","","","5"
"Never","2004","middle vocational","Female","","","","","5"
"Never","2004","vocational + Abi","Male","","","","","5"
"Never","2004","vocational + Abi","Female","","","","","5"
"Often","2004","vocational + Abi","Female","","","","","2"
"Often","2004","higher vocational","Male","","","","","2"
"Often","2004","higher vocational","Female","","","","","2"
"Often","2004","higher education","Male","","","","","2"
"Often","2004","in school","Male","","","","","2"
"Often","2004","in school","Female","","","","","2"
"Often","2004","inadequately","Male","","","","","2"
"Often","2004","inadequately","Female","","","","","2"
"Often","2004","general elemantary","Male","","","","","2"
"Often","2004","general elemantary","Female","","","","","2"
"Often","2004","middle vocational","Male","","","","","2"
"Often","2004","middle vocational","Female","","","","","2"
"Often","2004","vocational + Abi","Male","","","","","2"
"Often","2004","higher education","Female","","","","","2"
"Rarely","2004","higher vocational","Female","","","","","4"
"Rarely","2004","higher education","Male","","","","","4"
"Rarely","2004","higher education","Female","","","","","4"
"Rarely","2004","general elemantary","Female","","","","","4"
"Rarely","2004","middle vocational","Male","","","","","4"
"Rarely","2004","middle vocational","Female","","","","","4"
"Rarely","2004","vocational + Abi","Male","","","","","4"
"Rarely","2004","vocational + Abi","Female","","","","","4"
"Rarely","2004","higher vocational","Male","","","","","4"
"Rarely","2004","in school","Male","","","","","4"
"Rarely","2004","in school","Female","","","","","4"
"Rarely","2004","inadequately","Male","","","","","4"
"Rarely","2004","inadequately","Female","","","","","4"
"Rarely","2004","general elemantary","Male","","","","","4"
"Sometimes","2004","middle vocational","Male","","","","","3"
"Sometimes","2004","middle vocational","Female","","","","","3"
"Sometimes","2004","higher vocational","Female","","","","","3"
"Sometimes","2004","higher education","Male","","","","","3"
"Sometimes","2004","higher education","Female","","","","","3"
"Sometimes","2004","vocational + Abi","Male","","","","","3"
"Sometimes","2004","vocational + Abi","Female","","","","","3"
"Sometimes","2004","higher vocational","Male","","","","","3"
"Sometimes","2004","in school","Male","","","","","3"
"Sometimes","2004","in school","Female","","","","","3"
"Sometimes","2004","inadequately","Male","","","","","3"
"Sometimes","2004","inadequately","Female","","","","","3"
"Sometimes","2004","general elemantary","Male","","","","","3"
"Sometimes","2004","general elemantary","Female","","","","","3"
"Very often","2004","in school","Male","","","","","1"
"Very often","2004","in school","Female","","","","","1"
"Very often","2004","inadequately","Male","","","","","1"
"Very often","2004","inadequately","Female","","","","","1"
"Very often","2004","general elemantary","Male","","","","","1"
"Very often","2004","general elemantary","Female","","","","","1"
"Very often","2004","middle vocational","Male","","","","","1"
"Very often","2004","middle vocational","Female","","","","","1"
"Very often","2004","vocational + Abi","Male","","","","","1"
"Very often","2004","vocational + Abi","Female","","","","","1"
"Very often","2004","higher vocational","Male","","","","","1"
"Very often","2004","higher vocational","Female","","","","","1"
"Very often","2004","higher education","Male","","","","","1"
"Very often","2004","higher education","Female","","","","","1"
"Never","2005","inadequately","Male","","","","","5"
"Never","2005","inadequately","Female","","","","","5"
"Never","2005","general elemantary","Male","","","","","5"
"Never","2005","general elemantary","Female","","","","","5"
"Never","2005","middle vocational","Male","","","","","5"
"Never","2005","middle vocational","Female","","","","","5"
"Never","2005","vocational + Abi","Male","","","","","5"
"Never","2005","vocational + Abi","Female","","","","","5"
"Never","2005","higher vocational","Male","","","","","5"
"Never","2005","higher vocational","Female","","","","","5"
"Never","2005","higher education","Male","","","","","5"
"Never","2005","higher education","Female","","","","","5"
"Never","2005","in school","Male","","","","","5"
"Never","2005","in school","Female","","","","","5"
"Often","2005","in school","Male","","","","","2"
"Often","2005","in school","Female","","","","","2"
"Often","2005","inadequately","Male","","","","","2"
"Often","2005","inadequately","Female","","","","","2"
"Often","2005","general elemantary","Male","","","","","2"
"Often","2005","middle vocational","Male","","","","","2"
"Often","2005","middle vocational","Female","","","","","2"
"Often","2005","general elemantary","Female","","","","","2"
"Often","2005","vocational + Abi","Male","","","","","2"
"Often","2005","higher vocational","Female","","","","","2"
"Often","2005","higher education","Male","","","","","2"
"Often","2005","higher education","Female","","","","","2"
"Often","2005","vocational + Abi","Female","","","","","2"
"Often","2005","higher vocational","Male","","","","","2"
"Rarely","2005","general elemantary","Female","","","","","4"
"Rarely","2005","vocational + Abi","Female","","","","","4"
"Rarely","2005","inadequately","Female","","","","","4"
"Rarely","2005","middle vocational","Male","","","","","4"
"Rarely","2005","middle vocational","Female","","","","","4"
"Rarely","2005","vocational + Abi","Male","","","","","4"
"Rarely","2005","in school","Male","","","","","4"
"Rarely","2005","in school","Female","","","","","4"
"Rarely","2005","inadequately","Male","","","","","4"
"Rarely","2005","general elemantary","Male","","","","","4"
"Rarely","2005","higher vocational","Male","","","","","4"
"Rarely","2005","higher vocational","Female","","","","","4"
"Rarely","2005","higher education","Male","","","","","4"
"Rarely","2005","higher education","Female","","","","","4"
"Sometimes","2005","in school","Male","","","","","3"
"Sometimes","2005","middle vocational","Male","","","","","3"
"Sometimes","2005","middle vocational","Female","","","","","3"
"Sometimes","2005","vocational + Abi","Female","","","","","3"
"Sometimes","2005","vocational + Abi","Male","","","","","3"
"Sometimes","2005","higher education","Male","","","","","3"
"Sometimes","2005","higher education","Female","","","","","3"
"Sometimes","2005","in school","Female","","","","","3"
"Sometimes","2005","inadequately","Male","","","","","3"
"Sometimes","2005","inadequately","Female","","","","","3"
"Sometimes","2005","general elemantary","Male","","","","","3"
"Sometimes","2005","general elemantary","Female","","","","","3"
"Sometimes","2005","higher vocational","Male","","","","","3"
"Sometimes","2005","higher vocational","Female","","","","","3"
"Very often","2005","in school","Male","","","","","1"
"Very often","2005","in school","Female","","","","","1"
"Very often","2005","inadequately","Male","","","","","1"
"Very often","2005","inadequately","Female","","","","","1"
"Very often","2005","general elemantary","Male","","","","","1"
"Very often","2005","general elemantary","Female","","","","","1"
"Very often","2005","middle vocational","Male","","","","","1"
"Very often","2005","middle vocational","Female","","","","","1"
"Very often","2005","vocational + Abi","Male","","","","","1"
"Very often","2005","vocational + Abi","Female","","","","","1"
"Very often","2005","higher vocational","Male","","","","","1"
"Very often","2005","higher vocational","Female","","","","","1"
"Very often","2005","higher education","Male","","","","","1"
"Very often","2005","higher education","Female","","","","","1"
"Never","2006","in school","Male","","","","","5"
"Never","2006","in school","Female","","","","","5"
"Never","2006","inadequately","Male","","","","","5"
"Never","2006","inadequately","Female","","","","","5"
"Never","2006","general elemantary","Male","","","","","5"
"Never","2006","general elemantary","Female","","","","","5"
"Never","2006","middle vocational","Male","","","","","5"
"Never","2006","middle vocational","Female","","","","","5"
"Never","2006","vocational + Abi","Male","","","","","5"
"Never","2006","vocational + Abi","Female","","","","","5"
