"pld0043","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","2003","Couple + C. LE and GT 16","vocational + Abi","3","","","","5"
"Never","2003","Couple + C. LE and GT 16","inadequately","10","","","","5"
"Never","2003","Couple + C. LE and GT 16","general elemantary","38","0.164015429979367","0.12197361629692","0.206057243661813","5"
"Never","2003","Couple + C. LE and GT 16","middle vocational","83","0.126061786337157","0.10225943379185","0.149864138882463","5"
"Never","2003","Couple + C. LE 16 ","higher vocational","36","0.0795526416582223","0.0546339193357503","0.104471363980694","5"
"Never","2003","Couple + C. LE 16 ","higher education","47","0.0556074245120376","0.04152328601397","0.0696915630101053","5"
"Never","2003","Couple + C. GT 16 ","in school","5","","","","5"
"Never","2003","Couple + C. GT 16 ","inadequately","22","","","","5"
"Never","2003","Couple + C. GT 16 ","middle vocational","238","0.134001300180574","0.118775799781113","0.149226800580035","5"
"Never","2003","Couple + C. GT 16 ","vocational + Abi","13","","","","5"
"Never","2003","Couple + C. GT 16 ","higher vocational","17","","","","5"
"Never","2003","Couple + C. LE and GT 16","higher vocational","12","","","","5"
"Never","2003","Couple + C. LE and GT 16","higher education","22","","","","5"
"Never","2003","1-pers.-HH","middle vocational","425","0.279284698498216","0.257078178550639","0.301491218445794","5"
"Never","2003","1-pers.-HH","vocational + Abi","21","","","","5"
"Never","2003","1-pers.-HH","higher vocational","44","0.245021751212309","0.188058394517635","0.301985107906983","5"
"Never","2003","(Married) couple without C. ","in school","","","","","5"
"Never","2003","(Married) couple without C. ","general elemantary","307","0.41088441064143","0.376312897990302","0.445455923292559","5"
"Never","2003","(Married) couple without C. ","middle vocational","960","0.261851315920232","0.24792964639033","0.275772985450135","5"
"Never","2003","(Married) couple without C. ","vocational + Abi","50","0.150080359442574","0.112005298762619","0.188155420122528","5"
"Never","2003","(Married) couple without C. ","higher education","162","0.121437625455733","0.105672381461733","0.137202869449733","5"
"Never","2003","Single parent ","in school","4","","","","5"
"Never","2003","Single parent ","general elemantary","55","0.230205080235769","0.176036298209811","0.284373862261727","5"
"Never","2003","Single parent ","middle vocational","88","0.149331136186115","0.119325426640473","0.179336845731757","5"
"Never","2003","Single parent ","vocational + Abi","7","","","","5"
"Never","2003","Single parent ","higher education","10","","","","5"
"Never","2003","Couple + C. LE 16 ","inadequately","11","","","","5"
"Never","2003","Couple + C. LE 16 ","middle vocational","228","0.111120725927853","0.0979550204617047","0.124286431394001","5"
"Never","2003","Couple + C. LE 16 ","vocational + Abi","35","0.0962879993293333","0.0650702105928946","0.127505788065772","5"
"Never","2003","Couple + C. GT 16 ","general elemantary","82","0.175977993253021","0.143740276006238","0.208215710499804","5"
"Never","2003","Single parent ","higher vocational","4","","","","5"
"Never","2003","Couple + C. GT 16 ","higher education","59","0.118907658697583","0.094250971626699","0.143564345768467","5"
"Never","2003","Couple + C. LE and GT 16","in school","3","","","","5"
"Never","2003","1-pers.-HH","higher education","58","0.100871155529934","0.0753758536138311","0.126366457446036","5"
"Never","2003","(Married) couple without C. ","inadequately","26","","","","5"
"Never","2003","Single parent ","inadequately","9","","","","5"
"Never","2003","Couple + C. LE 16 ","in school","","","","","5"
"Never","2003","1-pers.-HH","in school","","","","","5"
"Never","2003","1-pers.-HH","inadequately","9","","","","5"
"Never","2003","1-pers.-HH","general elemantary","202","0.46230040075862","0.415393664331741","0.509207137185498","5"
"Never","2003","Couple + C. LE 16 ","general elemantary","51","0.14669560597756","0.107686581170643","0.185704630784477","5"
"Never","2003","(Married) couple without C. ","higher vocational","113","0.226968228907316","0.192790642451542","0.26114581536309","5"
"Often","2003","(Married) couple without C. ","higher education","281","0.173232314335466","0.154966292862797","0.191498335808134","2"
"Often","2003","Couple + C. LE 16 ","higher vocational","97","0.212368440504466","0.174706253651069","0.250030627357862","2"
"Often","2003","1-pers.-HH","in school","2","","","","2"
"Often","2003","1-pers.-HH","inadequately","2","","","","2"
"Often","2003","1-pers.-HH","general elemantary","33","0.0754165609734117","0.0505732403912506","0.100259881555573","2"
"Often","2003","1-pers.-HH","middle vocational","263","0.164000903353315","0.14567349375243","0.1823283129542","2"
"Often","2003","1-pers.-HH","vocational + Abi","52","0.265784275507265","0.200521094274386","0.331047456740144","2"
"Often","2003","1-pers.-HH","higher vocational","41","0.194047450474785","0.14167115947206","0.246423741477511","2"
"Often","2003","1-pers.-HH","higher education","122","0.241481143308608","0.20524929422204","0.277712992395176","2"
"Often","2003","(Married) couple without C. ","in school","","","","","2"
"Often","2003","(Married) couple without C. ","inadequately","6","","","","2"
"Often","2003","(Married) couple without C. ","general elemantary","68","0.0812963351883129","0.062092786050091","0.100499884326535","2"
"Often","2003","(Married) couple without C. ","middle vocational","386","0.0930364482933022","0.0838380228299442","0.10223487375666","2"
"Often","2003","(Married) couple without C. ","vocational + Abi","50","0.144975696281213","0.107441547403997","0.18250984515843","2"
"Often","2003","(Married) couple without C. ","higher vocational","75","0.117102259234334","0.0908662349534978","0.14333828351517","2"
"Often","2003","Single parent ","in school","26","","","","2"
"Often","2003","Single parent ","inadequately","3","","","","2"
"Often","2003","Single parent ","general elemantary","40","0.165326974681486","0.11752628672789","0.213127662635082","2"
"Often","2003","Single parent ","middle vocational","89","0.156561651416664","0.125968950836785","0.187154351996543","2"
"Often","2003","Single parent ","vocational + Abi","12","","","","2"
"Often","2003","Single parent ","higher vocational","12","","","","2"
"Often","2003","Single parent ","higher education","27","","","","2"
