"pld0043","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Very often","2003","lower secondary degree","Male","106","0.0270265116082115","0.0218982350521116","0.0321547881643114"
"Very often","2003","lower secondary degree","Female","91","0.0213301715100051","0.016875466613242","0.0257848764067681"
"Very often","2003","secondary school degree","Male","130","0.0511844613158499","0.0429688660798456","0.0594000565518541"
"Very often","2003","secondary school degree","Female","151","0.045320509658257","0.0385991151629418","0.0520419041535721"
"Very often","2003","college entrance qualification","Male","137","0.0573957087778429","0.0489389351791573","0.0658524823765286"
"Very often","2003","college entrance qualification","Female","163","0.0589863191637298","0.0497986566344038","0.0681739816930558"
"Very often","2003","Other degree","Male","20","","",""
"Very often","2003","Other degree","Female","18","","",""
"Very often","2003","no degree/no degree yet","Male","38","0.0634254960388482","0.0401163400891133","0.086734651988583"
"Very often","2003","no degree/no degree yet","Female","42","0.0884521268748759","0.0628083778028324","0.114095875946919"
"Often","2003","lower secondary degree","Male","461","0.12114477842148","0.110825794017066","0.131463762825894"
"Often","2003","lower secondary degree","Female","392","0.0951574675133255","0.0861103213489554","0.104204613677696"
"Often","2003","secondary school degree","Male","459","0.172014343731861","0.157945033380268","0.186083654083453"
"Often","2003","secondary school degree","Female","671","0.172696577535835","0.160482589984166","0.184910565087503"
"Often","2003","college entrance qualification","Male","635","0.217338272826476","0.20234296310884","0.232333582544112"
"Often","2003","college entrance qualification","Female","632","0.254659735111833","0.237669912241144","0.271649557982522"
"Often","2003","Other degree","Male","56","0.12743013970347","0.100591720761159","0.15426855864578"
"Often","2003","Other degree","Female","85","0.122997929860645","0.0975923104846111","0.148403549236679"
"Often","2003","no degree/no degree yet","Male","154","0.368822459457598","0.322679239829299","0.414965679085897"
"Often","2003","no degree/no degree yet","Female","119","0.19306791765035","0.157421886273762","0.228713949026938"
"Sometimes","2003","lower secondary degree","Male","1203","0.306501076300279","0.291920830851969","0.321081321748589"
"Sometimes","2003","lower secondary degree","Female","1130","0.262015914576223","0.248458059123682","0.275573770028763"
"Sometimes","2003","secondary school degree","Male","1058","0.379103844209398","0.361016797868013","0.397190890550784"
"Sometimes","2003","secondary school degree","Female","1360","0.36737332960713","0.35179536338472","0.38295129582954"
"Sometimes","2003","college entrance qualification","Male","1131","0.388311117092893","0.370591452709384","0.406030781476402"
"Sometimes","2003","college entrance qualification","Female","1075","0.410064028789673","0.390883538957095","0.429244518622251"
"Sometimes","2003","Other degree","Male","192","0.29100530416422","0.25444644037295","0.327564167955489"
"Sometimes","2003","Other degree","Female","190","0.322408640209321","0.28625368376294","0.358563596655702"
"Sometimes","2003","no degree/no degree yet","Male","126","0.295825231670989","0.252175529754705","0.339474933587274"
"Sometimes","2003","no degree/no degree yet","Female","154","0.312806685576254","0.270935513926921","0.354677857225587"
"Rarely","2003","lower secondary degree","Male","1143","0.286344108524445","0.272048110116203","0.300640106932688"
"Rarely","2003","lower secondary degree","Female","1202","0.29209142788811","0.278071310261415","0.306111545514806"
"Rarely","2003","secondary school degree","Male","808","0.284185507353234","0.26737114979887","0.300999864907597"
"Rarely","2003","secondary school degree","Female","1098","0.286154346051428","0.27154988515816","0.300758806944696"
"Rarely","2003","college entrance qualification","Male","776","0.258399769481578","0.242483866797132","0.274315672166025"
"Rarely","2003","college entrance qualification","Female","510","0.202257598513403","0.186593147489348","0.217922049537458"
"Rarely","2003","Other degree","Male","150","0.25069666761383","0.215812862067288","0.285580473160372"
"Rarely","2003","Other degree","Female","159","0.244849013948588","0.211587144580722","0.278110883316454"
"Rarely","2003","no degree/no degree yet","Male","58","0.133079069087271","0.100595176386853","0.165562961787688"
"Rarely","2003","no degree/no degree yet","Female","86","0.20682285102498","0.170244679283754","0.243401022766206"
"Never","2003","lower secondary degree","Male","928","0.258983525145584","0.245129501062797","0.272837549228372"
"Never","2003","lower secondary degree","Female","1226","0.329405018512337","0.314913999675459","0.343896037349214"
"Never","2003","secondary school degree","Male","309","0.113511843389658","0.10168589092876","0.125337795850555"
"Never","2003","secondary school degree","Female","399","0.128455237147351","0.117643289017886","0.139267185276815"
"Never","2003","college entrance qualification","Male","227","0.0785551318212097","0.0687732537591421","0.0883370098832774"
"Never","2003","college entrance qualification","Female","146","0.0740323184213609","0.06382198304474","0.0842426537979818"
"Never","2003","Other degree","Male","175","0.278778480861185","0.242688661684884","0.314868300037487"
"Never","2003","Other degree","Female","190","0.278256636600882","0.243591354224965","0.312921918976799"
"Never","2003","no degree/no degree yet","Male","44","0.138847743745294","0.105777847588621","0.171917639901966"
"Never","2003","no degree/no degree yet","Female","70","0.19885041887354","0.162804367485153","0.234896470261927"
"Very often","2004","lower secondary degree","Male","","","",""
"Very often","2004","lower secondary degree","Female","","","",""
"Very often","2004","secondary school degree","Male","","","",""
"Very often","2004","secondary school degree","Female","","","",""
"Very often","2004","college entrance qualification","Male","","","",""
"Very often","2004","college entrance qualification","Female","","","",""
"Very often","2004","Other degree","Male","","","",""
"Very often","2004","Other degree","Female","","","",""
"Very often","2004","no degree/no degree yet","Male","","","",""
"Very often","2004","no degree/no degree yet","Female","","","",""
"Often","2004","lower secondary degree","Male","","","",""
"Often","2004","lower secondary degree","Female","","","",""
"Often","2004","secondary school degree","Male","","","",""
"Often","2004","secondary school degree","Female","","","",""
"Often","2004","college entrance qualification","Male","","","",""
"Often","2004","college entrance qualification","Female","","","",""
"Often","2004","Other degree","Male","","","",""
"Often","2004","Other degree","Female","","","",""
"Often","2004","no degree/no degree yet","Male","","","",""
"Often","2004","no degree/no degree yet","Female","","","",""
"Sometimes","2004","lower secondary degree","Male","","","",""
"Sometimes","2004","lower secondary degree","Female","","","",""
"Sometimes","2004","secondary school degree","Male","","","",""
"Sometimes","2004","secondary school degree","Female","","","",""
"Sometimes","2004","college entrance qualification","Male","","","",""
"Sometimes","2004","college entrance qualification","Female","","","",""
"Sometimes","2004","Other degree","Male","","","",""
"Sometimes","2004","Other degree","Female","","","",""
"Sometimes","2004","no degree/no degree yet","Male","","","",""
"Sometimes","2004","no degree/no degree yet","Female","","","",""
"Rarely","2004","lower secondary degree","Male","","","",""
"Rarely","2004","lower secondary degree","Female","","","",""
"Rarely","2004","secondary school degree","Male","","","",""
"Rarely","2004","secondary school degree","Female","","","",""
"Rarely","2004","college entrance qualification","Male","","","",""
"Rarely","2004","college entrance qualification","Female","","","",""
"Rarely","2004","Other degree","Male","","","",""
"Rarely","2004","Other degree","Female","","","",""
"Rarely","2004","no degree/no degree yet","Male","","","",""
"Rarely","2004","no degree/no degree yet","Female","","","",""
"Never","2004","lower secondary degree","Male","","","",""
"Never","2004","lower secondary degree","Female","","","",""
"Never","2004","secondary school degree","Male","","","",""
"Never","2004","secondary school degree","Female","","","",""
"Never","2004","college entrance qualification","Male","","","",""
"Never","2004","college entrance qualification","Female","","","",""
"Never","2004","Other degree","Male","","","",""
"Never","2004","Other degree","Female","","","",""
"Never","2004","no degree/no degree yet","Male","","","",""
"Never","2004","no degree/no degree yet","Female","","","",""
"Very often","2005","lower secondary degree","Male","","","",""
"Very often","2005","lower secondary degree","Female","","","",""
"Very often","2005","secondary school degree","Male","","","",""
"Very often","2005","secondary school degree","Female","","","",""
"Very often","2005","college entrance qualification","Male","","","",""
"Very often","2005","college entrance qualification","Female","","","",""
"Very often","2005","Other degree","Male","","","",""
"Very often","2005","Other degree","Female","","","",""
"Very often","2005","no degree/no degree yet","Male","","","",""
"Very often","2005","no degree/no degree yet","Female","","","",""
"Often","2005","lower secondary degree","Male","","","",""
"Often","2005","lower secondary degree","Female","","","",""
"Often","2005","secondary school degree","Male","","","",""
"Often","2005","secondary school degree","Female","","","",""
"Often","2005","college entrance qualification","Male","","","",""
"Often","2005","college entrance qualification","Female","","","",""
"Often","2005","Other degree","Male","","","",""
"Often","2005","Other degree","Female","","","",""
"Often","2005","no degree/no degree yet","Male","","","",""
"Often","2005","no degree/no degree yet","Female","","","",""
"Sometimes","2005","lower secondary degree","Male","","","",""
"Sometimes","2005","lower secondary degree","Female","","","",""
"Sometimes","2005","secondary school degree","Male","","","",""
"Sometimes","2005","secondary school degree","Female","","","",""
"Sometimes","2005","college entrance qualification","Male","","","",""
"Sometimes","2005","college entrance qualification","Female","","","",""
"Sometimes","2005","Other degree","Male","","","",""
"Sometimes","2005","Other degree","Female","","","",""
"Sometimes","2005","no degree/no degree yet","Male","","","",""
"Sometimes","2005","no degree/no degree yet","Female","","","",""
"Rarely","2005","lower secondary degree","Male","","","",""
"Rarely","2005","lower secondary degree","Female","","","",""
"Rarely","2005","secondary school degree","Male","","","",""
"Rarely","2005","secondary school degree","Female","","","",""
"Rarely","2005","college entrance qualification","Male","","","",""
"Rarely","2005","college entrance qualification","Female","","","",""
"Rarely","2005","Other degree","Male","","","",""
"Rarely","2005","Other degree","Female","","","",""
"Rarely","2005","no degree/no degree yet","Male","","","",""
"Rarely","2005","no degree/no degree yet","Female","","","",""
"Never","2005","lower secondary degree","Male","","","",""
