"ple0013","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2009","1-pers.-HH","174","0.0628430444218013","0.0540257291222528","0.0716603597213497"
"Yes","2009","(Married) couple without C. ","327","0.0533379792559217","0.0479497866549526","0.0587261718568908"
"Yes","2009","Single parent ","49","0.0459440842608571","0.03294178564247","0.0589463828792442"
"Yes","2009","Couple + C. LE 16 ","130","0.0419785899453471","0.034628940837218","0.0493282390534761"
"Yes","2009","Couple + C. GT 16 ","114","0.0305935785214223","0.0245938814990532","0.0365932755437915"
"Yes","2009","Couple + C. LE and GT 16","61","0.0541588115975196","0.0412505779926716","0.0670670452023676"
"No","2009","1-pers.-HH","2736","0.937156955578199","0.92833964027865","0.945974270877747"
"No","2009","(Married) couple without C. ","6354","0.946662020744078","0.941273828143109","0.952050213345047"
"No","2009","Single parent ","947","0.954055915739143","0.941053617120756","0.96705821435753"
"No","2009","Couple + C. LE 16 ","2730","0.958021410054653","0.950671760946524","0.965371059162782"
"No","2009","Couple + C. GT 16 ","3051","0.969406421478578","0.963406724456208","0.975406118500947"
"No","2009","Couple + C. LE and GT 16","1120","0.94584118840248","0.932932954797632","0.958749422007328"
"Yes","2010","1-pers.-HH","","","",""
"Yes","2010","(Married) couple without C. ","","","",""
"Yes","2010","Single parent ","","","",""
"Yes","2010","Couple + C. LE 16 ","","","",""
"Yes","2010","Couple + C. GT 16 ","","","",""
"Yes","2010","Couple + C. LE and GT 16","","","",""
"No","2010","1-pers.-HH","","","",""
"No","2010","(Married) couple without C. ","","","",""
"No","2010","Single parent ","","","",""
"No","2010","Couple + C. LE 16 ","","","",""
"No","2010","Couple + C. GT 16 ","","","",""
"No","2010","Couple + C. LE and GT 16","","","",""
"Yes","2011","1-pers.-HH","230","0.0656911323642488","0.0575690119013093","0.0738132528271882"
"Yes","2011","(Married) couple without C. ","435","0.0557880542856001","0.0508037115317429","0.0607723970394574"
"Yes","2011","Single parent ","67","0.0525821476990089","0.0398147030155633","0.0653495923824546"
"Yes","2011","Couple + C. LE 16 ","144","0.0491048931940188","0.041518971042638","0.0566908153453995"
"Yes","2011","Couple + C. GT 16 ","164","0.0510283583197948","0.0434051520797295","0.0586515645598601"
"Yes","2011","Couple + C. LE and GT 16","53","0.0415162365359454","0.0303863207006588","0.052646152371232"
"No","2011","1-pers.-HH","3344","0.934308867635751","0.926186747172812","0.942430988098691"
"No","2011","(Married) couple without C. ","7710","0.9442119457144","0.939227602960543","0.949196288468257"
"No","2011","Single parent ","1107","0.947417852300991","0.934650407617546","0.960185296984437"
"No","2011","Couple + C. LE 16 ","2973","0.950895106805981","0.9433091846546","0.958481028957362"
"No","2011","Couple + C. GT 16 ","3037","0.948971641680205","0.94134843544014","0.95659484792027"
"No","2011","Couple + C. LE and GT 16","1181","0.958483763464055","0.947353847628768","0.969613679299341"
"Yes","2012","1-pers.-HH","","","",""
"Yes","2012","(Married) couple without C. ","","","",""
"Yes","2012","Single parent ","","","",""
"Yes","2012","Couple + C. LE 16 ","","","",""
"Yes","2012","Couple + C. GT 16 ","","","",""
"Yes","2012","Couple + C. LE and GT 16","","","",""
"No","2012","1-pers.-HH","","","",""
"No","2012","(Married) couple without C. ","","","",""
"No","2012","Single parent ","","","",""
"No","2012","Couple + C. LE 16 ","","","",""
"No","2012","Couple + C. GT 16 ","","","",""
"No","2012","Couple + C. LE and GT 16","","","",""
"Yes","2013","1-pers.-HH","247","0.0746304001772429","0.0658904048882753","0.0833703954662105"
"Yes","2013","(Married) couple without C. ","432","0.0604779318560465","0.0551381015979381","0.0658177621141549"
"Yes","2013","Single parent ","78","0.054004403036623","0.0407434378137523","0.0672653682594937"
"Yes","2013","Couple + C. LE 16 ","143","0.0497907290832087","0.0416949801597733","0.057886478006644"
"Yes","2013","Couple + C. GT 16 ","161","0.0592977223792496","0.0502781632560624","0.0683172815024368"
"Yes","2013","Couple + C. LE and GT 16","52","0.0600701811553281","0.0448961900811455","0.0752441722295106"
"No","2013","1-pers.-HH","3226","0.925369599822757","0.916629604533789","0.934109595111725"
"No","2013","(Married) couple without C. ","7223","0.939522068143954","0.934182237885845","0.944861898402062"
"No","2013","Single parent ","1038","0.945995596963377","0.932734631740506","0.959256562186248"
"No","2013","Couple + C. LE 16 ","2630","0.950209270916791","0.942113521993356","0.958305019840227"
"No","2013","Couple + C. GT 16 ","2473","0.94070227762075","0.931682718497563","0.949721836743938"
"No","2013","Couple + C. LE and GT 16","890","0.939929818844672","0.924755827770489","0.955103809918854"
"Yes","2014","1-pers.-HH","","","",""
"Yes","2014","(Married) couple without C. ","","","",""
"Yes","2014","Single parent ","","","",""
"Yes","2014","Couple + C. LE 16 ","","","",""
"Yes","2014","Couple + C. GT 16 ","","","",""
"Yes","2014","Couple + C. LE and GT 16","","","",""
"No","2014","1-pers.-HH","","","",""
"No","2014","(Married) couple without C. ","","","",""
"No","2014","Single parent ","","","",""
"No","2014","Couple + C. LE 16 ","","","",""
"No","2014","Couple + C. GT 16 ","","","",""
"No","2014","Couple + C. LE and GT 16","","","",""
"Yes","2015","1-pers.-HH","252","0.0745356476838378","0.065861730376174","0.0832095649915017"
"Yes","2015","(Married) couple without C. ","446","0.0653581935850548","0.0597653563201244","0.0709510308499852"
"Yes","2015","Single parent ","198","0.0800445837836742","0.0690261593842384","0.0910630081831101"
"Yes","2015","Couple + C. LE 16 ","318","0.0515773714265278","0.0460198129049538","0.0571349299481018"
"Yes","2015","Couple + C. GT 16 ","169","0.0534594182485986","0.0452779449286594","0.0616408915685378"
"Yes","2015","Couple + C. LE and GT 16","113","0.0490031551407986","0.0398951360824965","0.0581111741991006"
"No","2015","1-pers.-HH","3270","0.925464352316162","0.916790435008498","0.934138269623826"
"No","2015","(Married) couple without C. ","7056","0.934641806414945","0.929048969150015","0.940234643679876"
"No","2015","Single parent ","2132","0.919955416216326","0.90893699181689","0.930973840615762"
"No","2015","Couple + C. LE 16 ","5766","0.948422628573472","0.942865070051898","0.953980187095046"
"No","2015","Couple + C. GT 16 ","2735","0.946540581751401","0.938359108431462","0.954722055071341"
"No","2015","Couple + C. LE and GT 16","2045","0.950996844859202","0.941888825800899","0.960104863917504"
"Yes","2016","1-pers.-HH","","","",""
"Yes","2016","(Married) couple without C. ","","","",""
"Yes","2016","Single parent ","","","",""
"Yes","2016","Couple + C. LE 16 ","","","",""
"Yes","2016","Couple + C. GT 16 ","","","",""
"Yes","2016","Couple + C. LE and GT 16","","","",""
"No","2016","1-pers.-HH","","","",""
"No","2016","(Married) couple without C. ","","","",""
"No","2016","Single parent ","","","",""
"No","2016","Couple + C. LE 16 ","","","",""
"No","2016","Couple + C. GT 16 ","","","",""
"No","2016","Couple + C. LE and GT 16","","","",""
"Yes","2017","1-pers.-HH","325","0.0856655102174052","0.076939912689617","0.0943911077451935"
"Yes","2017","(Married) couple without C. ","503","0.0639016856049184","0.0586266239449634","0.0691767472648734"
"Yes","2017","Single parent ","183","0.0740131729358964","0.0631815488235139","0.0848447970482789"
"Yes","2017","Couple + C. LE 16 ","346","0.0560723923583474","0.0502301687133139","0.0619146160033809"
"Yes","2017","Couple + C. GT 16 ","195","0.0587360136657061","0.0506769948445243","0.0667950324868878"
"Yes","2017","Couple + C. LE and GT 16","140","0.0517985509343744","0.0426351715560761","0.0609619303126726"
"No","2017","1-pers.-HH","3627","0.914334489782595","0.905608892254806","0.923060087310383"
"No","2017","(Married) couple without C. ","7755","0.936098314395082","0.930823252735127","0.941373376055037"
"No","2017","Single parent ","2061","0.925986827064104","0.915155202951721","0.936818451176486"
"No","2017","Couple + C. LE 16 ","5611","0.943927607641653","0.938085383996619","0.949769831286686"
"No","2017","Couple + C. GT 16 ","3075","0.941263986334294","0.933204967513112","0.949323005155476"
"No","2017","Couple + C. LE and GT 16","2107","0.948201449065626","0.939038069687327","0.957364828443924"
"Yes","2018","1-pers.-HH","","","",""
"Yes","2018","(Married) couple without C. ","","","",""
"Yes","2018","Single parent ","","","",""
"Yes","2018","Couple + C. LE 16 ","","","",""
"Yes","2018","Couple + C. GT 16 ","","","",""
"Yes","2018","Couple + C. LE and GT 16","","","",""
"No","2018","1-pers.-HH","","","",""
"No","2018","(Married) couple without C. ","","","",""
"No","2018","Single parent ","","","",""
"No","2018","Couple + C. LE 16 ","","","",""
"No","2018","Couple + C. GT 16 ","","","",""
"No","2018","Couple + C. LE and GT 16","","","",""
"Yes","2019","1-pers.-HH","334","0.083259308882111","0.0749640111336107","0.0915546066306114"
"Yes","2019","(Married) couple without C. ","583","0.0721745950576297","0.0666907045382331","0.0776584855770263"
"Yes","2019","Single parent ","190","0.0878760452638182","0.0756768824263752","0.100075208101261"
"Yes","2019","Couple + C. LE 16 ","351","0.0636017448644708","0.0569712756930414","0.0702322140359002"
"Yes","2019","Couple + C. GT 16 ","200","0.063529683645674","0.0547693408898869","0.072290026401461"
"Yes","2019","Couple + C. LE and GT 16","143","0.0592864001132034","0.0493933214594455","0.0691794787669613"
"No","2019","1-pers.-HH","3927","0.916740691117889","0.908445393369389","0.925035988866389"
"No","2019","(Married) couple without C. ","7971","0.92782540494237","0.922341514422974","0.933309295461767"
"No","2019","Single parent ","1879","0.912123954736182","0.899924791898739","0.924323117573625"
"No","2019","Couple + C. LE 16 ","4853","0.936398255135529","0.9297677859641","0.943028724306959"
