"ple0013","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","no migration background","(0) in school","24","","",""
"Yes","2009","no migration background","(1a) inadequately completed","6","","",""
"Yes","2009","no migration background","(1b) general elementary school","52","1","1","1"
"Yes","2009","no migration background","(1c) basic vocational qualification","224","1","1","1"
"Yes","2009","no migration background","(2b) intermediate general qualification","19","","",""
"Yes","2009","no migration background","(2a) intermediate vocational","175","1","1","1"
"Yes","2009","no migration background","(2c_gen) general maturity certificate","35","1","1","1"
"Yes","2009","no migration background","(2c_voc) vocational maturity certificate","59","1","1","1"
"Yes","2009","no migration background","(3a) lower tertiary education","70","1","1","1"
"Yes","2009","no migration background","(3b) higher tertiary education","92","1","1","1"
"Yes","2009","direct migration background","(0) in school","","","",""
"Yes","2009","direct migration background","(1a) inadequately completed","3","","",""
"Yes","2009","direct migration background","(1b) general elementary school","19","","",""
"Yes","2009","direct migration background","(1c) basic vocational qualification","23","","",""
"Yes","2009","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2009","direct migration background","(2a) intermediate vocational","6","","",""
"Yes","2009","direct migration background","(2c_gen) general maturity certificate","2","","",""
"Yes","2009","direct migration background","(2c_voc) vocational maturity certificate","8","","",""
"Yes","2009","direct migration background","(3a) lower tertiary education","3","","",""
"Yes","2009","direct migration background","(3b) higher tertiary education","9","","",""
"Yes","2009","indirect migration background","(0) in school","2","","",""
"Yes","2009","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2009","indirect migration background","(1b) general elementary school","3","","",""
"Yes","2009","indirect migration background","(1c) basic vocational qualification","6","","",""
"Yes","2009","indirect migration background","(2b) intermediate general qualification","3","","",""
"Yes","2009","indirect migration background","(2a) intermediate vocational","4","","",""
"Yes","2009","indirect migration background","(2c_gen) general maturity certificate","7","","",""
"Yes","2009","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2009","indirect migration background","(3a) lower tertiary education","1","","",""
"Yes","2009","indirect migration background","(3b) higher tertiary education","1","","",""
"Yes","2010","no migration background","(0) in school","","","",""
"Yes","2010","no migration background","(1a) inadequately completed","","","",""
"Yes","2010","no migration background","(1b) general elementary school","","","",""
"Yes","2010","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2010","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2010","no migration background","(2a) intermediate vocational","","","",""
"Yes","2010","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2010","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","no migration background","(3a) lower tertiary education","","","",""
"Yes","2010","no migration background","(3b) higher tertiary education","","","",""
"Yes","2010","direct migration background","(0) in school","","","",""
"Yes","2010","direct migration background","(1a) inadequately completed","","","",""
"Yes","2010","direct migration background","(1b) general elementary school","","","",""
"Yes","2010","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2010","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2010","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2010","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2010","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2010","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2010","indirect migration background","(0) in school","","","",""
"Yes","2010","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2010","indirect migration background","(1b) general elementary school","","","",""
"Yes","2010","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2010","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2010","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2010","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2010","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2010","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2011","no migration background","(0) in school","23","","",""
"Yes","2011","no migration background","(1a) inadequately completed","11","","",""
"Yes","2011","no migration background","(1b) general elementary school","74","1","1","1"
"Yes","2011","no migration background","(1c) basic vocational qualification","261","1","1","1"
"Yes","2011","no migration background","(2b) intermediate general qualification","32","1","1","1"
"Yes","2011","no migration background","(2a) intermediate vocational","232","1","1","1"
"Yes","2011","no migration background","(2c_gen) general maturity certificate","49","1","1","1"
"Yes","2011","no migration background","(2c_voc) vocational maturity certificate","79","1","1","1"
"Yes","2011","no migration background","(3a) lower tertiary education","79","1","1","1"
"Yes","2011","no migration background","(3b) higher tertiary education","111","1","1","1"
"Yes","2011","direct migration background","(0) in school","","","",""
"Yes","2011","direct migration background","(1a) inadequately completed","7","","",""
"Yes","2011","direct migration background","(1b) general elementary school","19","","",""
"Yes","2011","direct migration background","(1c) basic vocational qualification","27","","",""
"Yes","2011","direct migration background","(2b) intermediate general qualification","1","","",""
"Yes","2011","direct migration background","(2a) intermediate vocational","5","","",""
"Yes","2011","direct migration background","(2c_gen) general maturity certificate","6","","",""
"Yes","2011","direct migration background","(2c_voc) vocational maturity certificate","13","","",""
"Yes","2011","direct migration background","(3a) lower tertiary education","1","","",""
"Yes","2011","direct migration background","(3b) higher tertiary education","9","","",""
"Yes","2011","indirect migration background","(0) in school","4","","",""
"Yes","2011","indirect migration background","(1a) inadequately completed","2","","",""
"Yes","2011","indirect migration background","(1b) general elementary school","5","","",""
"Yes","2011","indirect migration background","(1c) basic vocational qualification","5","","",""
"Yes","2011","indirect migration background","(2b) intermediate general qualification","3","","",""
"Yes","2011","indirect migration background","(2a) intermediate vocational","8","","",""
"Yes","2011","indirect migration background","(2c_gen) general maturity certificate","13","","",""
"Yes","2011","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2011","indirect migration background","(3a) lower tertiary education","2","","",""
"Yes","2011","indirect migration background","(3b) higher tertiary education","2","","",""
"Yes","2012","no migration background","(0) in school","","","",""
"Yes","2012","no migration background","(1a) inadequately completed","","","",""
"Yes","2012","no migration background","(1b) general elementary school","","","",""
"Yes","2012","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2012","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2012","no migration background","(2a) intermediate vocational","","","",""
"Yes","2012","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2012","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","no migration background","(3a) lower tertiary education","","","",""
"Yes","2012","no migration background","(3b) higher tertiary education","","","",""
"Yes","2012","direct migration background","(0) in school","","","",""
"Yes","2012","direct migration background","(1a) inadequately completed","","","",""
"Yes","2012","direct migration background","(1b) general elementary school","","","",""
"Yes","2012","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2012","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2012","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2012","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2012","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2012","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2012","indirect migration background","(0) in school","","","",""
"Yes","2012","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2012","indirect migration background","(1b) general elementary school","","","",""
"Yes","2012","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2012","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2012","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2012","indirect migration background","(2c_gen) general maturity certificate","","","",""
