"ple0013","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2009","16-34 y.","1-pers.-HH","516","0.941146225328098","0.921512881798281","0.960779568857916","2"
"No","2009","16-34 y.","Couple + C. GT 16 ","1042","0.963826331530879","0.952695415295886","0.974957247765872","2"
"No","2009","35-65 y.","Couple + C. GT 16 ","1835","0.973408658582572","0.966182086406668","0.980635230758476","2"
"No","2009","16-34 y.","Single parent ","386","0.968114574599401","0.950960983439103","0.985268165759699","2"
"No","2009","16-34 y.","Couple + C. LE 16 ","728","0.951361665123511","0.936058214163658","0.966665116083365","2"
"No","2009","66 and older","1-pers.-HH","1110","0.942245620834353","0.928929868399634","0.955561373269073","2"
"No","2009","66 and older","(Married) couple without C. ","2565","0.941180487455862","0.93233013957237","0.950030835339355","2"
"No","2009","66 and older","Couple + C. LE 16 ","5","","","","2"
"No","2009","66 and older","Couple + C. GT 16 ","174","0.969146309771982","0.943884755431873","0.994407864112092","2"
"No","2009","66 and older","Couple + C. LE and GT 16","2","","","","2"
"No","2009","35-65 y.","Couple + C. LE and GT 16","767","0.952609316243033","0.937949949051822","0.967268683434244","2"
"No","2009","16-34 y.","(Married) couple without C. ","698","0.921744866683233","0.902446373319608","0.941043360046858","2"
"No","2009","66 and older","Single parent ","59","0.964976577723777","0.919216166080821","1.01073698936673","2"
"No","2009","16-34 y.","Couple + C. LE and GT 16","351","0.93366053660612","0.908370055006671","0.958951018205569","2"
"No","2009","35-65 y.","1-pers.-HH","1110","0.930546479477366","0.916035144883073","0.945057814071659","2"
"No","2009","35-65 y.","(Married) couple without C. ","3091","0.957464780596799","0.950496573242941","0.964432987950657","2"
"No","2009","35-65 y.","Single parent ","502","0.939327183243056","0.919022026111994","0.959632340374117","2"
"No","2009","35-65 y.","Couple + C. LE 16 ","1997","0.960649084324873","0.952325464043453","0.968972704606294","2"
"Yes","2009","16-34 y.","1-pers.-HH","36","0.0588537746719017","0.0392204311420844","0.0784871182017191","1"
"Yes","2009","16-34 y.","(Married) couple without C. ","46","0.0782551333167669","0.0589566399531421","0.0975536266803917","1"
"Yes","2009","16-34 y.","Single parent ","17","","","","1"
"Yes","2009","16-34 y.","Couple + C. LE 16 ","31","0.0486383348764886","0.0333348839166351","0.063941785836342","1"
"Yes","2009","16-34 y.","Couple + C. GT 16 ","39","0.0361736684691212","0.0250427522341282","0.0473045847041141","1"
"Yes","2009","16-34 y.","Couple + C. LE and GT 16","21","","","","1"
"Yes","2009","35-65 y.","1-pers.-HH","69","0.0694535205226344","0.0549421859283412","0.0839648551169275","1"
"Yes","2009","35-65 y.","(Married) couple without C. ","131","0.0425352194032008","0.0355670120493428","0.0495034267570589","1"
"Yes","2009","35-65 y.","Single parent ","29","","","","1"
"Yes","2009","35-65 y.","Couple + C. LE 16 ","99","0.0393509156751268","0.0310272953937062","0.0476745359565473","1"
"Yes","2009","35-65 y.","Couple + C. GT 16 ","69","0.0265913414174276","0.0193647692415236","0.0338179135933317","1"
"Yes","2009","35-65 y.","Couple + C. LE and GT 16","40","0.0473906837569669","0.0327313165657564","0.0620500509481775","1"
"Yes","2009","66 and older","1-pers.-HH","69","0.0577543791656467","0.0444386267309275","0.0710701316003658","1"
"Yes","2009","66 and older","(Married) couple without C. ","150","0.0588195125441376","0.0499691646606454","0.0676698604276299","1"
"Yes","2009","66 and older","Single parent ","3","","","","1"
"Yes","2009","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2009","66 and older","Couple + C. GT 16 ","6","","","","1"
"Yes","2009","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2010","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2010","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2010","66 and older","1-pers.-HH","","","","","2"
"No","2010","66 and older","(Married) couple without C. ","","","","","2"
