"ple0013","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Full Time","1-pers.-HH","54","0.0576478025756794","0.0431873853800867","0.0721082197712721"
"Yes","2009","Full Time","(Married) couple without C. ","83","0.0465702837641577","0.0377591489426484","0.055381418585667"
"Yes","2009","Full Time","Single parent ","11","","",""
"Yes","2009","Full Time","Couple + C. LE 16 ","60","0.0350209478551725","0.0254255844881888","0.0446163112221562"
"Yes","2009","Full Time","Couple + C. GT 16 ","47","0.0259889883863101","0.0178026252452628","0.0341753515273574"
"Yes","2009","Full Time","Couple + C. LE and GT 16","24","","",""
"Yes","2009","Part Time","1-pers.-HH","24","","",""
"Yes","2009","Part Time","(Married) couple without C. ","48","0.0526714351815306","0.0394226925299906","0.0659201778330706"
"Yes","2009","Part Time","Single parent ","14","","",""
"Yes","2009","Part Time","Couple + C. LE 16 ","53","0.0572833090950823","0.0430292069325674","0.0715374112575972"
"Yes","2009","Part Time","Couple + C. GT 16 ","33","0.0330034811321912","0.021159854568703","0.0448471076956793"
"Yes","2009","Part Time","Couple + C. LE and GT 16","22","","",""
"Yes","2009","Not Working","1-pers.-HH","96","0.0644758430766625","0.0519208799491008","0.0770308062042241"
"Yes","2009","Not Working","(Married) couple without C. ","196","0.0582642853077031","0.050381387408112","0.0661471832072941"
"Yes","2009","Not Working","Single parent ","24","","",""
"Yes","2009","Not Working","Couple + C. LE 16 ","17","","",""
"Yes","2009","Not Working","Couple + C. GT 16 ","34","0.035633109228013","0.0230971822615174","0.0481690361945087"
"Yes","2009","Not Working","Couple + C. LE and GT 16","15","","",""
"No","2009","Full Time","1-pers.-HH","944","0.942352197424321","0.927891780228728","0.956812614619913"
"No","2009","Full Time","(Married) couple without C. ","2114","0.953429716235842","0.944618581414333","0.962240851057352"
"No","2009","Full Time","Single parent ","347","0.969386662079597","0.951541913214909","0.987231410944285"
"No","2009","Full Time","Couple + C. LE 16 ","1350","0.964979052144827","0.955383688777844","0.974574415511811"
"No","2009","Full Time","Couple + C. GT 16 ","1404","0.97401101161369","0.965824648472643","0.982197374754737"
"No","2009","Full Time","Couple + C. LE and GT 16","468","0.960028183209648","0.942718685124086","0.977337681295211"
"No","2009","Part Time","1-pers.-HH","418","0.930608481703241","0.906918012919005","0.954298950487476"
"No","2009","Part Time","(Married) couple without C. ","1044","0.947328564818469","0.934079822166929","0.960577307470009"
"No","2009","Part Time","Single parent ","331","0.956236742304658","0.934650548174811","0.977822936434506"
"No","2009","Part Time","Couple + C. LE 16 ","968","0.942716690904918","0.928462588742403","0.956970793067432"
"No","2009","Part Time","Couple + C. GT 16 ","841","0.966996518867809","0.955152892304321","0.978840145431297"
"No","2009","Part Time","Couple + C. LE and GT 16","365","0.931999907165933","0.906918303793183","0.957081510538682"
"No","2009","Not Working","1-pers.-HH","1374","0.935524156923338","0.922969193795776","0.948079120050899"
"No","2009","Not Working","(Married) couple without C. ","3196","0.941735714692297","0.933852816792706","0.949618612591888"
"No","2009","Not Working","Single parent ","269","0.934577487708852","0.906264509982408","0.962890465435296"
"No","2009","Not Working","Couple + C. LE 16 ","412","0.972818151396156","0.957430413784532","0.98820588900778"
"No","2009","Not Working","Couple + C. GT 16 ","806","0.964366890771987","0.951830963805491","0.976902817738483"
"No","2009","Not Working","Couple + C. LE and GT 16","287","0.940224649224406","0.913487105825044","0.966962192623768"
"Yes","2010","Full Time","1-pers.-HH","","","",""
"Yes","2010","Full Time","(Married) couple without C. ","","","",""
"Yes","2010","Full Time","Single parent ","","","",""
"Yes","2010","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2010","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2010","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2010","Part Time","1-pers.-HH","","","",""
"Yes","2010","Part Time","(Married) couple without C. ","","","",""
"Yes","2010","Part Time","Single parent ","","","",""
"Yes","2010","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2010","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2010","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2010","Not Working","1-pers.-HH","","","",""
"Yes","2010","Not Working","(Married) couple without C. ","","","",""
"Yes","2010","Not Working","Single parent ","","","",""
"Yes","2010","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2010","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2010","Not Working","Couple + C. LE and GT 16","","","",""
"No","2010","Full Time","1-pers.-HH","","","",""
"No","2010","Full Time","(Married) couple without C. ","","","",""
"No","2010","Full Time","Single parent ","","","",""
"No","2010","Full Time","Couple + C. LE 16 ","","","",""
"No","2010","Full Time","Couple + C. GT 16 ","","","",""
"No","2010","Full Time","Couple + C. LE and GT 16","","","",""
"No","2010","Part Time","1-pers.-HH","","","",""
"No","2010","Part Time","(Married) couple without C. ","","","",""
"No","2010","Part Time","Single parent ","","","",""
"No","2010","Part Time","Couple + C. LE 16 ","","","",""
"No","2010","Part Time","Couple + C. GT 16 ","","","",""
"No","2010","Part Time","Couple + C. LE and GT 16","","","",""
"No","2010","Not Working","1-pers.-HH","","","",""
"No","2010","Not Working","(Married) couple without C. ","","","",""
"No","2010","Not Working","Single parent ","","","",""
"No","2010","Not Working","Couple + C. LE 16 ","","","",""
"No","2010","Not Working","Couple + C. GT 16 ","","","",""
"No","2010","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2011","Full Time","1-pers.-HH","62","0.0635740528477444","0.0494290954234681","0.0777190102720208"
"Yes","2011","Full Time","(Married) couple without C. ","116","0.0454094277578273","0.0373911740471133","0.0534276814685413"
