"ple0013","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2009","general elemantary","West Germany","1462","0.953903115780893","0.943450348879066","0.964355882682719","2"
"No","2009","vocational + Abi","West Germany","805","0.940000152043491","0.924034830672525","0.955965473414458","2"
"No","2009","higher education","West Germany","2711","0.953795805230076","0.946075093667274","0.961516516792879","2"
"No","2009","in school","West Germany","235","0.890401039131848","0.85228267228111","0.928519405982586","2"
"No","2009","in school","East Germany","52","0.955169989385278","0.90048205732084","1.00985792144972","2"
"No","2009","general elemantary","East Germany","255","0.951020008103327","0.925083503068324","0.97695651313833","2"
"No","2009","vocational + Abi","East Germany","144","0.957694326597687","0.925799875004129","0.989588778191245","2"
"No","2009","higher education","East Germany","1162","0.954013301728754","0.942206608740226","0.965819994717283","2"
"No","2009","inadequately","West Germany","146","0.957631463894312","0.925714372413618","0.989548555375007","2"
"No","2009","inadequately","East Germany","13","","","","2"
"No","2009","middle vocational","West Germany","6363","0.948814596212429","0.943538537440654","0.954090654984203","2"
"No","2009","middle vocational","East Germany","2304","0.950025803502439","0.941324780802058","0.95872682620282","2"
"No","2009","higher vocational","West Germany","923","0.955817871718983","0.942852190971914","0.968783552466053","2"
"No","2009","higher vocational","East Germany","356","0.936672986612794","0.911956759565174","0.961389213660414","2"
"Yes","2009","in school","West Germany","23","","","","1"
"Yes","2009","in school","East Germany","3","","","","1"
"Yes","2009","inadequately","West Germany","7","","","","1"
"Yes","2009","inadequately","East Germany","3","","","","1"
"Yes","2009","general elemantary","West Germany","84","0.046096884219107","0.0356441173172805","0.0565496511209336","1"
"Yes","2009","general elemantary","East Germany","11","","","","1"
"Yes","2009","middle vocational","West Germany","339","0.0511854037875714","0.0459093450157966","0.0564614625593462","1"
"Yes","2009","middle vocational","East Germany","105","0.0499741964975606","0.0412731737971796","0.0586752191979416","1"
"Yes","2009","vocational + Abi","West Germany","45","0.0599998479565088","0.0440345265855422","0.0759651693274754","1"
"Yes","2009","vocational + Abi","East Germany","9","","","","1"
"Yes","2009","higher vocational","West Germany","42","0.0441821282810165","0.0312164475339471","0.057147809028086","1"
"Yes","2009","higher vocational","East Germany","17","","","","1"
"Yes","2009","higher education","West Germany","129","0.0462041947699236","0.0384834832071207","0.0539249063327265","1"
"Yes","2009","higher education","East Germany","47","0.0459866982712458","0.0341800052827171","0.0577933912597744","1"
"No","2010","in school","West Germany","","","","","2"
"No","2010","in school","East Germany","","","","","2"
"No","2010","general elemantary","West Germany","","","","","2"
"No","2010","general elemantary","East Germany","","","","","2"
"No","2010","vocational + Abi","West Germany","","","","","2"
"No","2010","vocational + Abi","East Germany","","","","","2"
"No","2010","higher education","West Germany","","","","","2"
"No","2010","higher education","East Germany","","","","","2"
"No","2010","inadequately","West Germany","","","","","2"
"No","2010","inadequately","East Germany","","","","","2"
"No","2010","middle vocational","West Germany","","","","","2"
"No","2010","middle vocational","East Germany","","","","","2"
"No","2010","higher vocational","West Germany","","","","","2"
"No","2010","higher vocational","East Germany","","","","","2"
"Yes","2010","in school","West Germany","","","","","1"
"Yes","2010","in school","East Germany","","","","","1"
"Yes","2010","inadequately","West Germany","","","","","1"
"Yes","2010","inadequately","East Germany","","","","","1"
"Yes","2010","general elemantary","West Germany","","","","","1"
"Yes","2010","general elemantary","East Germany","","","","","1"
"Yes","2010","middle vocational","West Germany","","","","","1"
"Yes","2010","middle vocational","East Germany","","","","","1"
"Yes","2010","vocational + Abi","West Germany","","","","","1"
"Yes","2010","vocational + Abi","East Germany","","","","","1"
"Yes","2010","higher vocational","West Germany","","","","","1"
"Yes","2010","higher vocational","East Germany","","","","","1"
"Yes","2010","higher education","West Germany","","","","","1"
"Yes","2010","higher education","East Germany","","","","","1"
"No","2011","in school","West Germany","252","0.889432896854517","0.852569508388989","0.926296285320045","2"
"No","2011","general elemantary","West Germany","1776","0.940895069695058","0.930260631214025","0.95152950817609","2"
"No","2011","vocational + Abi","West Germany","968","0.940063055675878","0.925573850907312","0.954552260444443","2"
"No","2011","in school","East Germany","34","0.983664605070582","0.941669138521938","1.02566007161923","2"
"No","2011","general elemantary","East Germany","280","0.946907821971397","0.921493319045527","0.972322324897266","2"
"No","2011","vocational + Abi","East Germany","168","0.966554198908022","0.940140939473231","0.992967458342812","2"
"No","2011","inadequately","West Germany","190","0.929415921920512","0.894268665106932","0.964563178734091","2"
"No","2011","inadequately","East Germany","26","","","","2"
"No","2011","middle vocational","West Germany","7465","0.943468603653442","0.938376928562996","0.948560278743888","2"
"No","2011","middle vocational","East Germany","2504","0.942300367494154","0.933414159861399","0.951186575126909","2"
"No","2011","higher vocational","West Germany","1004","0.942553358526797","0.928478671842624","0.95662804521097","2"
"No","2011","higher vocational","East Germany","388","0.963994708484336","0.945827930897234","0.982161486071438","2"
"No","2011","higher education","West Germany","3151","0.948038462616847","0.940475023500917","0.955601901732777","2"
"No","2011","higher education","East Germany","1245","0.960473708919333","0.949849353100264","0.971098064738402","2"
"Yes","2011","in school","West Germany","26","","","","1"
"Yes","2011","in school","East Germany","1","","","","1"
"Yes","2011","inadequately","West Germany","14","","","","1"
"Yes","2011","inadequately","East Germany","3","","","","1"
"Yes","2011","general elemantary","West Germany","113","0.0591049303049425","0.0484704918239104","0.0697393687859746","1"
"Yes","2011","general elemantary","East Germany","19","","","","1"
"Yes","2011","middle vocational","West Germany","438","0.0565313963465584","0.0514397212561124","0.0616230714370043","1"
"Yes","2011","middle vocational","East Germany","141","0.0576996325058463","0.0488134248730914","0.0665858401386012","1"
"Yes","2011","vocational + Abi","West Germany","63","0.0599369443241225","0.0454477395555567","0.0744261490926883","1"
"Yes","2011","vocational + Abi","East Germany","10","","","","1"
"Yes","2011","higher vocational","West Germany","46","0.0574466414732031","0.0433719547890301","0.0715213281573762","1"
"Yes","2011","higher vocational","East Germany","16","","","","1"
"Yes","2011","higher education","West Germany","157","0.0519615373831531","0.0443980982672229","0.0595249764990832","1"
"Yes","2011","higher education","East Germany","47","0.039526291080667","0.0289019352615982","0.0501506468997357","1"
"No","2012","in school","West Germany","","","","","2"
"No","2012","in school","East Germany","","","","","2"
"No","2012","general elemantary","West Germany","","","","","2"
"No","2012","general elemantary","East Germany","","","","","2"
"No","2012","vocational + Abi","West Germany","","","","","2"
"No","2012","vocational + Abi","East Germany","","","","","2"
"No","2012","higher vocational","West Germany","","","","","2"
"No","2012","higher vocational","East Germany","","","","","2"
"No","2012","higher education","West Germany","","","","","2"
"No","2012","higher education","East Germany","","","","","2"
"No","2012","inadequately","West Germany","","","","","2"
"No","2012","inadequately","East Germany","","","","","2"
"No","2012","middle vocational","West Germany","","","","","2"
"No","2012","middle vocational","East Germany","","","","","2"
"Yes","2012","higher vocational","West Germany","","","","","1"
"Yes","2012","higher vocational","East Germany","","","","","1"
"Yes","2012","in school","West Germany","","","","","1"
"Yes","2012","in school","East Germany","","","","","1"
"Yes","2012","inadequately","West Germany","","","","","1"
"Yes","2012","inadequately","East Germany","","","","","1"
"Yes","2012","general elemantary","West Germany","","","","","1"
"Yes","2012","general elemantary","East Germany","","","","","1"
"Yes","2012","middle vocational","West Germany","","","","","1"
"Yes","2012","middle vocational","East Germany","","","","","1"
"Yes","2012","vocational + Abi","West Germany","","","","","1"
"Yes","2012","vocational + Abi","East Germany","","","","","1"
"Yes","2012","higher education","West Germany","","","","","1"
"Yes","2012","higher education","East Germany","","","","","1"
"No","2013","in school","West Germany","213","0.950414801981401","0.922174600939319","0.978655003023484","2"
"No","2013","in school","East Germany","29","","","","2"
"No","2013","general elemantary","West Germany","1498","0.921773037881614","0.908688780900224","0.934857294863004","2"
"No","2013","general elemantary","East Germany","237","0.948686062986043","0.921226022119426","0.97614610385266","2"
"No","2013","vocational + Abi","West Germany","887","0.946626661223466","0.932195818738073","0.961057503708859","2"
"No","2013","vocational + Abi","East Germany","162","0.955504281427781","0.924599514912153","0.986409047943409","2"
"No","2013","higher vocational","West Germany","909","0.951287828853875","0.937649321704081","0.964926336003669","2"
"No","2013","higher vocational","East Germany","363","0.964114682669229","0.945313857430659","0.982915507907798","2"
"No","2013","higher education","West Germany","3075","0.933288139619171","0.92473190030433","0.941844378934012","2"
"No","2013","higher education","East Germany","1159","0.945989501501926","0.933258626013828","0.958720376990024","2"
"No","2013","inadequately","West Germany","150","0.92504308813184","0.884742350873699","0.96534382538998","2"
"No","2013","inadequately","East Germany","29","","","","2"
"No","2013","middle vocational","West Germany","6625","0.934519084083713","0.928760208491549","0.940277959675877","2"
"No","2013","middle vocational","East Germany","2241","0.946188614653873","0.937106054990201","0.955271174317546","2"
"Yes","2013","higher vocational","West Germany","48","0.0487121711461251","0.0350736639963313","0.062350678295919","1"
"Yes","2013","higher vocational","East Germany","13","","","","1"
"Yes","2013","in school","West Germany","14","","","","1"
"Yes","2013","in school","East Germany","4","","","","1"
"Yes","2013","inadequately","West Germany","14","","","","1"
"Yes","2013","inadequately","East Germany","2","","","","1"
"Yes","2013","general elemantary","West Germany","120","0.078226962118386","0.0651427051369961","0.0913112190997758","1"
"Yes","2013","general elemantary","East Germany","11","","","","1"
"Yes","2013","middle vocational","West Germany","463","0.0654809159162869","0.0597220403241227","0.0712397915084512","1"
"Yes","2013","middle vocational","East Germany","130","0.0538113853461269","0.0447288256824545","0.0628939450097993","1"
"Yes","2013","vocational + Abi","West Germany","45","0.0533733387765341","0.0389424962911407","0.0678041812619276","1"
"Yes","2013","vocational + Abi","East Germany","9","","","","1"
"Yes","2013","higher education","West Germany","192","0.0667118603808294","0.0581556210659882","0.0752680996956706","1"
"Yes","2013","higher education","East Germany","52","0.0540104984980741","0.0412796230099758","0.0667413739861724","1"
"No","2014","in school","West Germany","","","","","2"
"No","2014","in school","East Germany","","","","","2"
"No","2014","general elemantary","West Germany","","","","","2"
"No","2014","general elemantary","East Germany","","","","","2"
"No","2014","inadequately","West Germany","","","","","2"
"No","2014","inadequately","East Germany","","","","","2"
"No","2014","middle vocational","West Germany","","","","","2"
"No","2014","middle vocational","East Germany","","","","","2"
"No","2014","vocational + Abi","West Germany","","","","","2"
"No","2014","vocational + Abi","East Germany","","","","","2"
"No","2014","higher vocational","West Germany","","","","","2"
"No","2014","higher vocational","East Germany","","","","","2"
"No","2014","higher education","West Germany","","","","","2"
"No","2014","higher education","East Germany","","","","","2"
"Yes","2014","in school","West Germany","","","","","1"
"Yes","2014","in school","East Germany","","","","","1"
"Yes","2014","inadequately","West Germany","","","","","1"
"Yes","2014","inadequately","East Germany","","","","","1"
"Yes","2014","general elemantary","West Germany","","","","","1"
"Yes","2014","general elemantary","East Germany","","","","","1"
"Yes","2014","middle vocational","West Germany","","","","","1"
"Yes","2014","middle vocational","East Germany","","","","","1"
"Yes","2014","higher vocational","West Germany","","","","","1"
"Yes","2014","higher vocational","East Germany","","","","","1"
"Yes","2014","vocational + Abi","West Germany","","","","","1"
"Yes","2014","vocational + Abi","East Germany","","","","","1"
"Yes","2014","higher education","West Germany","","","","","1"
"Yes","2014","higher education","East Germany","","","","","1"
"No","2015","in school","West Germany","276","0.940529041936595","0.913586360996759","0.967471722876431","2"
"No","2015","in school","East Germany","50","0.893251304963234","0.812374833644631","0.974127776281837","2"
"No","2015","general elemantary","West Germany","2179","0.923249747192178","0.912475766980957","0.9340237274034","2"
"No","2015","general elemantary","East Germany","330","0.969984504248968","0.95192706387168","0.988041944626257","2"
"No","2015","middle vocational","West Germany","8418","0.934225156228137","0.929104966674333","0.939345345781941","2"
"No","2015","middle vocational","East Germany","2547","0.939427163775664","0.930440996996236","0.948413330555091","2"
"No","2015","vocational + Abi","West Germany","1596","0.941813943872651","0.930633242030208","0.952994645715093","2"
"No","2015","vocational + Abi","East Germany","257","0.942342742956483","0.914892914135993","0.969792571776973","2"
"No","2015","higher vocational","West Germany","1077","0.962712557228657","0.951680341279707","0.973744773177607","2"
"No","2015","higher vocational","East Germany","375","0.948428756895186","0.926728353858688","0.970129159931684","2"
"No","2015","higher education","West Germany","4254","0.928253117195707","0.920728894395322","0.935777339996092","2"
"No","2015","higher education","East Germany","1314","0.950786305915109","0.939348593666274","0.962224018163944","2"
"No","2015","inadequately","West Germany","325","0.910350272367747","0.881002431897157","0.939698112838337","2"
"No","2015","inadequately","East Germany","45","0.952763518040668","0.892748657040619","1.01277837904072","2"
"Yes","2015","middle vocational","West Germany","586","0.0657748437718627","0.0606546542180587","0.0708950333256668","1"
