"ple0013","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2009","66 and older","inadequately","38","0.899515278448872","0.809654918872793","0.98937563802495","2"
"No","2009","66 and older","vocational + Abi","87","0.912869614770172","0.856745252814318","0.968993976726026","2"
"No","2009","66 and older","higher vocational","299","0.935227225725391","0.908260518392846","0.962193933057935","2"
"No","2009","66 and older","middle vocational","2077","0.948442060208941","0.939193266276786","0.957690854141096","2"
"No","2009","66 and older","general elemantary","636","0.943502055318038","0.92600669940231","0.960997411233766","2"
"No","2009","35-65 y.","higher vocational","877","0.957020886693111","0.943836632027237","0.970205141358984","2"
"No","2009","35-65 y.","higher education","2510","0.963262841411879","0.956058313520445","0.970467369303312","2"
"No","2009","66 and older","higher education","844","0.936385105280239","0.920350445760438","0.95241976480004","2"
"No","2009","35-65 y.","middle vocational","4875","0.949422921209515","0.94341824560313","0.9554275968159","2"
"No","2009","35-65 y.","vocational + Abi","540","0.941802494575193","0.92254915697375","0.961055832176636","2"
"No","2009","66 and older","in school","","","","","2"
"No","2009","35-65 y.","in school","","","","","2"
"No","2009","35-65 y.","inadequately","82","0.984850122019961","0.95888273401811","1.01081751002181","2"
"No","2009","35-65 y.","general elemantary","556","0.959716614903378","0.943851012337304","0.975582217469453","2"
"No","2009","16-34 y.","higher vocational","103","0.957847855202365","0.920126008456124","0.995569701948607","2"
"No","2009","16-34 y.","higher education","519","0.942981711083784","0.923424364320463","0.962539057847105","2"
"No","2009","16-34 y.","general elemantary","525","0.959330615645258","0.942867824189532","0.975793407100984","2"
"No","2009","16-34 y.","middle vocational","1715","0.94881693019934","0.938633668917308","0.959000191481372","2"
"No","2009","16-34 y.","vocational + Abi","322","0.953604944398332","0.931181112050804","0.976028776745859","2"
"No","2009","16-34 y.","in school","287","0.901573429304716","0.86857200748737","0.934574851122062","2"
"No","2009","16-34 y.","inadequately","39","0.918958928065475","0.835426173706434","1.00249168242452","2"
"Yes","2009","16-34 y.","in school","26","","","","1"
"Yes","2009","16-34 y.","inadequately","2","","","","1"
"Yes","2009","16-34 y.","general elemantary","28","","","","1"
"Yes","2009","16-34 y.","middle vocational","84","0.0511830698006605","0.0409998085186285","0.0613663310826924","1"
"Yes","2009","16-34 y.","vocational + Abi","16","","","","1"
"Yes","2009","16-34 y.","higher vocational","6","","","","1"
"Yes","2009","16-34 y.","higher education","21","","","","1"
"Yes","2009","35-65 y.","in school","","","","","1"
"Yes","2009","35-65 y.","inadequately","3","","","","1"
"Yes","2009","35-65 y.","general elemantary","34","0.0402833850966218","0.0244177825305473","0.0561489876626963","1"
"Yes","2009","35-65 y.","middle vocational","241","0.050577078790485","0.0445724031841","0.05658175439687","1"
"Yes","2009","35-65 y.","vocational + Abi","28","","","","1"
"Yes","2009","35-65 y.","higher vocational","32","0.0429791133068891","0.0297948586410158","0.0561633679727625","1"
"Yes","2009","35-65 y.","higher education","109","0.0367371585881212","0.0295326306966879","0.0439416864795546","1"
"Yes","2009","66 and older","in school","","","","","1"
"Yes","2009","66 and older","inadequately","5","","","","1"
"Yes","2009","66 and older","general elemantary","33","0.056497944681962","0.0390025887662341","0.0739933005976899","1"
"Yes","2009","66 and older","middle vocational","119","0.0515579397910593","0.0423091458589041","0.0608067337232144","1"
"Yes","2009","66 and older","vocational + Abi","10","","","","1"
"Yes","2009","66 and older","higher vocational","21","","","","1"
"Yes","2009","66 and older","higher education","46","0.0636148947197614","0.0475802351999604","0.0796495542395624","1"
"No","2010","66 and older","inadequately","","","","","2"
"No","2010","66 and older","vocational + Abi","","","","","2"
"No","2010","66 and older","general elemantary","","","","","2"
"No","2010","66 and older","middle vocational","","","","","2"
"No","2010","35-65 y.","middle vocational","","","","","2"
"No","2010","35-65 y.","vocational + Abi","","","","","2"
"No","2010","66 and older","higher vocational","","","","","2"
"No","2010","35-65 y.","higher vocational","","","","","2"
"No","2010","66 and older","higher education","","","","","2"
"No","2010","35-65 y.","higher education","","","","","2"
"No","2010","66 and older","in school","","","","","2"
"No","2010","16-34 y.","higher vocational","","","","","2"
"No","2010","16-34 y.","higher education","","","","","2"
"No","2010","35-65 y.","in school","","","","","2"
"No","2010","35-65 y.","inadequately","","","","","2"
"No","2010","35-65 y.","general elemantary","","","","","2"
"No","2010","16-34 y.","in school","","","","","2"
"No","2010","16-34 y.","inadequately","","","","","2"
"No","2010","16-34 y.","general elemantary","","","","","2"
"No","2010","16-34 y.","middle vocational","","","","","2"
"No","2010","16-34 y.","vocational + Abi","","","","","2"
"Yes","2010","35-65 y.","general elemantary","","","","","1"
"Yes","2010","35-65 y.","middle vocational","","","","","1"
"Yes","2010","35-65 y.","vocational + Abi","","","","","1"
"Yes","2010","35-65 y.","higher vocational","","","","","1"
"Yes","2010","16-34 y.","in school","","","","","1"
"Yes","2010","16-34 y.","inadequately","","","","","1"
"Yes","2010","16-34 y.","general elemantary","","","","","1"
"Yes","2010","16-34 y.","middle vocational","","","","","1"
"Yes","2010","16-34 y.","vocational + Abi","","","","","1"
"Yes","2010","16-34 y.","higher vocational","","","","","1"
"Yes","2010","16-34 y.","higher education","","","","","1"
"Yes","2010","35-65 y.","in school","","","","","1"
"Yes","2010","35-65 y.","inadequately","","","","","1"
"Yes","2010","35-65 y.","higher education","","","","","1"
"Yes","2010","66 and older","in school","","","","","1"
"Yes","2010","66 and older","inadequately","","","","","1"
"Yes","2010","66 and older","general elemantary","","","","","1"
"Yes","2010","66 and older","middle vocational","","","","","1"
"Yes","2010","66 and older","vocational + Abi","","","","","1"
"Yes","2010","66 and older","higher vocational","","","","","1"
"Yes","2010","66 and older","higher education","","","","","1"
"No","2011","35-65 y.","higher vocational","912","0.946337775839567","0.931992749659474","0.96068280201966","2"
"No","2011","35-65 y.","middle vocational","5620","0.942696993523792","0.936784926733535","0.94860906031405","2"
"No","2011","35-65 y.","vocational + Abi","656","0.947306394238072","0.930647995215067","0.963964793261077","2"
"No","2011","35-65 y.","higher education","2739","0.954507840776614","0.946868163655873","0.962147517897356","2"
"No","2011","66 and older","in school","","","","","2"
"No","2011","16-34 y.","higher vocational","120","0.970225854791463","0.940310557625712","1.00014115195721","2"
"No","2011","66 and older","inadequately","57","0.935147528062005","0.873347808285489","0.996947247838522","2"
"No","2011","66 and older","general elemantary","790","0.943752828392297","0.92814419646334","0.959361460321254","2"
"No","2011","16-34 y.","higher education","621","0.958668446122671","0.943330364880935","0.974006527364407","2"
"No","2011","35-65 y.","in school","","","","","2"
