"ple0013","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Not Employed","no migration background","344","0.0581629971950291","0.0522412816593716","0.0640847127306866"
"Yes","2009","Not Employed","direct migration background","43","0.0484114048908374","0.0323382450935608","0.0644845646881141"
"Yes","2009","Not Employed","indirect migration background","8","","",""
"Yes","2009","Employed","no migration background","426","0.0490545483143659","0.0447656922463394","0.0533434043823924"
"Yes","2009","Employed","direct migration background","31","0.0277319542011448","0.0174670576825308","0.0379968507197588"
"Yes","2009","Employed","indirect migration background","24","","",""
"No","2009","Not Employed","no migration background","5657","0.941837002804971","0.935915287269313","0.947758718340628"
"No","2009","Not Employed","direct migration background","642","0.951588595109163","0.935515435311886","0.967661754906439"
"No","2009","Not Employed","indirect migration background","186","0.952840802309572","0.923011671195732","0.982669933423412"
"No","2009","Employed","no migration background","9316","0.950945451685634","0.946656595617608","0.955234307753661"
"No","2009","Employed","direct migration background","952","0.972268045798855","0.962003149280241","0.982532942317469"
"No","2009","Employed","indirect migration background","497","0.952860790612365","0.934662311071305","0.971059270153426"
"Yes","2010","Not Employed","no migration background","","","",""
"Yes","2010","Not Employed","direct migration background","","","",""
"Yes","2010","Not Employed","indirect migration background","","","",""
"Yes","2010","Employed","no migration background","","","",""
"Yes","2010","Employed","direct migration background","","","",""
"Yes","2010","Employed","indirect migration background","","","",""
"No","2010","Not Employed","no migration background","","","",""
"No","2010","Not Employed","direct migration background","","","",""
"No","2010","Not Employed","indirect migration background","","","",""
"No","2010","Employed","no migration background","","","",""
"No","2010","Employed","direct migration background","","","",""
"No","2010","Employed","indirect migration background","","","",""
"Yes","2011","Not Employed","no migration background","429","0.0615348354423908","0.0559313066485256","0.067138364236256"
"Yes","2011","Not Employed","direct migration background","51","0.0537681397571092","0.0386490264164495","0.0688872530977688"
"Yes","2011","Not Employed","indirect migration background","18","","",""
"Yes","2011","Employed","no migration background","546","0.05528403674394","0.0510086388177255","0.0595594346701545"
"Yes","2011","Employed","direct migration background","38","0.0305445150302279","0.0206631787040065","0.0404258513564494"
"Yes","2011","Employed","indirect migration background","34","0.0671989800931472","0.0466993215600252","0.0876986386262691"
"No","2011","Not Employed","no migration background","6636","0.938465164557609","0.932861635763744","0.944068693351474"
"No","2011","Not Employed","direct migration background","804","0.946231860242891","0.931112746902231","0.96135097358355"
"No","2011","Not Employed","indirect migration background","208","0.895625240826947","0.85576363622725","0.935486845426645"
"No","2011","Employed","no migration background","10430","0.94471596325606","0.940440565329846","0.948991361182274"
"No","2011","Employed","direct migration background","1127","0.969455484969772","0.959574148643551","0.979336821295994"
"No","2011","Employed","indirect migration background","539","0.932801019906853","0.912301361373731","0.953300678439975"
"Yes","2012","Not Employed","no migration background","","","",""
"Yes","2012","Not Employed","direct migration background","","","",""
"Yes","2012","Not Employed","indirect migration background","","","",""
"Yes","2012","Employed","no migration background","","","",""
"Yes","2012","Employed","direct migration background","","","",""
"Yes","2012","Employed","indirect migration background","","","",""
"No","2012","Not Employed","no migration background","","","",""
"No","2012","Not Employed","direct migration background","","","",""
"No","2012","Not Employed","indirect migration background","","","",""
"No","2012","Employed","no migration background","","","",""
"No","2012","Employed","direct migration background","","","",""
"No","2012","Employed","indirect migration background","","","",""
"Yes","2013","Not Employed","no migration background","432","0.0690925361775495","0.0629408583857279","0.0752442139693711"
"Yes","2013","Not Employed","direct migration background","45","0.0665394984838004","0.0478488024878658","0.085230194479735"
"Yes","2013","Not Employed","indirect migration background","12","","",""
"Yes","2013","Employed","no migration background","576","0.0593595500494671","0.0547351568915301","0.063983943207404"
"Yes","2013","Employed","direct migration background","33","0.0440420037536072","0.0314063909781038","0.0566776165291107"
"Yes","2013","Employed","indirect migration background","39","0.0846770432271712","0.0614524256252143","0.107901660829128"
"No","2013","Not Employed","no migration background","6097","0.93090746382245","0.924755786030629","0.937059141614272"
"No","2013","Not Employed","direct migration background","638","0.9334605015162","0.914769805520265","0.952151197512134"
"No","2013","Not Employed","indirect migration background","152","0.947378865216767","0.91320704461371","0.981550685819825"
"No","2013","Employed","no migration background","9454","0.940640449950533","0.936016056792596","0.94526484310847"
"No","2013","Employed","direct migration background","980","0.955957996246393","0.943322383470889","0.968593609021896"
"No","2013","Employed","indirect migration background","513","0.915322956772829","0.892098339170872","0.938547574374786"
"Yes","2014","Not Employed","no migration background","","","",""
"Yes","2014","Not Employed","direct migration background","","","",""
"Yes","2014","Not Employed","indirect migration background","","","",""
"Yes","2014","Employed","no migration background","","","",""
