"ple0013","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Not Working","inadequately","89","0.942633400880216","0.896356614953587","0.988910186806844","2"
"No","2009","Not Working","vocational + Abi","230","0.948700083618425","0.921019453259988","0.976380713976861","2"
"No","2009","Not Working","higher vocational","397","0.931140570360817","0.907095135991515","0.95518600473012","2"
"No","2009","Not Working","middle vocational","3351","0.944075537580967","0.936521247446096","0.951629827715837","2"
"No","2009","Not Working","general elemantary","1001","0.948818015356755","0.935539323913875","0.962096706799635","2"
"No","2009","Part Time","higher vocational","295","0.963870497812356","0.942893099147453","0.98484789647726","2"
"No","2009","Part Time","higher education","856","0.949046131138771","0.934598876357877","0.963493385919666","2"
"No","2009","Not Working","higher education","1047","0.938655797523849","0.924520198205493","0.952791396842205","2"
"No","2009","Part Time","middle vocational","2095","0.947478045257719","0.938156417227759","0.956799673287678","2"
"No","2009","Part Time","vocational + Abi","266","0.906813691305838","0.87288566270662","0.940741719905056","2"
"No","2009","Not Working","in school","231","0.908442973114924","0.872835390028361","0.944050556201487","2"
"No","2009","Part Time","in school","55","0.870533293639254","0.785587044242829","0.955479543035679","2"
"No","2009","Part Time","inadequately","32","1","1","1","2"
"No","2009","Part Time","general elemantary","343","0.970236563987364","0.952755207453211","0.987717920521516","2"
"No","2009","Full Time","higher vocational","587","0.960296994061624","0.944776312790128","0.975817675333119","2"
"No","2009","Full Time","higher education","1970","0.963748511638311","0.955661199715075","0.971835823561548","2"
"No","2009","Full Time","general elemantary","373","0.95047352196295","0.928968076329509","0.971978967596392","2"
"No","2009","Full Time","middle vocational","3221","0.955135704094323","0.948133167477059","0.962138240711586","2"
"No","2009","Full Time","vocational + Abi","453","0.958656763998032","0.940790954237242","0.976522573758822","2"
"No","2009","Full Time","in school","1","","","","2"
"No","2009","Full Time","inadequately","38","0.916198643897963","0.830329241402181","1.00206804639374","2"
"Yes","2009","Full Time","in school","","","","","1"
"Yes","2009","Full Time","inadequately","2","","","","1"
"Yes","2009","Full Time","general elemantary","18","","","","1"
"Yes","2009","Full Time","middle vocational","136","0.0448642959056772","0.0378617592884135","0.0518668325229408","1"
"Yes","2009","Full Time","vocational + Abi","24","","","","1"
"Yes","2009","Full Time","higher vocational","21","","","","1"
"Yes","2009","Full Time","higher education","82","0.0362514883616887","0.0281641764384524","0.0443388002849249","1"
"Yes","2009","Part Time","in school","5","","","","1"
"Yes","2009","Part Time","inadequately","","","","","1"
"Yes","2009","Part Time","general elemantary","20","","","","1"
"Yes","2009","Part Time","middle vocational","105","0.052521954742281","0.0432003267123215","0.0618435827722406","1"
"Yes","2009","Part Time","vocational + Abi","16","","","","1"
"Yes","2009","Part Time","higher vocational","9","","","","1"
"Yes","2009","Part Time","higher education","34","0.0509538688612288","0.0365066140803344","0.0654011236421232","1"
"Yes","2009","Not Working","in school","21","","","","1"
"Yes","2009","Not Working","inadequately","8","","","","1"
"Yes","2009","Not Working","general elemantary","57","0.0511819846432451","0.0379032932003649","0.0644606760861253","1"
"Yes","2009","Not Working","middle vocational","203","0.0559244624190334","0.0483701722841632","0.0634787525539035","1"
"Yes","2009","Not Working","vocational + Abi","14","","","","1"
"Yes","2009","Not Working","higher vocational","29","","","","1"
"Yes","2009","Not Working","higher education","60","0.0613442024761508","0.0472086031577947","0.075479801794507","1"
"No","2010","Not Working","inadequately","","","","","2"
"No","2010","Not Working","vocational + Abi","","","","","2"
"No","2010","Not Working","general elemantary","","","","","2"
"No","2010","Not Working","middle vocational","","","","","2"
"No","2010","Part Time","middle vocational","","","","","2"
"No","2010","Part Time","vocational + Abi","","","","","2"
"No","2010","Not Working","higher vocational","","","","","2"
"No","2010","Part Time","higher vocational","","","","","2"
"No","2010","Not Working","higher education","","","","","2"
"No","2010","Part Time","higher education","","","","","2"
"No","2010","Not Working","in school","","","","","2"
"No","2010","Full Time","higher vocational","","","","","2"
"No","2010","Full Time","higher education","","","","","2"
"No","2010","Part Time","in school","","","","","2"
"No","2010","Part Time","inadequately","","","","","2"
"No","2010","Part Time","general elemantary","","","","","2"
"No","2010","Full Time","in school","","","","","2"
"No","2010","Full Time","inadequately","","","","","2"
"No","2010","Full Time","general elemantary","","","","","2"
