"ple0013","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2009","66 and older","direct migration background","314","0.930363712799711","0.903348083588425","0.957379342010996","2"
"No","2009","66 and older","indirect migration background","5","","","","2"
"No","2009","16-34 y.","no migration background","3021","0.939221890629707","0.93093082322749","0.947512958031925","2"
"No","2009","16-34 y.","indirect migration background","500","0.960286070340739","0.943468821249459","0.977103319432018","2"
"No","2009","35-65 y.","no migration background","8286","0.952273362814702","0.947788755214318","0.956757970415085","2"
"No","2009","35-65 y.","direct migration background","989","0.965960858580247","0.95488163142634","0.977040085734154","2"
"No","2009","66 and older","no migration background","3666","0.944352431696379","0.937131876972863","0.951572986419894","2"
"No","2009","16-34 y.","direct migration background","291","0.987670444886744","0.975141350205866","1.00019953956762","2"
"No","2009","35-65 y.","indirect migration background","178","0.933689002467397","0.898401143447222","0.968976861487572","2"
"Yes","2009","16-34 y.","no migration background","169","0.0607781093702926","0.0524870419680748","0.0690691767725105","1"
"Yes","2009","16-34 y.","direct migration background","7","","","","1"
"Yes","2009","16-34 y.","indirect migration background","18","","","","1"
"Yes","2009","35-65 y.","no migration background","395","0.0477266371852984","0.0432420295849148","0.0522112447856819","1"
"Yes","2009","35-65 y.","direct migration background","40","0.034039141419753","0.0229599142658457","0.0451183685736603","1"
"Yes","2009","35-65 y.","indirect migration background","13","","","","1"
"Yes","2009","66 and older","no migration background","206","0.0556475683036215","0.0484270135801057","0.0628681230271372","1"
"Yes","2009","66 and older","direct migration background","27","","","","1"
"Yes","2009","66 and older","indirect migration background","1","","","","1"
"No","2010","16-34 y.","no migration background","","","","","2"
"No","2010","16-34 y.","indirect migration background","","","","","2"
"No","2010","35-65 y.","no migration background","","","","","2"
"No","2010","35-65 y.","direct migration background","","","","","2"
"No","2010","66 and older","no migration background","","","","","2"
"No","2010","66 and older","direct migration background","","","","","2"
"No","2010","66 and older","indirect migration background","","","","","2"
"No","2010","16-34 y.","direct migration background","","","","","2"
"No","2010","35-65 y.","indirect migration background","","","","","2"
"Yes","2010","16-34 y.","no migration background","","","","","1"
"Yes","2010","16-34 y.","direct migration background","","","","","1"
"Yes","2010","16-34 y.","indirect migration background","","","","","1"
"Yes","2010","35-65 y.","no migration background","","","","","1"
"Yes","2010","35-65 y.","direct migration background","","","","","1"
"Yes","2010","35-65 y.","indirect migration background","","","","","1"
"Yes","2010","66 and older","no migration background","","","","","1"
"Yes","2010","66 and older","direct migration background","","","","","1"
"Yes","2010","66 and older","indirect migration background","","","","","1"
"No","2011","16-34 y.","no migration background","3198","0.935640374372426","0.927411311288613","0.943869437456239","2"
"No","2011","16-34 y.","direct migration background","358","0.974115086042756","0.957913280871064","0.990316891214448","2"
"No","2011","16-34 y.","indirect migration background","488","0.922487856984171","0.899548668985916","0.945427044982426","2"
"No","2011","35-65 y.","no migration background","9362","0.943884893621539","0.939342936943988","0.948426850299091","2"
"No","2011","35-65 y.","direct migration background","1180","0.96218955932445","0.951525848999741","0.97285326964916","2"
