"ple0013","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Not Working","Male","2718","0.945225946094951","0.936912942739033","0.95353894945087","2"
"No","2009","Full Time","Male","4414","0.960999419999123","0.955398764703641","0.966600075294604","2"
"No","2009","Full Time","Female","2315","0.95027213167897","0.941618354648078","0.958925908709861","2"
"No","2009","Not Working","Female","3767","0.942181796132687","0.934950615646393","0.94941297661898","2"
"No","2009","Part Time","Male","1124","0.952281073797717","0.940097566217752","0.964464581377681","2"
"No","2009","Part Time","Female","2912","0.944944985020655","0.936858251710561","0.953031718330749","2"
"Yes","2009","Full Time","Male","176","0.0390005800008773","0.0333999247053955","0.0446012352963591","1"
"Yes","2009","Full Time","Female","109","0.0497278683210305","0.0410740912901391","0.0583816453519218","1"
"Yes","2009","Part Time","Male","52","0.0477189262022835","0.0355354186223191","0.0599024337822479","1"
"Yes","2009","Part Time","Female","144","0.0550550149793451","0.0469682816692509","0.0631417482894394","1"
"Yes","2009","Not Working","Male","160","0.0547740539050486","0.0464610505491297","0.0630870572609674","1"
"Yes","2009","Not Working","Female","235","0.0578182038673132","0.0505870233810197","0.0650493843536067","1"
"No","2010","Not Working","Male","","","","","2"
"No","2010","Full Time","Male","","","","","2"
"No","2010","Not Working","Female","","","","","2"
"No","2010","Full Time","Female","","","","","2"
"No","2010","Part Time","Male","","","","","2"
"No","2010","Part Time","Female","","","","","2"
"Yes","2010","Full Time","Male","","","","","1"
"Yes","2010","Full Time","Female","","","","","1"
"Yes","2010","Part Time","Male","","","","","1"
"Yes","2010","Part Time","Female","","","","","1"
"Yes","2010","Not Working","Male","","","","","1"
"Yes","2010","Not Working","Female","","","","","1"
"No","2011","Full Time","Male","4817","0.95703424737087","0.951427577183609","0.96264091755813","2"
"No","2011","Not Working","Male","3226","0.938843229106431","0.930819556047409","0.946866902165454","2"
"No","2011","Not Working","Female","4422","0.938047572033688","0.931170260635192","0.944924883432184","2"
"No","2011","Full Time","Female","2653","0.94532798845989","0.936884745705776","0.953771231214005","2"
"No","2011","Part Time","Male","1312","0.933087140630373","0.91994187838832","0.946232402872426","2"
"No","2011","Part Time","Female","3314","0.938671104583453","0.93074037843557","0.946601830731336","2"
"Yes","2011","Full Time","Male","208","0.0429657526291304","0.0373590824418703","0.0485724228163905","1"
"Yes","2011","Full Time","Female","132","0.0546720115401097","0.046228768785995","0.0631152542942244","1"
"Yes","2011","Part Time","Male","76","0.0669128593696267","0.0537675971275738","0.0800581216116797","1"
"Yes","2011","Part Time","Female","202","0.061328895416547","0.0533981692686643","0.0692596215644297","1"
"Yes","2011","Not Working","Male","200","0.0611567708935687","0.053133097834546","0.0691804439525913","1"
"Yes","2011","Not Working","Female","298","0.0619524279663118","0.0550751165678156","0.0688297393648081","1"
"No","2012","Full Time","Male","","","","","2"
"No","2012","Full Time","Female","","","","","2"
"No","2012","Not Working","Male","","","","","2"
"No","2012","Not Working","Female","","","","","2"
"No","2012","Part Time","Male","","","","","2"
"No","2012","Part Time","Female","","","","","2"
"Yes","2012","Full Time","Male","","","","","1"
"Yes","2012","Full Time","Female","","","","","1"
"Yes","2012","Part Time","Male","","","","","1"
"Yes","2012","Part Time","Female","","","","","1"
"Yes","2012","Not Working","Male","","","","","1"
"Yes","2012","Not Working","Female","","","","","1"
"No","2013","Full Time","Male","4197","0.950334705460045","0.943929961705606","0.956739449214485","2"
"No","2013","Full Time","Female","2429","0.930928061313689","0.921137676426825","0.940718446200553","2"
"No","2013","Part Time","Male","1189","0.931297255469224","0.917352665172335","0.945241845766113","2"
"No","2013","Part Time","Female","3132","0.939674711734152","0.931592992364085","0.947756431104219","2"
"No","2013","Not Working","Male","3013","0.941208304886734","0.933045233097505","0.949371376675963","2"
"No","2013","Not Working","Female","3874","0.924096855796027","0.91607384995238","0.932119861639674","2"
"Yes","2013","Full Time","Male","223","0.0496652945399546","0.0432605507855148","0.0560700382943944","1"
"Yes","2013","Full Time","Female","148","0.0690719386863111","0.059281553799447","0.0788623235731753","1"
"Yes","2013","Part Time","Male","75","0.0687027445307758","0.0547581542338865","0.0826473348276651","1"
"Yes","2013","Part Time","Female","202","0.0603252882658482","0.0522435688957814","0.068407007635915","1"
"Yes","2013","Not Working","Male","177","0.0587916951132655","0.0506286233240366","0.0669547669024945","1"
"Yes","2013","Not Working","Female","312","0.075903144203973","0.0678801383603264","0.0839261500476195","1"
"No","2014","Full Time","Male","","","","","2"
"No","2014","Full Time","Female","","","","","2"
"No","2014","Part Time","Male","","","","","2"
"No","2014","Part Time","Female","","","","","2"
"No","2014","Not Working","Male","","","","","2"
"No","2014","Not Working","Female","","","","","2"
"Yes","2014","Full Time","Male","","","","","1"
"Yes","2014","Full Time","Female","","","","","1"
"Yes","2014","Part Time","Male","","","","","1"
"Yes","2014","Part Time","Female","","","","","1"
"Yes","2014","Not Working","Male","","","","","1"
"Yes","2014","Not Working","Female","","","","","1"
"No","2015","Full Time","Male","5952","0.948150472022181","0.942660140241162","0.9536408038032","2"
"No","2015","Full Time","Female","3054","0.932522374196517","0.923910147800446","0.941134600592588","2"
"No","2015","Part Time","Male","1707","0.94130643776852","0.930480896633697","0.952131978903343","2"
"No","2015","Part Time","Female","4998","0.933799382841263","0.927123268083098","0.940475497599428","2"
"No","2015","Not Working","Male","3231","0.931676306003941","0.923246376368415","0.940106235639467","2"
"No","2015","Not Working","Female","4685","0.926737439663075","0.919562224998084","0.933912654328066","2"
"Yes","2015","Full Time","Male","313","0.051849527977819","0.0463591961968001","0.057339859758838","1"
"Yes","2015","Full Time","Female","205","0.0674776258034831","0.0588653994074121","0.076089852199554","1"
"Yes","2015","Part Time","Male","104","0.05869356223148","0.0478680210966572","0.0695191033663029","1"
"Yes","2015","Part Time","Female","330","0.0662006171587371","0.0595245024005717","0.0728767319169024","1"
"Yes","2015","Not Working","Male","210","0.0683236939960591","0.0598937643605328","0.0767536236315853","1"
"Yes","2015","Not Working","Female","381","0.0732625603369251","0.0660873456719341","0.0804377750019162","1"
"No","2016","Full Time","Male","","","","","2"
"No","2016","Full Time","Female","","","","","2"
"No","2016","Part Time","Male","","","","","2"
"No","2016","Part Time","Female","","","","","2"
"No","2016","Not Working","Male","","","","","2"
"No","2016","Not Working","Female","","","","","2"
"Yes","2016","Part Time","Male","","","","","1"
"Yes","2016","Part Time","Female","","","","","1"
"Yes","2016","Full Time","Male","","","","","1"
"Yes","2016","Full Time","Female","","","","","1"
"Yes","2016","Not Working","Male","","","","","1"
"Yes","2016","Not Working","Female","","","","","1"
"No","2017","Full Time","Male","6326","0.95244578554709","0.947341828539742","0.957549742554439","2"
"No","2017","Full Time","Female","3480","0.927727305343412","0.919417497744812","0.936037112942013","2"
"No","2017","Part Time","Male","1919","0.915329500035762","0.9033512373697","0.927307762701824","2"
"No","2017","Part Time","Female","5238","0.931069396890679","0.924437200959879","0.937701592821479","2"
"No","2017","Not Working","Male","3360","0.93806093342557","0.930170490841637","0.945951376009503","2"
"No","2017","Not Working","Female","4661","0.914442532757902","0.906727237080157","0.922157828435648","2"
"Yes","2017","Part Time","Male","156","0.0846704999642378","0.0726922372981756","0.0966487626303","1"
"Yes","2017","Part Time","Female","367","0.0689306031093213","0.062298407178521","0.0755627990401215","1"
"Yes","2017","Not Working","Male","225","0.0619390665744297","0.0540486239904969","0.0698295091583624","1"
"Yes","2017","Full Time","Male","353","0.0475542144529098","0.0424502574455613","0.0526581714602583","1"
"Yes","2017","Full Time","Female","250","0.0722726946565879","0.0639628870579874","0.0805825022551883","1"
"Yes","2017","Not Working","Female","388","0.0855574672420975","0.0778421715643522","0.0932727629198429","1"
"No","2018","Full Time","Male","","","","","2"
"No","2018","Full Time","Female","","","","","2"
"No","2018","Part Time","Male","","","","","2"
"No","2018","Part Time","Female","","","","","2"
"No","2018","Not Working","Male","","","","","2"
"No","2018","Not Working","Female","","","","","2"
"Yes","2018","Part Time","Male","","","","","1"
"Yes","2018","Part Time","Female","","","","","1"
"Yes","2018","Not Working","Male","","","","","1"
"Yes","2018","Full Time","Male","","","","","1"
"Yes","2018","Not Working","Female","","","","","1"
"Yes","2018","Full Time","Female","","","","","1"
"No","2019","Full Time","Male","6376","0.939147601990351","0.933471465868217","0.944823738112486","2"
"No","2019","Full Time","Female","3436","0.92012104593065","0.911391479949337","0.928850611911963","2"
"No","2019","Part Time","Male","1868","0.928333908643452","0.917082966330285","0.939584850956618","2"
"No","2019","Part Time","Female","4842","0.927786650314555","0.920762203888013","0.934811096741096","2"
"No","2019","Not Working","Male","3288","0.928886520729766","0.920396005343847","0.937377036115685","2"
"No","2019","Not Working","Female","4214","0.914723068352047","0.906649390106771","0.922796746597323","2"
"Yes","2019","Part Time","Male","151","0.0716660913565485","0.0604151490433819","0.0829170336697151","1"
"Yes","2019","Part Time","Female","374","0.0722133496854452","0.0651889032589038","0.0792377961119867","1"
"Yes","2019","Full Time","Male","438","0.0608523980096488","0.0551762618875145","0.0665285341317831","1"
"Yes","2019","Not Working","Male","232","0.0711134792702338","0.0626229638843147","0.0796039946561528","1"
"Yes","2019","Not Working","Female","383","0.0852769316479532","0.0772032534026771","0.0933506098932293","1"
"Yes","2019","Full Time","Female","269","0.0798789540693501","0.0711493880880373","0.0886085200506629","1"
