"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","direct migration background","(0) in school","","","","","","","","","","",""
"1984","direct migration background","(1a) inadequately completed","6.95","8","1039","3","5","9","10","6.78","7.12","7","8"
"1984","direct migration background","(1b) general elementary school","7.3","8","1017","3","6","10","10","7.13","7.47","7","8"
"1984","direct migration background","(1c) basic vocational qualification","7.36","8","718","4","5","10","10","7.17","7.55","7","8"
"1984","direct migration background","(2a) intermediate vocational","7.49","8","88","2","6","10","10","6.9","8.08","8","9"
"1984","direct migration background","(2b) intermediate general qualification","6.7","7","51","2","5","8","10","6.02","7.38","7","8"
"1984","direct migration background","(2c_gen) general maturity certificate","6.51","7","128","3","5","8","9","6.07","6.95","6","7"
"1984","direct migration background","(2c_voc) vocational maturity certificate","6.72","7","145","3","5","9","10","6.25","7.19","6","7"
"1984","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"1984","direct migration background","(3b) higher tertiary education","6.47","7","99","2","5","8","10","5.93","7.01","6","8"
"1984","indirect migration background","(0) in school","","","","","","","","","","",""
"1984","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"1984","indirect migration background","(1b) general elementary school","7.26","8","37","1","6","10","10","6.35","8.17","7","9"
"1984","indirect migration background","(1c) basic vocational qualification","7.43","7.86","38","5","5","10","10","6.65","8.21","6","8"
"1984","indirect migration background","(2a) intermediate vocational","","","","","","","","","","",""
"1984","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"1984","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"1984","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"1984","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"1984","indirect migration background","(3b) higher tertiary education","","","","","","","","","","",""
"1984","no migration background","(0) in school","7.7","8","157","5","7","9","10","7.34","8.06","8","9"
"1984","no migration background","(1a) inadequately completed","7.72","8","68","5","7","10","10","7.19","8.25","7","9"
"1984","no migration background","(1b) general elementary school","7.5","8","1940","4","6","10","10","7.39","7.61","8","8"
"1984","no migration background","(1c) basic vocational qualification","7.51","8","3492","4","6","10","10","7.43","7.59","8","8"
"1984","no migration background","(2a) intermediate vocational","7.57","8","1307","4","6","10","10","7.44","7.7","8","8"
"1984","no migration background","(2b) intermediate general qualification","7.57","8","407","4","6","9","10","7.35","7.79","8","8"
"1984","no migration background","(2c_gen) general maturity certificate","7.27","8","275","4","6","9","10","7","7.54","7","8"
"1984","no migration background","(2c_voc) vocational maturity certificate","7.69","8","309","5","6","10","10","7.43","7.95","8","8"
"1984","no migration background","(3a) lower tertiary education","7.49","8","242","4","6","10","10","7.18","7.8","8","8"
"1984","no migration background","(3b) higher tertiary education","7.3","8","421","4","6","9","10","7.07","7.53","7","8"
"1985","direct migration background","(0) in school","","","","","","","","","","",""
"1985","direct migration background","(1a) inadequately completed","6.82","7","832","3","5","9","10","6.64","7","7","7"
"1985","direct migration background","(1b) general elementary school","7.04","8","869","3","5","9","10","6.87","7.21","7","8"
"1985","direct migration background","(1c) basic vocational qualification","7.33","8","639","4","5","10","10","7.13","7.53","7","8"
"1985","direct migration background","(2a) intermediate vocational","7.28","8","85","4","6","10","10","6.79","7.77","7","8"
