"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","general elemantary","7.26","8","1280","3","6","9","10","10","7.12","7.4","0","10","8","8"
"1984","16-34 y.","higher education","6.75","7","246","3","5","8","9","10","6.45","7.05","0","10","7","7"
"1984","16-34 y.","higher vocational","6.95","7","211","3","5","9","10","10","6.6","7.3","0","10","7","8"
"1984","16-34 y.","in school","7.69","8","184","5","7","9","10","10","7.36","8.02","0","10","8","9"
"1984","16-34 y.","inadequately","7.6","8","308","4","6","10","10","10","7.29","7.91","0","10","8","8"
"1984","16-34 y.","middle vocational","7.34","8","2169","4","6","9","10","10","7.24","7.44","0","10","8","8"
"1984","16-34 y.","vocational + Abi","7.36","8","164","4","6","9","10","10","6.99","7.73","0","10","7","8"
"1984","35-65 y.","general elemantary","7.3","8","1652","4","6","10","10","10","7.17","7.43","0","10","8","8"
"1984","35-65 y.","higher education","7.34","8","478","4","6","9","10","10","7.12","7.56","0","10","8","8"
"1984","35-65 y.","higher vocational","7.33","8","363","4","5","10","10","10","7.06","7.6","0","10","8","8"
"1984","35-65 y.","in school","","","","","","","","","","","","","",""
"1984","35-65 y.","inadequately","6.86","7","694","3","5","9","10","10","6.66","7.06","0","10","7","8"
"1984","35-65 y.","middle vocational","7.34","8","2956","3","6","10","10","10","7.25","7.43","0","10","8","8"
"1984","35-65 y.","vocational + Abi","7.09","7","127","3","5","10","10","10","6.59","7.59","0","10","6","8"
"1984","66 and older","general elemantary","8.03","9","512","5","7","10","10","10","7.83","8.23","0","10","8","9"
"1984","66 and older","higher education","8.5","10","63","5","8","10","10","10","7.95","9.05","1","10","9","10"
"1984","66 and older","higher vocational","8.78","10","82","7","8","10","10","10","8.38","9.18","1","10","9","10"
"1984","66 and older","in school","","","","","","","","","","","","","",""
"1984","66 and older","inadequately","","","","","","","","","","","","","",""
"1984","66 and older","middle vocational","8.44","9","572","5","8","10","10","10","8.27","8.61","0","10","9","10"
"1984","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1985","16-34 y.","general elemantary","7.26","8","1136","4","6","9","10","10","7.12","7.4","0","10","7","8"
"1985","16-34 y.","higher education","6.58","7","240","3","5","8","10","10","6.27","6.89","0","10","7","7"
"1985","16-34 y.","higher vocational","7.4","8","195","4","6","9","10","10","7.12","7.68","1","10","7","8"
"1985","16-34 y.","in school","7.48","8","186","4","7","9","10","10","7.17","7.79","1","10","8","8"
"1985","16-34 y.","inadequately","7.32","8","238","4","6","10","10","10","6.97","7.67","0","10","7","8"
"1985","16-34 y.","middle vocational","7.08","8","1940","4","6","9","10","10","6.98","7.18","0","10","7","8"
"1985","16-34 y.","vocational + Abi","7.01","8","146","4","5","9","10","10","6.62","7.4","0","10","7","8"
"1985","35-65 y.","general elemantary","7.26","8","1495","4","6","9","10","10","7.13","7.39","0","10","7","8"
"1985","35-65 y.","higher education","7.06","7","462","4","5","9","10","10","6.84","7.28","0","10","7","8"
"1985","35-65 y.","higher vocational","7.18","8","344","4","5","9","10","10","6.93","7.43","0","10","7","8"
"1985","35-65 y.","in school","","","","","","","","","","","","","",""
