"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","direct migration background","general elemantary","7.22","8","1062","3","6","10","10","7.06","7.38","7","8"
"1984","direct migration background","higher education","6.66","7","121","3","5","9","10","6.18","7.14","6","8"
"1984","direct migration background","higher vocational","7.22","8","52","2","6","10","10","6.39","8.05","7","9"
"1984","direct migration background","in school","","","","","","","","","","",""
"1984","direct migration background","inadequately","6.97","8","936","3","5","9","10","6.79","7.15","7","8"
"1984","direct migration background","middle vocational","7.27","8","1028","4","5","10","10","7.11","7.43","7","8"
"1984","direct migration background","vocational + Abi","6.47","6.55","125","3","5","8","10","5.97","6.97","6","7"
"1984","indirect migration background","general elemantary","7.56","8","53","3","7","9","10","6.84","8.28","7","9"
"1984","indirect migration background","higher education","","","","","","","","","","",""
"1984","indirect migration background","higher vocational","","","","","","","","","","",""
"1984","indirect migration background","in school","","","","","","","","","","",""
"1984","indirect migration background","inadequately","","","","","","","","","","",""
"1984","indirect migration background","middle vocational","7.4","8","53","5","5","10","10","6.77","8.03","7","9"
"1984","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1984","no migration background","general elemantary","7.5","8","2329","4","6","10","10","7.4","7.6","8","8"
"1984","no migration background","higher education","7.37","8","663","4","6","9","10","7.19","7.55","8","8"
"1984","no migration background","higher vocational","7.47","8","600","4","6","10","10","7.27","7.67","8","8"
"1984","no migration background","in school","7.7","8","156","5","7","9","10","7.34","8.06","8","9"
"1984","no migration background","inadequately","7.89","8","77","5","7","10","10","7.39","8.39","7","9"
"1984","no migration background","middle vocational","7.53","8","4616","4","6","10","10","7.46","7.6","8","8"
"1984","no migration background","vocational + Abi","7.62","8","185","4","6","10","10","7.28","7.96","7","8"
"1985","direct migration background","general elemantary","6.98","8","916","3","5","9","10","6.81","7.15","7","8"
"1985","direct migration background","higher education","7.1","7","111","4","5","9","10","6.62","7.58","6","8"
"1985","direct migration background","higher vocational","7.62","8","48","3","7","10","10","6.93","8.31","8","9"
"1985","direct migration background","in school","","","","","","","","","","",""
"1985","direct migration background","inadequately","6.9","7.09","755","3","5","9","10","6.71","7.09","7","8"
"1985","direct migration background","middle vocational","7.15","8","903","4","5","9","10","6.99","7.31","7","8"
"1985","direct migration background","vocational + Abi","7.23","8","103","4","6","9","10","6.71","7.75","7","8"
"1985","indirect migration background","general elemantary","7.45","7.58","60","5","6","9","10","6.82","8.08","7","9"
"1985","indirect migration background","higher education","","","","","","","","","","",""
"1985","indirect migration background","higher vocational","","","","","","","","","","",""
"1985","indirect migration background","in school","","","","","","","","","","",""
"1985","indirect migration background","inadequately","","","","","","","","","","",""
"1985","indirect migration background","middle vocational","8","9.01","55","5","7","10","10","7.25","8.75","7","9"
"1985","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1985","no migration background","general elemantary","7.5","8","2075","4","6","10","10","7.4","7.6","8","8"
"1985","no migration background","higher education","7.12","8","642","3","5","9","10","6.94","7.3","7","8"
"1985","no migration background","higher vocational","7.43","8","567","4","6","9","10","7.25","7.61","7","8"
"1985","no migration background","in school","7.53","8","154","4","7","9","10","7.18","7.88","8","8"
"1985","no migration background","inadequately","7.48","8","81","5","6","10","10","6.94","8.02","7","8"
"1985","no migration background","middle vocational","7.29","8","4203","4","6","9","10","7.22","7.36","8","8"
"1985","no migration background","vocational + Abi","7.16","8","172","3","5","9","10","6.77","7.55","7","8"
"1986","direct migration background","general elemantary","6.92","7","919","3","5","9","10","6.75","7.09","7","7"
"1986","direct migration background","higher education","6.42","7","110","2","5","8","10","5.95","6.89","5","7"
"1986","direct migration background","higher vocational","7.2","7","50","4","6","9","10","6.45","7.95","7","8"
"1986","direct migration background","in school","6.83","7","31","4","5","8","10","6.05","7.61","7","9"
"1986","direct migration background","inadequately","6.47","7","693","3","5","8","10","6.28","6.66","6","7"
"1986","direct migration background","middle vocational","7.08","7","875","4","5","9","10","6.92","7.24","7","8"
"1986","direct migration background","vocational + Abi","6.58","7","105","3","5","9","10","6.06","7.1","6","8"
"1986","indirect migration background","general elemantary","6.74","6.82","60","5","5","8","9","6.14","7.34","6","8"
"1986","indirect migration background","higher education","","","","","","","","","","",""
"1986","indirect migration background","higher vocational","","","","","","","","","","",""
"1986","indirect migration background","in school","","","","","","","","","","",""
"1986","indirect migration background","inadequately","","","","","","","","","","",""
"1986","indirect migration background","middle vocational","7.63","8","61","4","5","10","10","6.95","8.31","7","8"
"1986","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1986","no migration background","general elemantary","7.37","8","1929","4","6","9","10","7.26","7.48","8","8"
"1986","no migration background","higher education","6.98","7","634","3","6","9","10","6.79","7.17","7","8"
"1986","no migration background","higher vocational","7.05","8","526","4","5","9","10","6.85","7.25","7","8"
"1986","no migration background","in school","7.54","8","146","4","7","9","10","7.2","7.88","8","8"
"1986","no migration background","inadequately","7.31","8","83","4","6","9","10","6.8","7.82","7","8"
"1986","no migration background","middle vocational","7.22","8","4055","4","6","9","10","7.15","7.29","8","8"
"1986","no migration background","vocational + Abi","7.61","8","172","5","7","10","10","7.28","7.94","8","8"
"1987","direct migration background","general elemantary","7.16","7.67","942","4","6","9","10","7","7.32","7","7"
"1987","direct migration background","higher education","6.65","7","99","3","5","9","10","6.16","7.14","6","7"
"1987","direct migration background","higher vocational","7.51","8","55","5","6","9","10","6.94","8.08","7","8"
"1987","direct migration background","in school","6.98","7","31","4","7","8","9","6.16","7.8","7","9"
"1987","direct migration background","inadequately","6.89","7","666","3","5","8","10","6.71","7.07","7","7"
"1987","direct migration background","middle vocational","6.83","7","862","3","5","8","10","6.67","6.99","7","7"
"1987","direct migration background","vocational + Abi","6.54","7","101","3","5","8","9","6.05","7.03","6","8"
"1987","indirect migration background","general elemantary","6.71","7","62","4","6","8","10","6.15","7.27","7","8"
"1987","indirect migration background","higher education","","","","","","","","","","",""
"1987","indirect migration background","higher vocational","","","","","","","","","","",""
"1987","indirect migration background","in school","","","","","","","","","","",""
"1987","indirect migration background","inadequately","","","","","","","","","","",""
"1987","indirect migration background","middle vocational","7.27","7.54","77","5","6","9","10","6.79","7.75","7","8"
"1987","indirect migration background","vocational + Abi","","","","","","","","","","",""
"1987","no migration background","general elemantary","7.49","8","1837","4","6","10","10","7.38","7.6","8","8"
"1987","no migration background","higher education","7.01","8","639","3","5","9","10","6.82","7.2","7","8"
"1987","no migration background","higher vocational","7.17","8","504","4","6","9","10","6.97","7.37","7","8"
"1987","no migration background","in school","7.74","8","149","5","7","9","10","7.42","8.06","8","9"
"1987","no migration background","inadequately","7.41","8","75","3","5","10","10","6.82","8","7","9"
"1987","no migration background","middle vocational","7.25","8","4032","4","6","9","10","7.18","7.32","8","8"
"1987","no migration background","vocational + Abi","7.27","8","174","4","6","9","10","6.93","7.61","7","8"
"1988","direct migration background","general elemantary","6.8","7","914","3","5","9","10","6.63","6.97","7","7"
"1988","direct migration background","higher education","6.71","7","85","3","5","9","10","6.17","7.25","6","8"
